Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,3	0.08763576900105702	0.0	0.0	-4.033969157055418	0.0	0.0	0.0	0.0	0.0	0.0	1.1776898421724096	0.6333333333333333	0.16333333333333333	0.7666666666666666	0.61	nan	0.3785938897200183	0.15737428845483833	0.13941566768144004	0.3555277766926236	nan
0,8	0.02912571029801505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0622872034615362	0.0	-1.0437814705623496	0.0	0.0	0.6541666666666666	0.0	0.0	0.0	0.0	0.01909406539564932	0.0	0.0
1,4	0.0	0.0	0.0	0.0	6.142307675816028e-08	0.0	0.0	0.0	0.0	0.0	-1.000000002150015	0.0	0.0	0.6541666666666666	0.0	0.0	0.0	0.0	0.01909406539564932	0.0	0.0
0,1	1.5774426529446827e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0000000177690553	0.0	0.0	0.6541666666666666	0.0	0.0	0.0	0.0	0.01909406539564932	0.0	0.0
1,5	0.0	0.0	0.0	0.0	0.0	1.6713947908062976	0.0	0.0	0.0	0.0	-1.806565375626087	0.0	0.0	0.6541666666666666	0.0	0.0	0.0	0.0	0.01909406539564932	0.0	0.0
1,6	0.0	0.0	0.0	0.0	0.0	0.0	1.391492018054663e-07	0.0	0.0	0.0	-1.0000000018545525	0.0	0.0	0.6541666666666666	0.0	0.0	0.0	0.0	0.01909406539564932	0.0	0.0
1,2	0.0	0.0	0.1802726719484717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.085802409816413	0.0	0.0	0.6541666666666666	0.0	0.0	0.0	0.0	0.01909406539564932	0.0	0.0
1,7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8294580353757486	0.0	0.0	-2.0293615265182083	0.2	0.16666666666666666	0.6097222222222222	0.07619047619047618	0.11000000000000001	0.4000000000000001	0.3415650255319866	0.09810118548005722	0.1538618516324144	0.2211334438749598
1,8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.1638684078718598e-07	0.0	-0.9999999529596764	0.0	0.0	0.6541666666666666	0.0	0.0	0.0	0.0	0.01909406539564932	0.0	0.0
1,9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9660596801718219	-1.501316868349035	0.2	0.16666666666666666	0.6097222222222222	0.07619047619047618	0.11000000000000001	0.4000000000000001	0.3415650255319866	0.09810118548005722	0.1538618516324144	0.2211334438749598
