Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,1,2,3,4,5,6,7,8	-0.6276271584953537	0.0	0.8080605710531392	-2.817397171025639	-0.6644074276820613	2.1982613052758264	-1.1705605669108163	1.9701203744653504	1.7565027560768491	0.0	-1.9754898979463316	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,5,6,7,8,9	-1.0575968132395424	0.0	0.603386182727826	-2.8778681148785616	0.0	2.0314477407400764	-1.2418444695415665	1.2241373757069425	1.9776339274138999	0.8873645211245729	-2.116404519910847	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,6,7,9	-0.9729859060053003	0.0	0.8494836549713478	-3.154610214237347	-1.2808877259261378	2.299704938817557	-0.9127195824157838	1.2883883622550927	0.0	0.8999462446277182	-0.8746809683088298	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,6,7,8,9	-0.949239283565823	0.0	0.9121410686433007	-3.2854656285673096	-0.7819739308510114	0.0	-1.1351049756269975	2.1747220979366246	2.002869620474386	1.7641556651167416	-2.2871689787696807	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,4,5,6,7,8,9	-1.3073999686889362	0.0	2.3137187968440935	0.0	-0.924081619723751	2.4924168614792612	-1.6334004574566676	1.51855688928237	2.349972831837522	1.1670143442498282	-4.495893806443892	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,4,5,6,7,8,9	-0.37745498671750666	0.0	0.0	-3.100756220331072	-0.6071123305678203	2.0660699828749727	-1.1114950511602244	1.2554448033779275	1.7859306346420467	0.9176793725383863	-1.6306837131801721	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,6,8,9	-0.640055643492477	0.0	0.8024384406290117	-2.8541982175524305	-0.6514830915833756	2.4401974144096066	-1.0813743620546217	0.0	1.8196571796455774	1.6885892323906888	-2.0045434944625518	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,7,8,9	-0.8336863818017382	0.0	0.8796170066221398	-3.269531805173331	-0.9389506542684917	1.8597365387034863	0.0	1.2881644530238476	1.6659948121824075	1.0163020650285899	-2.264582013990905	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,2,3,4,5,6,7,8,9	-0.7150179759750064	0.0	0.8199393154391119	-2.831951935902702	-0.8405088633006784	2.012554718945888	-1.1375845522648251	1.2961577158737745	1.755607263783412	0.9836051769339133	-2.0067826138805516	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
1,2,3,4,5,6,7,8,9	0.0	0.0	0.5276296007367077	-2.9421764133480823	-1.1944129675673616	2.0950315068770777	-1.145242696085563	1.260057984579646	1.8678337807227177	0.9157508658773805	-1.9571885570418939	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
