Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	weight10	weight11	weight12	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,1,2,3	-3.4204821998078137	0.4402436004841814	5.814808923967868	-6.404777886872002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.467969779344934	0.96	0.23015384615384615	0.8635686274509805	0.8032432199798718	0.8741928506228407	0.03577708763999662	0.05312127466924346	0.03500511304444155	0.036696248989444784	0.030708959213556833
0,1,2,5	-5.388393843225798	2.9475926868747773	0.2829685583150634	0.0	0.0	6.997998757843838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.087581544436797	0.6584999999999999	0.11692307692307691	0.7725098039215686	0.8432346502154013	0.7375008627992488	0.08671937499774778	0.025391607428649546	0.04903104180375325	0.04148940391331994	0.06692439711654494
0,1,2,4	-2.6463141982127274	-0.16617223985044957	-3.579894507196353	0.0	-8.755951166624795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.355535939195095	0.8636666666666667	0.20676923076923076	0.8278039215686274	0.8033603988603989	0.8313739386769352	0.0801727301934184	0.07145222262703377	0.06592306165273369	0.0638720891403628	0.06520906205863304
0,1,3,5	-4.29021447245032	2.8703626991609257	0.0	-3.812411633816139	0.0	4.414379972268078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4104971774240379	0.932	0.2487692307692308	0.8400392156862745	0.7878339962535883	0.8514563704648188	0.06705221845696083	0.0787206881674832	0.04205174308517242	0.055500281109120954	0.040670584238049146
0,1,3,6	-2.8028294412807417	-0.7341606113284713	0.0	-4.920890086877714	0.0	0.0	0.8408575620671017	0.0	0.0	0.0	0.0	0.0	0.0	4.194952561572531	0.8155000000000001	0.32307692307692304	0.7452156862745098	0.70974311981431	0.7576634963784874	0.08391811485013234	0.0578428804311131	0.05300012694666812	0.04675304179972934	0.057492996175701784
0,1,3,7	-2.873463773046268	-0.3520571275315891	0.0	-4.700776270418685	0.0	0.0	0.0	0.2526609710409632	0.0	0.0	0.0	0.0	0.0	4.1851034022185125	0.828	0.32292307692307687	0.7512941176470588	0.7137552820742477	0.7644658918253464	0.0964157663455516	0.06922205073307426	0.05671537359888049	0.05049174455097207	0.06012713189475365
0,1,3,8	-2.015252371612849	-0.5576170288614273	0.0	-5.141885333734467	0.0	0.0	0.0	0.0	2.048991100888778	0.0	0.0	0.0	0.0	3.076018012776894	0.8275	0.2256923076923077	0.8005490196078432	0.7820688270860685	0.8024425777942067	0.06903803299631296	0.0594692501716335	0.042868036915681466	0.04657589241436929	0.04597998367879776
0,1,3,9	-0.30225369348399883	-1.4174527295778419	0.0	-6.163460140683594	0.0	0.0	0.0	0.0	0.0	3.1910470737287753	0.0	0.0	0.0	2.5558570412049053	0.8355	0.2063076923076923	0.8142745098039216	0.7986387983719319	0.8150605131717018	0.06278733948814841	0.05500919772473987	0.03845705424425684	0.04342961490885386	0.040755281032960104
0,1,3,10	-3.0189476162261486	-0.24542648440331863	0.0	-4.63780529163196	0.0	0.0	0.0	0.0	0.0	0.0	0.06254345720072556	0.0	0.0	4.268384556810527	0.8240000000000001	0.3307692307692308	0.7453725490196078	0.7070045548737453	0.7586891506704541	0.103072789813801	0.06094327559490618	0.0548147907422941	0.04353554858830787	0.06102181619613304
0,1,3,11	-3.142411422755296	-0.18332525868481905	0.0	-4.786555537779133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.048395477824274	0.0	3.539604230402092	0.8720000000000001	0.32292307692307687	0.7727843137254902	0.7244723027265046	0.7891349436110263	0.0872696969170857	0.05692078997484966	0.04032821895567508	0.032685903068004396	0.0444245204107071
