# nel,B,Pinput,Prad,Prad/Pinput,beta,CIII,CIV,OV,OVI,FeXVI,SDLloop_dPhi,SDLloop_dTheta
2.042501326213890245e+00,1.011600911678479875e+00,2.386098693221863520e+00,1.036914174197893779e+00,8.758228413183570815e-01,1.146403610823848798e-02,8.633371125412352409e-01,-3.618684066500865160e-01,7.080013097005312117e-01,-6.414564651545900942e-01,7.080013097005312117e-01,-6.924712239032705163e+00,1.756409578697133433e-01
6.691669391729458960e-01,3.074846997479607213e-01,-1.172409539869817552e+00,-4.682292044689469468e-01,-2.258415109249571451e+00,-1.931573412955260638e+00,-2.960988876329730957e+00,-4.840691273937625105e+00,-2.902311149619983599e+00,-3.668782752414813775e+00,-9.505142397914202235e+00,-1.156387776487142816e+01,-6.526009257494565396e+00
