time(s), Phieff(Wb), Thetaeff(rad), Phipl(Wb), DelTheta(rad), Phiext(Wb), Thetaext(rad)
3.00000, 0.00051850459, 0.047510996, 6.30789e-05, 2.6932461, 0.00057599309, 0.581026
3.00100, 0.00051881814, 0.047266897, 6.27415e-05, 2.6928966, 0.00057599309, 0.581026
3.00200, 0.00051925093, 0.046991087, 6.22897e-05, 2.6919468, 0.00057599309, 0.581026
3.00300, 0.00051993298, 0.046674065, 6.16038e-05, 2.6895530, 0.00057599309, 0.581026
3.00400, 0.00052072890, 0.046594791, 6.08706e-05, 2.6844523, 0.00057599309, 0.581026
3.00500, 0.00052139672, 0.046649788, 6.02844e-05, 2.6791504, 0.00057599309, 0.581026
3.00600, 0.00052210149, 0.046735346, 5.96743e-05, 2.6732218, 0.00057599309, 0.581026
3.00700, 0.00052272964, 0.046892010, 5.91516e-05, 2.6671989, 0.00057599309, 0.581026
3.00800, 0.00052332879, 0.046966974, 5.86375e-05, 2.6619308, 0.00057599309, 0.581026
3.00900, 0.00052393788, 0.047169663, 5.81470e-05, 2.6554873, 0.00057599309, 0.581026
3.01000, 0.00052441819, 0.047368970, 5.77721e-05, 2.6500013, 0.00057599309, 0.581026
3.01100, 0.00052495750, 0.047576215, 5.73489e-05, 2.6438963, 0.00057599309, 0.581026
3.01200, 0.00052548084, 0.047726370, 5.69276e-05, 2.6382911, 0.00057599309, 0.581026
3.01300, 0.00052589866, 0.048050109, 5.66455e-05, 2.6320818, 0.00057599309, 0.581026
3.01400, 0.00052636404, 0.048135657, 5.62616e-05, 2.6273568, 0.00057599309, 0.581026
3.01500, 0.00052678814, 0.048275433, 5.59297e-05, 2.6224687, 0.00057599309, 0.581026
3.01600, 0.00052713909, 0.048471425, 5.56769e-05, 2.6177332, 0.00057599309, 0.581026
3.01700, 0.00052750623, 0.048480034, 5.53617e-05, 2.6143415, 0.00057599309, 0.581026
3.01800, 0.00052781705, 0.048710719, 5.51559e-05, 2.6095755, 0.00057599309, 0.581026
3.01900, 0.00052813443, 0.048773106, 5.48992e-05, 2.6061342, 0.00057599309, 0.581026
3.02000, 0.00052847351, 0.048920814, 5.46484e-05, 2.6017301, 0.00057599309, 0.581026
3.02100, 0.00052869681, 0.049044982, 5.44913e-05, 2.5985811, 0.00057599309, 0.581026
3.02200, 0.00052900234, 0.049197935, 5.42725e-05, 2.5943859, 0.00057599309, 0.581026
3.02300, 0.00052926551, 0.049344372, 5.40886e-05, 2.5906322, 0.00057599309, 0.581026
3.02400, 0.00052947993, 0.049474709, 5.39427e-05, 2.5874546, 0.00057599309, 0.581026
3.02500, 0.00052975776, 0.049539749, 5.37257e-05, 2.5841658, 0.00057599309, 0.581026
3.02600, 0.00053000250, 0.049632344, 5.35442e-05, 2.5809753, 0.00057599309, 0.581026
3.02700, 0.00053020762, 0.049746349, 5.34037e-05, 2.5779545, 0.00057599309, 0.581026
3.02800, 0.00053045110, 0.049773909, 5.32061e-05, 2.5752723, 0.00057599309, 0.581026
3.02900, 0.00053065260, 0.049893565, 5.30707e-05, 2.5722215, 0.00057599309, 0.581026
3.03000, 0.00053084105, 0.049952094, 5.29293e-05, 2.5697982, 0.00057599309, 0.581026
3.03100, 0.00053106981, 0.050015319, 5.27556e-05, 2.5669115, 0.00057599309, 0.581026
3.03200, 0.00053129992, 0.049987894, 5.25547e-05, 2.5647614, 0.00057599309, 0.581026
3.03300, 0.00053142864, 0.049983121, 5.24459e-05, 2.5634506, 0.00057599309, 0.581026
3.03400, 0.00053167826, 0.050003398, 5.22432e-05, 2.5606601, 0.00057599309, 0.581026
3.03500, 0.00053185190, 0.050037969, 5.21088e-05, 2.5585225, 0.00057599309, 0.581026
3.03600, 0.00053207034, 0.050003398, 5.19162e-05, 2.5565064, 0.00057599309, 0.581026
3.03700, 0.00053232928, 0.050010551, 5.17036e-05, 2.5536516, 0.00057599309, 0.581026
3.03800, 0.00053242958, 0.050061796, 5.16352e-05, 2.5521410, 0.00057599309, 0.581026
3.03900, 0.00053264848, 0.049995050, 5.14343e-05, 2.5503252, 0.00057599309, 0.581026
3.04000, 0.00053284760, 0.049903125, 5.12415e-05, 2.5489547, 0.00057599309, 0.581026
3.04100, 0.00053308061, 0.049946126, 5.10616e-05, 2.5460255, 0.00057599309, 0.581026
3.04200, 0.00053331573, 0.049850523, 5.08390e-05, 2.5442402, 0.00057599309, 0.581026
3.04300, 0.00053354686, 0.049772710, 5.06243e-05, 2.5423563, 0.00057599309, 0.581026
3.04400, 0.00053376574, 0.049659967, 5.04100e-05, 2.5408785, 0.00057599309, 0.581026
3.04500, 0.00053401129, 0.049538545, 5.01709e-05, 2.5391719, 0.00057599309, 0.581026
3.04600, 0.00053420209, 0.049532525, 5.00127e-05, 2.5370419, 0.00057599309, 0.581026
3.04700, 0.00053447972, 0.049346786, 4.97279e-05, 2.5355041, 0.00057599309, 0.581026
3.04800, 0.00053472182, 0.049148217, 4.94686e-05, 2.5344689, 0.00057599309, 0.581026
3.04900, 0.00053490866, 0.048989024, 4.92669e-05, 2.5337102, 0.00057599309, 0.581026
3.05000, 0.00053516317, 0.048807327, 4.90025e-05, 2.5323670, 0.00057599309, 0.581026
3.05100, 0.00053543527, 0.048588149, 4.87124e-05, 2.5311353, 0.00057599309, 0.581026
3.05200, 0.00053566522, 0.048452970, 4.84824e-05, 2.5296409, 0.00057599309, 0.581026
3.05300, 0.00053593414, 0.048275433, 4.82081e-05, 2.5280359, 0.00057599309, 0.581026
3.05400, 0.00053615694, 0.048125748, 4.79796e-05, 2.5267322, 0.00057599309, 0.581026
3.05500, 0.00053636947, 0.047946997, 4.77504e-05, 2.5258114, 0.00057599309, 0.581026
3.05600, 0.00053665369, 0.047711376, 4.74459e-05, 2.5245092, 0.00057599309, 0.581026
3.05700, 0.00053688507, 0.047523547, 4.71987e-05, 2.5234187, 0.00057599309, 0.581026
3.05800, 0.00053713001, 0.047421806, 4.69678e-05, 2.5213358, 0.00057599309, 0.581026
3.05900, 0.00053747282, 0.047158286, 4.66063e-05, 2.5195425, 0.00057599309, 0.581026
3.06000, 0.00053767101, 0.046970781, 4.63868e-05, 2.5188110, 0.00057599309, 0.581026
3.06100, 0.00053793865, 0.046726413, 4.60930e-05, 2.5177353, 0.00057599309, 0.581026
3.06200, 0.00053823178, 0.046384450, 4.57474e-05, 2.5172680, 0.00057599309, 0.581026
3.06300, 0.00053847693, 0.046241544, 4.55036e-05, 2.5154932, 0.00057599309, 0.581026
3.06400, 0.00053875444, 0.045846578, 4.51540e-05, 2.5157216, 0.00057599309, 0.581026
3.06500, 0.00053903209, 0.045463923, 4.48078e-05, 2.5158460, 0.00057599309, 0.581026
3.06600, 0.00053925843, 0.045240421, 4.45538e-05, 2.5150712, 0.00057599309, 0.581026
3.06700, 0.00053961895, 0.044871204, 4.41453e-05, 2.5139453, 0.00057599309, 0.581026
3.06800, 0.00053982535, 0.044580586, 4.38860e-05, 2.5140960, 0.00057599309, 0.581026
3.06900, 0.00054013380, 0.044262476, 4.35349e-05, 2.5131681, 0.00057599309, 0.581026
3.07000, 0.00054041252, 0.043943424, 4.32083e-05, 2.5126183, 0.00057599309, 0.581026
3.07100, 0.00054066137, 0.043641169, 4.29109e-05, 2.5123098, 0.00057599309, 0.581026
3.07200, 0.00054094021, 0.043365687, 4.25973e-05, 2.5113237, 0.00057599309, 0.581026
3.07300, 0.00054119761, 0.042948462, 4.22572e-05, 2.5120585, 0.00057599309, 0.581026
3.07400, 0.00054148812, 0.042675499, 4.19344e-05, 2.5108879, 0.00057599309, 0.581026
3.07500, 0.00054170940, 0.042337455, 4.16485e-05, 2.5113151, 0.00057599309, 0.581026
3.07600, 0.00054209080, 0.041973971, 4.12235e-05, 2.5097926, 0.00057599309, 0.581026
3.07700, 0.00054229188, 0.041678902, 4.09675e-05, 2.5100558, 0.00057599309, 0.581026
3.07800, 0.00054265770, 0.041283637, 4.05453e-05, 2.5090625, 0.00057599309, 0.581026
3.07900, 0.00054292825, 0.040964685, 4.02244e-05, 2.5086143, 0.00057599309, 0.581026
3.08000, 0.00054317420, 0.040594790, 3.99072e-05, 2.5090854, 0.00057599309, 0.581026
3.08100, 0.00054352437, 0.040098280, 3.94654e-05, 2.5094302, 0.00057599309, 0.581026
3.08200, 0.00054378469, 0.039765324, 3.91486e-05, 2.5092828, 0.00057599309, 0.581026
3.08300, 0.00054409094, 0.039328124, 3.87610e-05, 2.5096438, 0.00057599309, 0.581026
3.08400, 0.00054439968, 0.038859941, 3.83621e-05, 2.5103157, 0.00057599309, 0.581026
3.08500, 0.00054464512, 0.038503904, 3.80489e-05, 2.5107205, 0.00057599309, 0.581026
3.08600, 0.00054496754, 0.038052220, 3.76439e-05, 2.5110290, 0.00057599309, 0.581026
3.08700, 0.00054529679, 0.037647408, 3.72475e-05, 2.5107114, 0.00057599309, 0.581026
3.08800, 0.00054557874, 0.037270207, 3.68987e-05, 2.5107915, 0.00057599309, 0.581026
3.08900, 0.00054587864, 0.036753140, 3.64900e-05, 2.5123298, 0.00057599309, 0.581026
3.09000, 0.00054619037, 0.036378141, 3.61182e-05, 2.5119093, 0.00057599309, 0.581026
3.09100, 0.00054646518, 0.035942886, 3.57564e-05, 2.5128720, 0.00057599309, 0.581026
3.09200, 0.00054681104, 0.035453565, 3.53195e-05, 2.5133836, 0.00057599309, 0.581026
