time(s), Phieff(Wb), Thetaeff(rad), Phipl(Wb), DelTheta(rad), Phiext(Wb), Thetaext(rad)
3.00000, 0.00043985059, 0.0011451211, 1.22092e-06, 3.5253627, 0.00044095197, 0.566471
3.00100, 0.00043989051, 0.0012448779, 1.19845e-06, 3.5619285, 0.00044095197, 0.566471
3.00200, 0.00043985691, 0.0012448779, 1.22047e-06, 3.5364444, 0.00044095197, 0.566471
3.00300, 0.00043988717, 0.0010918301, 1.15878e-06, 3.4847596, 0.00044095197, 0.566471
3.00400, 0.00043991477, 0.0011451211, 1.16258e-06, 3.5478642, 0.00044095197, 0.566471
3.00500, 0.00043987158, 0.0010918301, 1.18009e-06, 3.4932091, 0.00044095197, 0.566471
3.00600, 0.00043988052, 0.00097656250, 1.16461e-06, 3.4819238, 0.00044095197, 0.566471
3.00700, 0.00043989546, 0.0010918301, 1.15091e-06, 3.4870827, 0.00044095197, 0.566471
3.00800, 0.00043988909, 0.00097656250, 1.14724e-06, 3.4651296, 0.00044095197, 0.566471
3.00900, 0.00043989422, 0.00097656250, 1.13865e-06, 3.4585030, 0.00044095197, 0.566471
3.01000, 0.00043992866, 0.0010918301, 1.12431e-06, 3.5063384, 0.00044095197, 0.566471
3.01100, 0.00043983569, 0.00091349060, 1.18079e-06, 3.4113910, 0.00044095197, 0.566471
3.01200, 0.00043995923, 0.0010918301, 1.09619e-06, 3.5171502, 0.00044095197, 0.566471
3.01300, 0.00043988568, 0.00097656250, 1.15589e-06, 3.4755628, 0.00044095197, 0.566471
3.01400, 0.00043992482, 0.00091349060, 1.09762e-06, 3.4395979, 0.00044095197, 0.566471
3.01500, 0.00043989749, 0.00097656250, 1.14530e-06, 3.4801724, 0.00044095197, 0.566471
3.01600, 0.00043992380, 0.0010918301, 1.13857e-06, 3.5232041, 0.00044095197, 0.566471
3.01700, 0.00043987769, 0.00091349060, 1.15008e-06, 3.4443748, 0.00044095197, 0.566471
3.01800, 0.00043990580, 0.00097656250, 1.13554e-06, 3.4786365, 0.00044095197, 0.566471
3.01900, 0.00043986831, 0.00091349060, 1.15325e-06, 3.4284771, 0.00044095197, 0.566471
3.02000, 0.00043988851, 0.00091349060, 1.12539e-06, 3.4126332, 0.00044095197, 0.566471
3.02100, 0.00043990680, 0.00091349060, 1.12281e-06, 3.4533532, 0.00044095197, 0.566471
3.02200, 0.00043987221, 0.00077204045, 1.12474e-06, 3.3631456, 0.00044095197, 0.566471
3.02300, 0.00043989216, 0.00077204045, 1.11624e-06, 3.3986843, 0.00044095197, 0.566471
3.02400, 0.00043996198, 0.00091349060, 1.05915e-06, 3.4426944, 0.00044095197, 0.566471
3.02500, 0.00043987380, 0.00059801998, 1.11680e-06, 3.3432133, 0.00044095197, 0.566471
3.02600, 0.00043992810, 0.00077204045, 1.08219e-06, 3.4091537, 0.00044095197, 0.566471
3.02700, 0.00043990579, 0.00077204045, 1.09778e-06, 3.3871944, 0.00044095197, 0.566471
3.02800, 0.00043992149, 0.00077204045, 1.07889e-06, 3.3800900, 0.00044095197, 0.566471
3.02900, 0.00043994630, 0.00077204045, 1.05635e-06, 3.3903973, 0.00044095197, 0.566471
3.03000, 0.00043986170, 0.00077204045, 1.14271e-06, 3.3834980, 0.00044095197, 0.566471
3.03100, 0.00043991436, 0.00077204045, 1.08236e-06, 3.3679602, 0.00044095197, 0.566471
3.03200, 0.00043991317, 0.00091349060, 1.10637e-06, 3.4306238, 0.00044095197, 0.566471
3.03300, 0.00043991177, 0.00059801998, 1.08442e-06, 3.3659451, 0.00044095197, 0.566471
3.03400, 0.00043990334, 0.00059801998, 1.09219e-06, 3.3627656, 0.00044095197, 0.566471
3.03500, 0.00043992135, 0.00077204045, 1.09150e-06, 3.4149087, 0.00044095197, 0.566471
3.03600, 0.00043989172, 0.00059801998, 1.09741e-06, 3.3404005, 0.00044095197, 0.566471
3.03700, 0.00043993525, 0.00059801998, 1.05973e-06, 3.3652971, 0.00044095197, 0.566471
3.03800, 0.00043991920, 0.00059801998, 1.07380e-06, 3.3567412, 0.00044095197, 0.566471
