Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	weight10	weight11	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,1,2,3,4,5,7	0.4860502226907791	0.0	-1.223476886426602	4.018401566836769	2.8561125883280916	-0.40583967948448985	0.0	0.955495449632424	0.0	0.0	0.0	0.0	-3.5833762170158137	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,8	0.22425170342034675	0.0	-0.485600191082876	3.694879822969233	1.7358547124431847	-0.6181522300418794	0.0	0.0	-2.0191453571047644	0.0	0.0	0.0	-1.4642106928821226	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,6,11	0.520055981261763	0.0	-0.5894524511208254	2.7240569057495962	2.066422838501388	0.0	1.7704502449800603	0.0	0.0	0.0	0.0	-1.2545997719927533	-2.1256662083388123	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,10	0.5331860613047636	0.0	-1.2483547924610827	3.867315523813165	2.80372849298504	-0.3382550742470979	0.0	0.0	0.0	0.0	0.899895043410989	0.0	-3.4756003959386526	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,7,8	0.43293415039617045	0.0	-1.0868720039875517	3.629535970536344	1.6378754057414366	0.0	0.0	0.809964927700752	-1.7405413442264348	0.0	0.0	0.0	-2.1704936466976568	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,7,9	0.5693678846793887	0.0	-1.315863880040569	4.047275185898294	2.834679217553986	0.0	0.0	0.394824692252731	0.0	0.6530952786443367	0.0	0.0	-3.8371640861615646	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,7,10	0.5930648295187334	0.0	-1.2696493254703856	3.932006631546637	2.8356317510545646	0.0	0.0	-0.026357686575529032	0.0	0.0	0.9503365284814598	0.0	-3.695854383209331	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,7,11	0.4806311831504687	0.0	-1.0958721197640968	4.013128332819638	2.7778401310955134	0.0	0.0	1.0399141633591238	0.0	0.0	0.0	-0.6241733499411211	-3.288990260925125	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,6,9	0.6360431444795323	0.0	-1.040108425526279	2.9661962074001575	2.213736412497749	0.0	1.3989766471538316	0.0	0.0	0.38680134699790775	0.0	0.0	-3.381085176923431	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,8,9	0.37763683610285015	0.0	-1.0982867265755858	3.6013986759472245	1.6677225087927305	0.0	0.0	0.0	-1.7435498852183386	0.8130160004466636	0.0	0.0	-2.180741904435652	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,8,10	0.34737334487734334	0.0	-1.1321055400942308	3.4842660593345456	1.771210125577181	0.0	0.0	0.0	-1.7237746780072567	0.0	0.7470668136095664	0.0	-2.0546479780769524	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,8,11	0.301441267602592	0.0	-0.4204469750677859	3.7851023950407834	1.6559166433424153	0.0	0.0	0.0	-2.047701375651415	0.0	0.0	-0.5735252346052524	-1.2361347812952483	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,9,10	0.6108234768406865	0.0	-1.2982842379987132	3.9485853979832983	2.825116544121604	0.0	0.0	0.0	0.0	0.15663435461273728	0.8071326569621716	0.0	-3.7270482831648293	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
