Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	weight10	weight11	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,1,2,3,5,8	0.8123743576170652	0.0	0.11702981987963161	3.812001859027009	0.0	-0.4459514146353819	0.0	0.0	-2.651835065281408	0.0	0.0	0.0	-0.967576830656127	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,6	0.6360392953542121	0.0	-0.712707676989442	2.942710656303653	2.1527173445028005	0.0	1.6579233936975437	0.0	0.0	0.0	0.0	0.0	-3.324294891829349	0.975	0.0	0.9875	1.0	0.9857142857142858	0.075	0.0	0.0375	0.0	0.04285714285714287
0,1,2,3,4,9	0.523281626125913	0.0	-1.2435269395037938	4.043690399970008	2.8321384827302762	0.0	0.0	0.0	0.0	1.032468241584679	0.0	0.0	-3.8688605780454504	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,8	0.2939667782712388	0.0	-0.43620916949002486	3.8424219155874537	1.6802097353262453	0.0	0.0	0.0	-2.0527163167573104	0.0	0.0	0.0	-1.7889164645157891	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,5,7	2.210227595195759	0.0	-0.08530344989668821	4.821263469729974	0.0	-0.3860680441850577	0.0	1.0524802633369945	0.0	0.0	0.0	0.0	-3.9348928194788377	0.975	0.0	0.9875	1.0	0.9857142857142858	0.075	0.0	0.0375	0.0	0.04285714285714287
0,1,2,3,5,6	1.762292241241542	0.0	0.026198099327212544	3.0446985566136955	0.0	-0.4251131219026182	2.2421055579108815	0.0	0.0	0.0	0.0	0.0	-3.3451479448595975	0.925	0.0	0.9625	1.0	0.9571428571428571	0.11456439237389601	0.0	0.057282196186948006	0.0	0.06546536707079774
0,1,2,3,4,10	0.5966513062625445	0.0	-1.2764833672412772	3.93530816489213	2.836952885683952	0.0	0.0	0.0	0.0	0.0	0.9323905168714347	0.0	-3.7019339338451887	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5	0.15915905796763719	0.0	-0.3180475089948004	4.030499077235489	2.6233054685298507	-0.6473018779590388	0.0	0.0	0.0	0.0	0.0	0.0	-2.961981893993777	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,11	0.27891823338133015	0.0	-0.22649863082157823	4.1598787688856245	2.592444450847539	0.0	0.0	0.0	0.0	0.0	0.0	-0.72057865766301	-2.7330893991573135	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,5,10	2.2110048968865454	0.0	-0.14216472198710164	4.61020533825301	0.0	-0.31473564892094286	0.0	0.0	0.0	0.0	1.032092256275599	0.0	-3.7998524841198873	0.975	0.0	0.9875	1.0	0.9857142857142858	0.075	0.0	0.0375	0.0	0.04285714285714287
