K,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0
TruePositive,0.8878333333333334,0.9276666666666668,0.992,0.9718333333333333,0.9878333333333333,0.9760000000000002,0.992,0.9879999999999999,0.992,0.9638333333333333,0.992,0.992,0.9878333333333333
FalsePositive,0.37723076923076926,0.23769230769230773,0.14015384615384616,0.07430769230769231,0.074,0.05046153846153846,0.06230769230769231,0.05046153846153847,0.0543076923076923,0.023230769230769232,0.0543076923076923,0.06215384615384616,0.0663076923076923
Precision,0.697017393948175,0.7920162181626308,0.8749962763310928,0.9285028490028491,0.9298501606949883,0.951954149298977,0.9402181522181523,0.950932437932438,0.9493140780037331,0.9762948717948718,0.9493140780037331,0.9405695339143616,0.9363591778591779
F-measure,0.7800025664998442,0.8536803415595985,0.929139760022113,0.9492849967272831,0.9574201488690944,0.9628407786594722,0.9650637683230041,0.9686833293549642,0.9693358300585191,0.9695360144057623,0.9693358300585191,0.9652051243977675,0.9610555650416917
weight0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5098362650559964,0.0,-2.337750328622413,-0.8339779838128096,-0.6178388866875923,-1.2800454070738438
weight1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6273416577363775,1.6765497319705869,1.0326503787502328,0.0,0.9835733471796058
weight2,0.0,-3.917482455618882,0.0,3.1813526455189454,0.0,0.0,2.7122027344595128,3.0069533555237995,0.0,-4.344430163372865,0.0,0.3140308140946637,0.4412526787211652
weight3,-4.681157271956342,0.0,-6.739544602645305,-6.419852713014552,-4.924587120539346,-6.0064749962279835,-6.166583865337256,-6.0850401387514435,-5.649774935989491,0.0,-5.5147030692432395,-5.160626194556594,-5.087259075698617
weight4,0.0,-8.931362852059937,0.0,0.0,-3.45780796417131,0.0,0.0,0.0,0.0,-7.562350999035577,0.0,-2.8348113358987215,-2.9440223338696905
weight5,0.0,0.0,3.425963709209296,0.0,0.0,0.0,0.0,0.0,2.803388197932162,2.6192201189355733,2.9885773516305156,0.9200316735794918,1.5625311874005583
weight6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9639335335139936,1.0866047577234645,1.032648873008475,0.7338971623327527,0.6214740337667876
weight7,0.0,0.0,0.0,-3.3491976569619384,-3.4147411828597867,-4.344355743364217,-3.791514482275346,-3.327231124752572,-3.6819880602175274,-4.075224220537433,-3.8272642758694415,-3.8214248313814068,-3.708757888633488
weight8,0.0,0.0,0.0,0.0,0.0,0.8583592031784626,0.7103129293812153,0.0,0.0,0.0,0.511851905313226,1.1244815682555687,1.0958373194942352
weight9,0.0,0.0,4.14678918195847,4.768732883557495,4.443925103038588,5.254411180821878,4.264832194844095,4.230014537055292,5.006654630090014,2.04348518253266,4.4883259441077765,3.6831878363805863,3.4789852466133118
weight10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07075547934621894,0.4046709478492961,0.0,0.2579642450330982,-0.6237252950525269,-0.6230002763798669
weight11,0.0,0.0,0.0,0.0,0.0,1.1464092184603059,0.7077614324692122,0.8766081104596939,1.2559798048474735,1.0853027793403343,1.2153710274721914,0.3446541973782601,0.5370395359543829
weight12,0.0,0.0,0.0,0.0,2.786098119021034,3.1284856156350416,3.192902754685588,3.37973183119981,2.7740561618654676,3.8897717785105357,2.7800040305134948,2.3030045271293846,2.406268880144885
bias,2.3020781586622103,5.938277334139675,-0.29605890011845987,0.12075411760166962,1.1315726194338356,-1.0413710649260515,-2.406673098425064,-2.525601019466585,-3.239078231970242,1.7729330300312127,-3.0517694724845987,0.7464602629685206,-0.09940791313517565
