Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	weight10	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
3	0.0	0.0	0.0	-4.511623429985336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.197683241680415	0.9032307692307693	0.4084045584045583	0.7448476052249637	0.6898737677159581	0.7786503987183684	0.055086591330183954	0.13836602581919288	0.06182170997902548	0.07048475097993732	0.041977953834740935
4	0.0	0.0	0.0	0.0	-7.74918662024926	0.0	0.0	0.0	0.0	0.0	0.0	2.3791224310217984	0.7289230769230769	0.21025641025641026	0.7597968069666183	0.7751884942754508	0.7489009832461047	0.0593168206084968	0.07457696921069609	0.04117416133874519	0.058748534568733614	0.04087011660945068
1	0.0	-0.8801118795514962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.13152361815245656	0.011692307692307693	0.029772079772079775	0.49909288824383163	0.10833333333333332	0.020952380952380955	0.017864711836301277	0.03991884080667435	0.014935148113946566	0.175	0.03202889851580998
0	-4.04552267776648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3667212514403753	0.616	0.3925925925925926	0.611611030478955	0.6049028738627689	0.6041774269065201	0.12196458890491765	0.10469300511304314	0.05979614644470113	0.056034298602928245	0.07663079255296976
6	0.0	0.0	0.0	0.0	0.0	0.0	-2.5006480156968234	0.0	0.0	0.0	0.0	1.268498296898234	0.45353846153846156	0.2652421652421652	0.5963715529753266	0.6257701051435067	0.5235297863356051	0.06448631798374435	0.0714151310338137	0.04656506386695024	0.07355481425700533	0.060464116939706374
2	0.0	0.0	2.7820719544969226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.545842434465885	0.17907692307692308	0.13319088319088318	0.5296081277213353	0.35389610389610393	0.22094955009541678	0.19512423595140943	0.1819253406515666	0.04828812769798794	0.3142938981439578	0.2089990692663071
5	0.0	0.0	0.0	0.0	0.0	4.6407777956478515	0.0	0.0	0.0	0.0	0.0	-1.8718302027251739	0.3564615384615385	0.11595441595441594	0.6246734397677793	0.7518741715800539	0.4804359508189703	0.06305083888437703	0.048097547544088425	0.037704854972848985	0.0785196024874354	0.06502345480136666
8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.263663211061059	0.0	0.0	-1.1785597435567774	0.4647692307692307	0.4682336182336183	0.49898403483309145	0.4912267289875986	0.4764413449040797	0.05131847424482305	0.07301469613090827	0.04147008599183844	0.048764087149143924	0.04381516607393644
10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8404317062430298	-0.18430813204655222	0.23092307692307693	0.26623931623931624	0.48759071117561675	0.23551839464882943	0.17718911761165285	0.34862397300847375	0.4066887700887111	0.04660847191012222	0.3255967470832462	0.2564588756747593
9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.367219133541179	0.0	-1.1725070904895987	0.6243076923076923	0.5354700854700855	0.5428156748911466	0.5300930429612517	0.5715500929935234	0.06738321038226157	0.0649311750974313	0.017743068849929006	0.017348540564053893	0.02931393305870533
7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.0176032069267933	0.0	0.0	0.0	1.6750648201168385	0.45353846153846156	0.38917378917378914	0.5333454281567489	0.5282067416338515	0.4866732925365402	0.06448631798374435	0.04496463059699242	0.0339493334085291	0.04243784040857375	0.052864972976569745
