Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	weight10	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,1,2,3,4,5,7	-4.564384832796559	2.156627132656128	2.0443600269407556	-4.220127259872286	-4.378218503902675	2.2994645147397352	0.0	-0.9738691830099953	0.0	0.0	0.0	2.378889802272735	0.968923076923077	0.191025641025641	0.8875181422351233	0.8373391393552684	0.8956156914941614	0.041775959225740934	0.09512096929022038	0.04260884584053157	0.0696010057014433	0.035552273698353336
0,1,2,3,4,5,6	-4.098732466944907	2.1221006582311315	1.555436989548503	-4.597182606342951	-4.018120383152461	2.790848278231979	-0.06233846437154696	0.0	0.0	0.0	0.0	1.8096435539438098	0.9843076923076923	0.21367521367521364	0.8836719883889697	0.8227143220999956	0.8940063652646811	0.03139215595688357	0.09461091927068005	0.0409282390915891	0.06354003749886322	0.031986547073953944
0,1,2,3,4,5,10	-3.9052008604184705	1.633997482758415	2.0152206577795106	-4.65320613012244	-4.560231544805944	2.010527275552975	0.0	0.0	0.0	0.0	-0.9726508700727967	2.5721683108012416	0.9766153846153847	0.17592592592592593	0.899056603773585	0.8461897014276047	0.9050361667185424	0.03965412594096624	0.059721277219018334	0.019066306639262474	0.0429439462776211	0.01604568038514161
0,1,2,3,4,6,8	-3.5965512027685036	1.2716184303574765	1.6393035216598182	-4.966703413411503	-4.29505768418187	0.0	-1.2685489650510475	0.0	1.341708055377308	0.0	0.0	3.5058767478289803	0.9727692307692308	0.1797720797720798	0.8951741654571842	0.8449023405219178	0.9023213898798199	0.03056121996387697	0.0859785445756839	0.0377649526320955	0.060950799514300553	0.030590496124754337
0,1,2,3,4,7,9	-0.5432442000674741	0.01740247509553573	0.925443595327784	-5.196332292736623	-3.6102731967818213	0.0	0.0	-3.820646816337656	0.0	4.658322666337343	0.0	2.824199442708216	0.9804615384615385	0.04472934472934472	0.9677068214804063	0.9553152218152219	0.9673761328430743	0.031589452213108396	0.027645605631243766	0.022461816243746525	0.026299635245957038	0.022874988654493736
0,1,2,3,4,5,8	-3.723540052323345	2.090460019962192	0.9076280506575541	-5.167016559138821	-3.575815306072915	2.840948720528079	0.0	0.0	1.0090772995727775	0.0	0.0	1.5865049638886635	0.9804615384615385	0.18717948717948718	0.8951741654571842	0.8408166560914058	0.9031193207624966	0.031589452213108396	0.08925430769500661	0.03960544252633336	0.06346645409126506	0.03216307538076605
0,1,2,3,4,6,10	-3.83332380945874	0.9510485223839021	2.402149827949695	-4.7829356205012505	-5.057363400258231	0.0	-0.49781838208178775	0.0	0.0	0.0	-1.1143825337066682	4.099106725180789	0.968923076923077	0.1683760683760684	0.8990928882438316	0.8515985513250202	0.9046258328193604	0.03807062885040236	0.06885162261796837	0.025415944050480192	0.04979480361819419	0.02135376435897285
0,1,2,3,4,7,8	-3.945691099933979	1.4301373105940836	1.777694623413017	-4.795144416796427	-4.364854958362037	0.0	0.0	-2.2604599803862238	1.7679570462424663	0.0	0.0	3.755602849766106	0.9649230769230769	0.14971509971509972	0.9064949201741654	0.8682677431125707	0.9113693658187936	0.04455061611750958	0.09666992453427163	0.04531233060572212	0.06833119656955502	0.03793435583136623
0,1,2,3,4,5,9	-1.6729648270509323	1.5281099808724268	0.0027818576380731707	-5.691331254611333	-2.823405368550161	3.7789196897011963	0.0	0.0	0.0	2.8075154470928583	0.0	0.21575601412081302	0.9883076923076922	0.14558404558404558	0.9201015965166908	0.8697941201570234	0.9243888505933502	0.017864711836301273	0.05286339948740731	0.0218399960928657	0.04200173246636341	0.019179396124850426
0,1,2,3,4,7,10	-4.224310558156387	1.1685666350585284	2.6620852974223337	-4.527223531537891	-5.221431393114945	0.0	0.0	-1.1476267002652196	0.0	0.0	-0.9546110927922111	4.2037959789009935	0.9687692307692307	0.13475783475783473	0.91611030478955	0.8775495757281073	0.9193790468109645	0.0381032542988874	0.06478334291173032	0.03237534596390911	0.05281687707821666	0.029694368274834244
