Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	weight10	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,1	-3.6976777506415965	-0.27676141203178595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3108727371687747	0.5189230769230769	0.25	0.6365384615384615	0.6767531796160828	0.5749809099098119	0.1424852115237177	0.12838425283374427	0.07384456674009453	0.09309875167057018	0.10872418760235773
0,9	-3.733707149970938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.046249144232862	0.0	1.763836832551417	0.6816923076923076	0.5425925925925926	0.5677793904208999	0.5462702475202476	0.605088577086085	0.10474980052515218	0.05873870779597248	0.05916790087268133	0.049401231020965976	0.06885440440052787
0,7	-3.879727721008158	0.0	0.0	0.0	0.0	0.0	0.0	-3.0918124010812162	0.0	0.0	0.0	4.0703614330062825	0.5038461538461538	0.21267806267806266	0.6476777939042091	0.6998444695251802	0.580985724033747	0.09533559534426252	0.0849677784839173	0.06116468317157207	0.0869919985049666	0.08346599626915377
0,10	-4.291039315029371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.1833733112612201	2.935339250521113	0.6315384615384615	0.378062678062678	0.6267053701015964	0.6205780166325299	0.6211533069705981	0.09859906261181692	0.09087202639317617	0.0388788733629141	0.041988532041310304	0.05467315473935643
0,4	-3.1521149079765562	0.0	0.0	0.0	-7.60749503743927	0.0	0.0	0.0	0.0	0.0	0.0	4.169742054827387	0.7986153846153846	0.19145299145299144	0.80355587808418	0.8052903730729817	0.8002894263216127	0.05042517451484	0.07288715968934982	0.04456678369653029	0.05800702417142826	0.04186649507199754
0,6	-2.788733947528455	0.0	0.0	0.0	0.0	0.0	-2.2789136128062943	0.0	0.0	0.0	0.0	2.7830642660179814	0.42661538461538456	0.14957264957264954	0.641944847605225	0.7403936122357174	0.5384380566708834	0.06354814603043368	0.070163021971651	0.051252324772364896	0.09791972493605951	0.06665385170304636
0,2	-4.469271055116428	0.0	2.3339483626521362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0026529020187323	0.6856923076923077	0.5168091168091168	0.5828374455732945	0.5613968923515069	0.6167551374376284	0.06923435888129638	0.05417527059006676	0.04809302247077985	0.03978333745641723	0.04948085488807739
0,5	-5.029592644969101	0.0	0.0	0.0	0.0	5.581341185780429	0.0	0.0	0.0	0.0	0.0	0.9617730668644338	0.6043076923076922	0.11965811965811965	0.7445936139332365	0.8290231282305586	0.6955202246583189	0.10138169716822684	0.05431069307880185	0.05995627462194983	0.06849590668705707	0.08562388519094538
1,2	0.0	-1.049337795165887	2.7022311039511435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5533037294746357	0.17907692307692308	0.11609686609686609	0.5371915820029027	0.5797727272727272	0.26883528927409384	0.07823557204831963	0.03887218785011934	0.04202463835202503	0.13213478610421348	0.10308868815035793
0,3	-3.303696410821086	0.0	0.0	-4.5052955575030005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0675460957695275	0.8249230769230771	0.32535612535612535	0.7489477503628447	0.718367149050261	0.762635785184112	0.10228814156746344	0.12857528078094607	0.06571626446199946	0.07522127590484717	0.0615532551153457
0,8	-3.7193219042118386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9809462399026181	0.0	0.0	1.797083989896428	0.5727692307692308	0.47136752136752136	0.5504716981132075	0.5380243064701613	0.5528382379271741	0.11466865050345725	0.08266147455528736	0.0757263848395995	0.0803138259115735	0.09066829423755354
