# nel,B,Pinput,Prad,Prad/Pinput,beta,CIII,CIV,OV,OVI,FeXVI
2.060067572496638189e+00,1.011600911678479875e+00,2.178104050689823268e+00,1.036914174197893779e+00,8.758228413183570815e-01,-1.048578418271887795e-02,8.315386190060879423e-01,-3.618684066500865160e-01,7.080013097005312117e-01,-6.414564651545900942e-01,7.080013097005312117e-01
7.102500884596075759e-01,3.074846997479607213e-01,-1.172409539869817552e+00,-4.472719624436759522e-01,-2.119255710893335198e+00,-1.867056455671495918e+00,-2.960988876329730957e+00,-4.787508942929967759e+00,-3.005703824632306453e+00,-3.744214589959397710e+00,-9.603339998045708370e+00
