shotNO,time,type,nel,B,Pech,Pnbi-tan,Pinput,Prad,Prad_over_Pinput,Wp,beta,Rax,rax_vmec,a99,D/(H+D),CIII,CIV,OV,OVI,FeXVI,Ip,Isat@7L,SDLloop_dPhi,SDLloop_dPhi_ext,SDLloop_dTheta
174739,6.1303,0,13.776009,-2.75,0.0,-2.218151,-2.218151,306.609343,,0.002328,0.002365,3.6,3.899772,0.729995,1.0,2.554873,0.046325,0.049572,0.194313,1.5e-05,0.206382,0.00884,5.2e-05,5e-05,0.014597
174739,6.1403,0,14.341834,-2.75,0.0,-2.222027,-2.222027,306.169768,,0.00212,0.002154,3.6,3.873792,0.724937,1.0,2.572653,0.053468,0.061387,0.20108,0.0005,0.203385,0.008771,5.2e-05,5e-05,0.0175
174739,6.1503,0,14.351272,-2.75,0.0,-2.230465,-2.230465,304.232885,,0.002174,0.002208,3.6,3.791689,0.715156,1.0,2.548542,0.049308,0.054434,0.197038,0.000485,0.201425,0.008763,5.2e-05,5e-05,0.01631
174739,6.1603,0,14.360711,-2.75,0.0,-2.213471,-2.213471,308.712014,,0.001956,0.001987,3.6,3.709587,0.705375,1.0,2.549165,0.052719,0.052246,0.191869,1.5e-05,0.197692,0.008646,5.2e-05,5e-05,0.017254
174739,6.1703,0,13.890601,-2.75,0.0,-2.224445,-2.224445,314.748421,,0.001881,0.001911,3.6,3.667479,0.703206,1.0,2.525361,0.050019,0.050233,0.193911,0.000512,0.198178,0.008556,5.3e-05,5e-05,0.018156
174739,6.1803,0,12.489602,-2.75,0.0,-2.253637,-2.253637,300.065039,,0.001903,0.001933,3.6,3.703004,0.715813,1.0,2.523008,0.047601,0.04196,0.187896,0.0009,0.195798,0.008235,5.3e-05,5e-05,0.017982
174739,6.1903,0,11.088603,-2.75,0.0,-2.250968,-2.250968,258.755291,,0.001727,0.001754,3.6,3.73853,0.728419,1.0,2.469562,0.053461,0.053015,0.189347,0.000861,0.195729,0.007555,5.3e-05,5e-05,0.021043
174739,6.2003,0,9.701878,-2.75,0.0,-2.241263,-2.241263,211.214569,,0.001658,0.001684,3.6,3.773444,0.740849,1.0,1.866615,0.03244,0.03434,0.136341,-0.000373,0.195044,0.004682,5.3e-05,5e-05,0.019131
174739,6.2103,0,9.728376,-2.75,0.0,-2.263089,-2.263089,161.971183,,0.001445,0.001468,3.6,3.747845,0.735714,1.0,1.329565,0.020626,0.041635,0.150372,0.000461,0.203028,0.003692,5.3e-05,5e-05,0.017114
174739,6.2203,0,9.754873,-2.75,0.0,-2.24547,-2.24547,129.991006,,0.001302,0.001322,3.6,3.722246,0.730579,1.0,1.198635,0.015081,0.026411,0.143,-0.000761,0.204561,0.003191,5.3e-05,5e-05,0.017261
174739,6.2303,0,9.78137,-2.75,0.0,-2.273215,-2.273215,124.196311,,0.001203,0.001222,3.6,3.696648,0.725444,1.0,1.183972,0.017754,0.020567,0.142868,0.0005,0.202615,0.002914,5.3e-05,5e-05,0.016899
174739,6.2403,0,10.176782,-2.75,0.0,-2.281743,-2.281743,131.535093,,0.001168,0.001186,3.6,3.7016,0.725591,0.97655,1.196054,0.019299,0.029002,0.138321,0.000473,0.197729,0.00248,5.3e-05,5e-05,0.019002
174739,6.2503,0,10.753898,-2.75,0.0,-2.280113,-2.280113,128.047115,,0.001128,0.001146,3.6,3.7216,0.728339,0.946486,1.197839,0.012881,0.022744,0.129339,-0.000388,0.196986,0.002221,5.4e-05,5e-05,0.018597
174739,6.2603,0,11.331013,-2.75,0.0,-2.276765,-2.276765,124.963853,,0.000944,0.000959,3.6,3.7416,0.731086,0.933258,1.199832,0.015485,0.027241,0.130492,1.5e-05,0.194563,0.002221,5.4e-05,5e-05,0.017221
174739,6.2703,0,11.497027,-2.75,0.0,-2.271263,-2.271263,121.535292,,0.000925,0.00094,3.6,3.744304,0.727973,0.963322,1.223527,0.015108,0.022034,0.126949,0.000485,0.194791,0.002147,5.4e-05,5e-05,0.018089
174739,6.2803,0,10.865019,-2.75,0.0,-2.296913,-2.296913,122.643193,,0.000866,0.000879,3.6,3.713433,0.71348,0.993386,1.224838,0.018612,0.019954,0.125153,0.0,0.195259,0.002147,5.4e-05,5e-05,0.018207
174739,6.2903,0,10.233011,-2.75,0.0,-2.287354,-2.287354,118.465722,,0.000838,0.000852,3.6,3.682562,0.698988,1.0,1.239228,0.01888,0.021607,0.12004,1.5e-05,0.195507,0.002147,5.4e-05,5e-05,0.019981
174739,6.3003,0,9.612787,-2.75,0.0,-2.299057,-2.299057,117.676821,,0.000812,0.000825,3.6,3.651949,0.684709,1.0,1.246867,0.015186,0.018906,0.108652,0.0005,0.194125,0.002147,5.4e-05,5e-05,0.020294
174739,6.3103,0,10.159201,-2.75,0.0,-2.296941,-2.296941,111.017673,,0.000759,0.000771,3.6,3.646859,0.691637,1.0,1.255047,0.020948,0.028413,0.116308,0.000473,0.194352,0.002147,5.4e-05,5e-05,0.021183
174739,6.3203,0,10.705615,-2.75,0.0,-2.29485,-2.29485,106.454798,,0.000738,0.000749,3.6,3.641769,0.698566,1.0,1.240001,0.01304,0.016167,0.100454,-0.000373,0.193031,0.002114,5.4e-05,5e-05,0.02235
174739,6.3303,0,11.252029,-2.75,0.0,-2.310436,-2.310436,106.870901,,0.000647,0.000657,3.6,3.63668,0.705494,1.0,1.226965,0.020773,0.025052,0.102254,0.000527,0.191921,0.002114,5.4e-05,5e-05,0.02101
174739,6.3403,0,11.406302,-2.75,0.0,-2.31263,-2.31263,103.310887,,0.000554,0.000563,3.6,3.688922,0.715484,0.979255,1.222375,0.01978,0.033107,0.103826,0.001373,0.193026,0.00204,5.4e-05,5e-05,0.022409
174739,6.3503,0,11.36743,-2.75,0.0,-2.303784,-2.303784,104.746739,,0.000502,0.00051,3.6,3.769402,0.726982,0.952659,1.21474,0.016074,0.029926,0.098119,0.0005,0.191203,0.002114,5.5e-05,5e-05,0.023294
174739,6.3603,0,11.328558,-2.75,0.0,-2.310592,-2.310592,105.385152,,0.000517,0.000525,3.6,3.849883,0.738481,0.932766,1.202674,0.021673,0.024234,0.095302,0.000485,0.189843,0.002114,5.5e-05,5e-05,0.023599
174739,6.3703,0,11.133623,-2.75,0.0,-2.31828,-2.31828,99.826175,,0.000528,0.000537,3.6,3.875984,0.74252,0.93011,1.188126,0.020788,0.02258,0.0889,0.0,0.19056,0.002114,5.5e-05,5e-05,0.025737
174739,6.3803,0,10.635741,-2.75,0.0,-2.334844,-2.334844,97.875417,,0.000592,0.000601,3.6,3.796524,0.732078,0.927454,1.162716,0.020412,0.037368,0.088819,0.0,0.19096,0.002147,5.5e-05,5e-05,0.026037
174739,6.3903,0,10.137859,-2.75,0.0,-2.337411,-2.337411,97.422593,,0.000521,0.00053,3.6,3.717065,0.721637,0.926702,1.149778,0.02068,0.013805,0.086053,1.5e-05,0.191481,0.002147,5.5e-05,5e-05,0.028869
174739,6.4003,0,9.644782,-2.75,0.0,-2.332958,-2.332958,96.614784,,0.000477,0.000485,3.6,3.63839,0.711311,0.926486,1.132276,0.016854,0.017095,0.081459,0.0005,0.188625,0.002327,5.5e-05,5e-05,0.02883
174739,6.4103,0,9.627323,-2.75,0.0,-2.343816,-2.343816,94.254251,,0.000381,0.000387,3.6,3.637372,0.712425,0.934581,1.111407,0.018453,0.013886,0.086402,0.000485,0.184689,0.00256,5.5e-05,5e-05,0.029028
174739,6.4203,0,9.609865,-2.75,0.0,-2.32118,-2.32118,92.372764,,0.000374,0.00038,3.6,3.636354,0.713539,0.964049,1.088334,0.01394,0.01966,0.080078,1.5e-05,0.184385,0.002581,5.5e-05,5e-05,0.02915
174739,6.4303,0,9.592406,-2.75,0.0,-2.357004,-2.357004,92.059852,,0.000415,0.000422,3.6,3.635336,0.714652,0.993517,1.06656,0.021712,0.012314,0.082495,0.0005,0.184935,0.002718,5.5e-05,5e-05,0.028587
174739,6.4403,0,9.648718,-2.75,0.0,-2.354714,-2.354714,89.807005,,0.000402,0.000409,3.6,3.651498,0.719173,0.97909,1.058374,0.021914,0.025298,0.078941,0.000485,0.182772,0.002747,5.5e-05,5e-05,0.030236
174739,6.4503,0,9.741365,-2.75,0.0,-2.359735,-2.359735,85.431817,,0.000394,0.0004,3.6,3.676123,0.725371,0.952282,1.043907,0.016008,0.012861,0.073827,2.7e-05,0.181446,0.002747,5.5e-05,5e-05,0.029955
174739,6.4603,0,9.834011,-2.75,0.0,-2.360329,-2.360329,82.762104,,0.000378,0.000384,3.6,3.700748,0.731569,0.932281,1.021287,0.019407,0.030748,0.074565,0.000873,0.177878,0.0028,5.5e-05,5e-05,0.031367
174739,6.4703,0,10.275225,-2.75,0.0,-2.353875,-2.353875,80.344519,,0.000294,0.000299,3.6,3.727384,0.732802,0.929785,1.013548,0.016439,0.022318,0.070161,1.5e-05,0.177349,0.0028,5.6e-05,5e-05,0.032854
174739,6.4803,0,11.393068,-2.75,0.0,-2.376764,-2.376764,80.497763,,0.000251,0.000255,3.6,3.757924,0.724397,0.927289,0.985694,0.017781,0.013227,0.069005,0.0005,0.174962,0.0028,5.6e-05,5e-05,0.033192
174739,6.4903,0,12.510911,-2.75,0.0,-2.379862,-2.379862,82.583637,,0.000222,0.000226,3.6,3.788465,0.715991,0.940115,0.975602,0.020292,0.014166,0.072322,0.000485,0.175718,0.002747,5.6e-05,5e-05,0.03494
174739,6.5003,0,13.607271,-2.75,0.0,-2.381553,-2.381553,81.056721,,0.000197,0.0002,3.6,3.818231,0.707709,0.957263,0.968771,0.016839,0.016795,0.069719,0.0,0.173751,0.0028,5.6e-05,5e-05,0.033798
174739,6.5103,0,12.576724,-2.75,0.0,-2.371351,-2.371351,82.280265,,3.4e-05,3.4e-05,3.6,3.771375,0.711589,0.961388,0.954474,0.017902,0.032374,0.067007,-2.4e-05,0.173606,0.0028,5.6e-05,5e-05,0.034544
174739,6.5203,0,11.546177,-2.75,0.0,-2.383872,-2.383872,77.494505,,2.1e-05,2.2e-05,3.6,3.724519,0.715469,0.932024,0.940541,0.011767,0.018519,0.06412,-0.000761,0.168461,0.0028,5.6e-05,5e-05,0.036024
174739,6.5303,0,10.515629,-2.75,0.0,-2.400448,-2.400448,75.757717,,-6e-06,-6e-06,3.6,3.677663,0.71935,0.90266,0.935067,0.020373,0.016206,0.067961,0.0005,0.16657,0.002815,5.6e-05,5e-05,0.03564
174739,6.5403,0,9.822081,-2.75,0.0,-2.401183,-2.401183,73.612618,,-8.8e-05,-9e-05,3.6,3.662884,0.722012,0.903569,0.92394,0.019245,0.02634,0.066538,0.0005,0.168626,0.00304,5.6e-05,5e-05,0.037844
174739,6.5503,0,9.294518,-2.75,0.0,-2.396631,-2.396631,75.603411,,-5.6e-05,-5.7e-05,3.6,3.663905,0.724075,0.913017,0.912129,0.01112,0.034046,0.061369,0.0005,0.167856,0.003056,5.6e-05,5e-05,0.037078
174739,6.5603,0,8.766954,-2.75,0.0,-2.412524,-2.412524,76.293895,,-0.000179,-0.000182,3.6,3.664926,0.726138,0.923833,0.906585,0.014922,0.0317,0.063651,0.000446,0.165254,0.003127,5.6e-05,5e-05,0.036618
174739,6.5703,0,8.704414,-2.75,0.0,-2.392331,-2.392331,72.003823,,-0.000195,-0.000198,3.6,3.667417,0.72706,0.938165,0.905821,0.012451,0.0129,0.065141,-0.001246,0.167851,0.003127,5.6e-05,5e-05,0.037767
174739,6.5803,0,9.544566,-2.75,0.0,-2.414769,-2.414769,72.251355,,-0.000192,-0.000195,3.6,3.672763,0.725766,0.952497,0.896692,0.014289,0.03218,0.060054,0.0005,0.163752,0.003127,5.6e-05,5e-05,0.036892
174739,6.5903,0,10.384719,-2.75,0.0,-2.428295,-2.428295,69.973435,,-0.000205,-0.000208,3.6,3.678108,0.724471,0.942381,0.893014,0.020199,0.028168,0.061854,0.000485,0.160397,0.003127,5.6e-05,5e-05,0.039044
174739,6.6003,0,11.206928,-2.75,0.0,-2.427269,-2.427269,69.104481,,-0.000126,-0.000128,3.6,3.683414,0.723221,0.925369,0.88688,0.013766,0.02354,0.0636,0.0,0.159369,0.003127,5.7e-05,5e-05,0.038529
174739,6.6103,0,10.252777,-2.75,0.0,-2.420155,-2.420155,68.895709,,-0.00024,-0.000244,3.6,3.684851,0.72628,0.915277,0.882907,0.015861,0.011993,0.063519,-2.4e-05,0.156122,0.003127,5.7e-05,5e-05,0.038406
174739,6.6203,0,9.298627,-2.75,0.0,-2.412202,-2.412202,71.696993,,-0.000232,-0.000235,3.6,3.686289,0.72934,0.922981,0.879861,0.014732,0.015108,0.060834,-0.000776,0.152343,0.003159,5.7e-05,5e-05,0.040173
174739,6.6303,0,8.344476,-2.75,0.0,-2.452781,-2.452781,71.181194,,-0.000208,-0.000212,3.6,3.687726,0.7324,0.930685,0.878693,0.018922,0.018519,0.058727,-1.2e-05,0.151795,0.003189,5.7e-05,5e-05,0.040115
174739,6.6403,0,7.963123,-2.75,0.0,-2.435492,-2.435492,70.059485,,-0.000284,-0.000289,3.6,3.715,0.736877,0.932773,0.882099,0.016307,0.015807,0.059558,-0.0004,0.149146,0.003261,5.7e-05,5e-05,0.041646
174739,6.6503,0,7.863894,-2.75,0.0,-2.440193,-2.440193,70.020017,,-0.00023,-0.000233,3.6,3.755,0.742051,0.933277,0.894748,0.013378,0.013133,0.058374,-0.000373,0.149073,0.003261,5.7e-05,5e-05,0.040685
174739,6.6603,0,7.764666,-2.75,0.0,-2.443796,-2.443796,69.478457,,-0.00022,-0.000224,3.6,3.795,0.747225,0.941072,0.886972,0.015873,0.023633,0.063892,0.000461,0.146104,0.003266,5.7e-05,5e-05,0.041502
174739,6.6703,0,8.040606,-2.75,0.0,-2.44294,-2.44294,66.50763,,-0.00027,-0.000275,3.6,3.802368,0.746522,0.967616,0.898895,0.015081,0.014919,0.060214,-0.0008,0.145304,0.003332,5.7e-05,5e-05,0.043313
174739,6.6803,0,9.044814,-2.75,0.0,-2.461533,-2.461533,66.898544,,-0.000167,-0.00017,3.6,3.746392,0.734411,0.99416,0.895671,0.017739,0.012807,0.054401,-0.000761,0.14115,0.003392,5.7e-05,5e-05,0.042578
174739,6.6903,0,10.049023,-2.75,0.0,-2.457253,-2.457253,67.826481,,-0.000256,-0.00026,3.6,3.690416,0.7223,0.977305,0.901308,0.018853,0.028801,0.060819,0.000485,0.137717,0.003429,5.7e-05,5e-05,0.044214
174739,6.7003,0,11.055944,-2.75,0.0,-2.472374,-2.472374,70.238127,,-0.000267,-0.000271,3.6,3.636171,0.710349,0.948209,0.905106,0.014115,0.015753,0.058254,0.0,0.137103,0.00367,5.7e-05,5e-05,0.044302
174739,6.7103,0,12.331406,-2.75,0.0,-2.456465,-2.456465,72.528082,,-0.000357,-0.000363,3.6,3.753237,0.714217,0.924765,0.915132,0.014585,0.011135,0.06,1.5e-05,0.131446,0.003671,5.7e-05,5e-05,0.044758
174739,6.7203,0,13.606867,-2.75,0.0,-2.461017,-2.461017,71.212256,,-0.000381,-0.000387,3.6,3.870302,0.718085,0.915853,0.919628,0.014208,0.015566,0.060081,0.000473,0.130498,0.003699,5.7e-05,5e-05,0.04604
174739,6.7303,0,14.882329,-2.75,0.0,-2.477919,-2.477919,70.927191,,-0.000469,-0.000477,3.6,3.987368,0.721953,0.906941,0.927438,0.017727,0.017658,0.062685,-0.000412,0.132781,0.003826,5.7e-05,5e-05,0.046199
174739,6.7403,0,14.698642,-2.75,0.0,-2.493904,-2.493904,70.623371,,-0.000562,-0.000571,3.6,3.962863,0.72328,0.934626,0.941681,0.018426,0.016489,0.06208,-0.000761,0.128264,0.003963,5.7e-05,5e-05,0.048446
174739,6.7503,0,13.79627,-2.75,0.0,-2.488172,-2.488172,71.462178,,-0.000512,-0.00052,3.6,3.868629,0.723355,0.972634,0.944606,0.013067,0.022945,0.05832,0.0005,0.12487,0.004003,5.7e-05,5e-05,0.048614
174739,6.7603,0,12.893898,-2.75,0.0,-2.475954,-2.475954,70.946075,,-0.000549,-0.000558,3.6,3.774395,0.72343,0.989541,0.954821,0.021448,0.033461,0.062095,0.000434,0.122549,0.004009,5.7e-05,5e-05,0.048927
174739,6.7703,0,11.868947,-2.75,0.0,-2.476732,-2.476732,69.94887,,-0.000559,-0.000568,3.6,3.7122,0.725072,0.952189,0.965224,0.013459,0.012893,0.058766,-0.001634,0.122837,0.004009,5.7e-05,5e-05,0.04994
174739,6.7803,0,10.606048,-2.75,0.0,-2.50767,-2.50767,72.149559,,-0.000497,-0.000505,3.6,3.7122,0.729753,0.914837,0.966615,0.018747,0.015981,0.060939,0.0005,0.118129,0.004063,5.7e-05,5e-05,0.048985
174739,6.7903,0,9.34315,-2.75,0.0,-2.501899,-2.501899,69.442994,,-0.000584,-0.000593,3.6,3.7122,0.734435,0.935755,0.986644,0.023326,0.01884,0.0622,0.000485,0.119216,0.004072,5.7e-05,5e-05,0.05118
174739,6.8003,0,8.092307,-2.75,0.0,-2.503956,-2.503956,70.202751,,-0.000577,-0.000587,3.6,3.711979,0.739015,0.973107,0.991702,0.01782,0.026372,0.062293,1.5e-05,0.117449,0.00408,5.8e-05,5e-05,0.050895
174739,6.8103,0,8.034979,-2.75,0.0,-2.508047,-2.508047,73.490286,,-0.000722,-0.000734,3.6,3.689883,0.733482,1.0,1.005084,0.021673,0.01888,0.065261,0.000485,0.113485,0.004113,5.8e-05,5e-05,0.051316
174739,6.8203,0,7.97765,-2.75,0.0,-2.498776,-2.498776,72.126175,,-0.000749,-0.00076,3.6,3.667787,0.727949,1.0,1.017902,0.02068,0.015108,0.063988,1.5e-05,0.10965,0.004113,5.8e-05,5e-05,0.051949
174739,6.8303,0,7.920322,-2.75,0.0,-2.515489,-2.515489,75.025928,,-0.000795,-0.000808,3.6,3.645692,0.722416,1.0,1.03147,0.017013,0.018426,0.063624,0.0005,0.109042,0.00412,5.8e-05,5e-05,0.052026
174739,6.8403,0,8.095528,-2.75,0.0,-2.517085,-2.517085,76.114679,,-0.0009,-0.000914,3.6,3.637716,0.719896,1.0,1.049954,0.023873,0.013253,0.064241,0.000485,0.108767,0.0042,5.8e-05,5e-05,0.053491
174739,6.8503,0,8.385266,-2.75,0.0,-2.537705,-2.537705,78.308772,,-0.000829,-0.000842,3.6,3.636695,0.71886,1.0,1.052486,0.022988,0.027966,0.059328,1.5e-05,0.104993,0.00412,5.8e-05,5e-05,0.053835
174739,6.8603,0,8.675003,-2.75,0.0,-2.509521,-2.509521,75.115777,,-0.000792,-0.000804,3.6,3.635674,0.717824,0.992422,1.077927,0.022558,0.029926,0.066487,0.0005,0.104533,0.00412,5.8e-05,5e-05,0.05463
174739,6.8703,0,8.998774,-2.75,0.0,-2.514098,-2.514098,73.785562,,-0.000866,-0.00088,3.6,3.635347,0.716649,0.965358,1.079412,0.021188,0.024582,0.0596,0.000485,0.099453,0.004203,5.8e-05,5e-05,0.055938
174739,6.8803,0,9.38861,-2.75,0.0,-2.545906,-2.545906,76.935649,,-0.000716,-0.000728,3.6,3.636368,0.715204,0.938294,1.0998,0.021001,0.033325,0.059864,1.5e-05,0.095028,0.004203,5.8e-05,5e-05,0.055562
174739,6.8903,0,9.778445,-2.75,0.0,-2.541769,-2.541769,74.26586,,-0.000812,-0.000825,3.6,3.637389,0.71376,0.915473,1.119425,0.027311,0.021188,0.068256,0.0005,0.093283,0.004203,5.8e-05,5e-05,0.057114
174739,6.9003,0,10.171454,-2.75,0.0,-2.547814,-2.547814,78.479255,,-0.000789,-0.000802,3.6,3.638767,0.712388,0.893849,1.127207,0.021242,0.020734,0.063678,0.000473,0.091789,0.004236,5.8e-05,5e-05,0.056617
174739,6.9103,0,10.878586,-2.75,0.0,-2.535396,-2.535396,79.989696,,-0.000902,-0.000916,3.6,3.675504,0.718142,0.884424,1.14408,0.022678,0.01872,0.066146,-0.000388,0.086923,0.004203,5.8e-05,5e-05,0.058107
174739,6.9203,0,11.585717,-2.75,0.0,-2.548267,-2.548267,79.442159,,-0.000904,-0.000918,3.6,3.71224,0.723897,0.906368,1.159972,0.025107,0.022186,0.064388,1.5e-05,0.086891,0.004203,5.8e-05,5e-05,0.059159
174739,6.9303,0,12.292848,-2.75,0.0,-2.550179,-2.550179,80.698158,,-0.000978,-0.000994,3.6,3.748977,0.729651,0.928312,1.17248,0.022286,0.009238,0.064132,0.0005,0.083403,0.004236,5.8e-05,5e-05,0.057482
174739,6.9403,0,11.339573,-2.75,0.0,-2.55244,-2.55244,81.206053,,-0.001024,-0.00104,3.6,3.735729,0.729898,0.938023,1.188906,0.028141,0.023283,0.068376,0.000485,0.081886,0.00429,5.8e-05,5e-05,0.059041
174739,6.9503,0,9.568484,-2.75,0.0,-2.564211,-2.564211,84.606119,,-0.001025,-0.001041,3.6,3.697861,0.727433,0.944283,1.218599,0.02324,0.019617,0.067666,1.5e-05,0.080481,0.004353,5.8e-05,5e-05,0.058842
174739,6.9603,0,7.797396,-2.75,0.0,-2.567734,-2.567734,81.879643,,-0.001116,-0.001134,3.6,3.659993,0.724967,0.954526,1.231845,0.030787,0.023214,0.069587,0.000473,0.075925,0.00447,5.8e-05,5e-05,0.058776
174739,6.9703,0,6.702245,-2.75,0.0,-2.555934,-2.555934,81.566573,,-0.001159,-0.001177,3.6,3.654736,0.726292,0.97501,1.24372,0.024074,0.017293,0.062952,-0.000373,0.070234,0.004502,5.8e-05,5e-05,0.060729
174739,6.9803,0,6.919207,-2.75,0.0,-2.567985,-2.567985,80.759224,,-0.001152,-0.00117,3.6,3.712784,0.734973,0.995494,1.267147,0.0297,0.020513,0.071046,0.0005,0.066902,0.004566,5.8e-05,5e-05,0.060642
174739,6.9903,0,7.136168,-2.75,0.0,-2.587246,-2.587246,77.795783,,-0.001271,-0.001291,3.6,3.770832,0.743655,0.971165,1.272527,0.029634,0.027121,0.069249,0.0005,0.06871,0.004774,5.8e-05,5e-05,0.061475
174739,7.0003,0,7.357576,-2.75,0.0,-2.567037,-2.567037,82.606679,,-0.001281,-0.001301,3.6,3.827721,0.752137,0.934197,1.293331,0.027566,0.018406,0.067717,0.0005,0.066175,0.004774,5.8e-05,5e-05,0.0613
174739,7.0103,0,8.019142,-2.75,0.0,-2.576717,-2.576717,82.811915,,-0.001281,-0.001301,3.6,3.769847,0.740816,0.917931,1.311298,0.029646,0.027955,0.071461,0.0005,0.060026,0.004785,5.8e-05,5e-05,0.061449
174739,7.0203,0,8.680708,-2.75,0.0,-2.569745,-2.569745,83.076819,,-0.0014,-0.001422,3.6,3.711973,0.729496,0.954899,1.337394,0.027993,0.017253,0.070122,0.000473,0.060532,0.004785,5.8e-05,5e-05,0.062199
174739,7.0303,0,9.342274,-2.75,0.0,-2.598178,-2.598178,87.643314,,-0.001448,-0.001471,3.6,3.654099,0.718176,0.991867,1.347554,0.031147,0.031474,0.067624,-0.000373,0.058801,0.004793,5.8e-05,5e-05,0.060865
174739,7.0403,0,9.61634,-2.75,0.0,-2.602299,-2.602299,86.116264,,-0.001487,-0.001511,3.6,3.669727,0.72046,1.0,1.368991,0.035714,0.017979,0.068415,0.0005,0.056424,0.004793,5.8e-05,5e-05,0.062818
174739,7.0503,0,9.699548,-2.75,0.0,-2.591645,-2.591645,87.727462,,-0.001509,-0.001533,3.6,3.721559,0.729445,1.0,1.378907,0.029727,0.026841,0.068927,0.0005,0.051792,0.004793,5.8e-05,5e-05,0.062754
174739,7.0603,0,9.782756,-2.75,0.0,-2.59305,-2.59305,88.621413,,-0.001563,-0.001588,3.6,3.773391,0.73843,0.985853,1.395261,0.0306,0.021538,0.0698,0.000485,0.046492,0.004793,5.9e-05,5e-05,0.063118
174739,7.0703,0,9.890961,-2.75,0.0,-2.581979,-2.581979,89.426654,,-0.001615,-0.001641,3.6,3.79206,0.741777,0.935329,1.395371,0.030627,0.016633,0.069734,0.0,0.044193,0.004857,5.8e-05,5e-05,0.064713
174739,7.0803,0,10.04769,-2.75,0.0,-2.61077,-2.61077,89.304799,,-0.001697,-0.001724,3.6,3.746354,0.734179,0.884805,1.439832,0.031713,0.027067,0.067786,1.5e-05,0.043881,0.004793,5.9e-05,5e-05,0.064293
174739,7.0903,0,10.204419,-2.75,0.0,-2.602324,-2.602324,89.415897,,-0.001806,-0.001834,3.6,3.700649,0.726582,0.913099,1.444553,0.038399,0.016768,0.073692,0.000473,0.041714,0.004793,5.9e-05,5e-05,0.065183
174739,7.1003,0,10.357546,-2.75,0.0,-2.622156,-2.622156,92.659093,,-0.001793,-0.001821,3.6,3.655339,0.719044,0.963623,1.459692,0.032245,0.031741,0.070359,-0.000373,0.038079,0.004793,5.9e-05,5e-05,0.064242
174739,7.1103,0,10.153987,-2.75,0.0,-2.611054,-2.611054,90.759526,,-0.001857,-0.001887,3.6,3.649231,0.717424,1.0,1.475642,0.043241,0.026504,0.075329,0.000485,0.0363,0.004857,5.9e-05,5e-05,0.065175
174739,7.1203,0,9.950428,-2.75,0.0,-2.611592,-2.611592,89.373404,,-0.001955,-0.001986,3.6,3.643123,0.715804,1.0,1.477624,0.038127,0.023016,0.069785,1.5e-05,0.039054,0.004901,5.9e-05,5e-05,0.067371
174739,7.1303,0,9.746869,-2.75,0.0,-2.614012,-2.614012,93.162408,,-0.001958,-0.001989,3.6,3.637016,0.714185,1.0,1.498532,0.039039,0.010906,0.069528,0.0005,0.035848,0.004901,5.9e-05,5e-05,0.066183
174739,7.1403,0,9.47284,-2.75,0.0,-2.617848,-2.617848,93.532552,,-0.001918,-0.001948,3.6,3.649567,0.718107,0.968263,1.522413,0.040129,0.021133,0.076765,0.000485,0.03825,0.004901,5.9e-05,5e-05,0.068387
174739,7.1503,0,9.164101,-2.75,0.0,-2.634644,-2.634644,97.883776,,-0.001897,-0.001927,3.6,3.671309,0.724758,0.927575,1.5299,0.034825,0.031873,0.072442,0.0,0.034833,0.004901,5.9e-05,5e-05,0.067068
174739,7.1603,0,8.855362,-2.75,0.0,-2.615964,-2.615964,99.870917,,-0.001974,-0.002005,3.6,3.69305,0.73141,0.903566,1.549981,0.0421,0.031372,0.073893,1.5e-05,0.032336,0.004857,5.9e-05,5e-05,0.067198
174739,7.1703,0,8.852543,-2.75,0.0,-2.625134,-2.625134,97.119002,,-0.002039,-0.002071,3.6,3.717631,0.736573,0.922446,1.57212,0.042193,0.043067,0.076858,0.0005,0.030021,0.004857,5.9e-05,5e-05,0.06807
174739,7.1803,0,9.443568,-2.75,0.0,-2.635668,-2.635668,95.082394,,-0.002047,-0.002079,3.6,3.747721,0.738846,0.941326,1.576225,0.045122,0.03218,0.075434,0.000446,0.027862,0.004857,5.9e-05,5e-05,0.067795
174739,7.1903,0,10.034593,-2.75,0.0,-2.647657,-2.647657,92.554751,,-0.002054,-0.002087,3.6,3.777811,0.741119,0.940114,1.584154,0.042519,0.028102,0.073246,-0.001246,0.028697,0.004651,5.9e-05,5e-05,0.069634
174739,7.2003,0,10.622901,-2.75,0.0,-2.639945,-2.639945,94.050953,,-0.00194,-0.001971,3.6,3.807114,0.743253,0.933234,1.605699,0.040059,0.022045,0.071767,0.0005,0.025229,0.004651,5.9e-05,5e-05,0.069384
174739,7.2103,0,10.942231,-2.75,0.0,-2.62413,-2.62413,95.537934,,-0.001988,-0.002019,3.6,3.758491,0.731543,0.936313,1.618864,0.045188,0.032573,0.080187,0.000485,0.023909,0.004649,5.9e-05,5e-05,0.070041
174739,7.2203,0,11.261561,-2.75,0.0,-2.631375,-2.631375,100.030633,,-0.002015,-0.002047,3.6,3.709868,0.719834,0.965001,1.62776,0.044758,0.012942,0.073222,1.5e-05,0.022409,0.004649,5.9e-05,5e-05,0.07125
174739,7.2303,0,11.580891,-2.75,0.0,-2.655957,-2.655957,101.803345,,-0.001923,-0.001954,3.6,3.661246,0.708124,0.993689,1.639721,0.043733,0.033712,0.070871,0.0005,0.018838,0.004651,5.9e-05,5e-05,0.069778
