Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	weight10	weight11	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,1,2,6	2.787532451339902	0.0	-1.555982155406123	0.0	0.0	0.0	3.1736519895752835	0.0	0.0	0.0	0.0	0.0	-1.9622078050666847	0.85	0.025	0.9125	0.9800000000000001	0.8984126984126984	0.16583123951777	0.07500000000000001	0.08003905296791061	0.059999999999999984	0.10094040060688665
0,1,2,4	0.936286263602822	0.0	-2.814120728196355	0.0	3.737258867541287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6415157438724434	0.95	0.25	0.85	0.8083333333333332	0.8683333333333334	0.09999999999999999	0.19364916731037085	0.12247448713915891	0.14048527008591014	0.10829913990288062
0,1,2,7	3.620670459456645	0.0	-1.9910434410623925	0.0	0.0	0.0	0.0	-0.4444838427095975	0.0	0.0	0.0	0.0	-0.14336076118691313	0.625	0.15	0.7375	0.78	0.6793650793650793	0.3010398644698074	0.16583123951777	0.2125	0.24729649321321875	0.26813653858766573
0,1,2,9	3.7364131305354604	0.0	-2.1106951215372773	0.0	0.0	0.0	0.0	0.0	0.0	-0.12425193442698323	0.0	0.0	-0.405971109578374	0.6	0.125	0.7375	0.8166666666666667	0.6685714285714285	0.3	0.16770509831248423	0.2125	0.24094720491334934	0.26740713521467374
0,1,3,6	1.8729172624249195	0.0	0.0	3.1853487607014364	0.0	0.0	2.2121206404767646	0.0	0.0	0.0	0.0	0.0	-3.600447668817099	0.95	0.0	0.975	1.0	0.9714285714285715	0.09999999999999999	0.0	0.049999999999999996	0.0	0.05714285714285716
0,1,3,7	2.205237394530324	0.0	0.0	4.816472861231117	0.0	0.0	0.0	1.0114097837974114	0.0	0.0	0.0	0.0	-4.129464317765713	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,8	0.9070716232315222	0.0	0.0	3.79573194476623	0.0	0.0	0.0	0.0	-2.6674222307821287	0.0	0.0	0.0	-1.1432111859292609	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,5	3.388504320252791	0.0	-2.4565295661239994	0.0	0.0	-1.1888748079046234	0.0	0.0	0.0	0.0	0.0	0.0	0.419271386467481	0.675	0.175	0.75	0.7849999999999999	0.7107142857142856	0.275	0.19525624189766638	0.20155644370746376	0.22588713996153034	0.2464055659838994
0,1,3,10	2.158825514393775	0.0	0.0	4.790506728494196	0.0	0.0	0.0	0.0	0.0	0.0	1.013824819834777	0.0	-4.079075677244115	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,11	2.5420390260414734	0.0	0.0	3.9063537962623966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6684580884502089	-2.512872840833912	0.875	0.0	0.9375	1.0	0.9238095238095237	0.16770509831248423	0.0	0.08385254915624211	0.0	0.10690449676496977
0,1,2,11	2.961372971017572	0.0	-0.9572539878362669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.3963917876770298	1.2590862848392093	0.475	0.1	0.6875	0.825	0.5940476190476189	0.175	0.1224744871391589	0.128086884574495	0.225	0.17995102004298966
0,1,3,9	2.149326371506567	0.0	0.0	4.868516385112565	0.0	0.0	0.0	0.0	0.0	1.0907031016585633	0.0	0.0	-4.2416860368123945	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,4,5	-0.26538983245312714	0.0	0.0	0.0	2.415363276313359	-0.7911346316400849	0.0	0.0	0.0	0.0	0.0	0.0	-0.793665903654405	0.45	0.25	0.6	0.5733333333333334	0.47888888888888886	0.33166247903554	0.19364916731037085	0.19999999999999998	0.36386810797320507	0.3183321758001535
0,1,2,3	2.004800805979632	0.0	0.7044787970649441	4.510176251529731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.571013002863073	0.95	0.0	0.975	1.0	0.9666666666666666	0.15	0.0	0.075	0.0	0.1
0,1,4,6	0.5404801805868351	0.0	0.0	0.0	1.256944506883382	0.0	3.4381874906183896	0.0	0.0	0.0	0.0	0.0	-2.6236640099300157	0.85	0.05	0.9	0.9466666666666667	0.888888888888889	0.16583123951777	0.10000000000000002	0.10897247358851683	0.11075498483890765	0.12417528390862186
