Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	weight10	weight11	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,1,2,3,6	1.8409134764580763	0.0	0.03976791297155624	3.203755375402628	0.0	0.0	2.208926760794549	0.0	0.0	0.0	0.0	0.0	-3.6185311277434637	0.95	0.0	0.975	1.0	0.9714285714285715	0.09999999999999999	0.0	0.049999999999999996	0.0	0.05714285714285716
0,1,2,3,4	0.2781261447251907	0.0	-0.33027817360242173	4.259781321914721	2.649880737079423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.401691859055994	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,5	1.9084188523805192	0.0	0.6566595685515277	4.435123304306646	0.0	-0.30820185237466396	0.0	0.0	0.0	0.0	0.0	0.0	-3.334815096137099	0.95	0.0	0.975	1.0	0.9714285714285715	0.09999999999999999	0.0	0.049999999999999996	0.0	0.05714285714285716
0,1,2,4,8	0.5540082563168849	0.0	-2.043333446959204	0.0	2.3352575703672516	0.0	0.0	0.0	-2.5707507510097813	0.0	0.0	0.0	1.0156408038619955	1.0	0.25	0.875	0.8200000000000001	0.8955555555555555	0.0	0.19364916731037085	0.09682458365518543	0.13012814197295425	0.07765068982069398
0,1,2,3,11	1.8428252879471558	0.0	0.8917539450132029	4.340788150853897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8510584566459093	-2.769036447786095	0.9	0.0	0.95	1.0	0.9380952380952381	0.16583123951777	0.0	0.082915619758885	0.0	0.1065858537409495
0,1,2,4,9	1.2090121993419678	0.0	-3.607843484901836	0.0	4.088500719788157	0.0	0.0	0.0	0.0	0.576698853719986	0.0	0.0	-0.9799637449150342	1.0	0.25	0.875	0.8200000000000001	0.8955555555555555	0.0	0.19364916731037085	0.09682458365518543	0.13012814197295425	0.07765068982069398
0,1,2,4,10	1.3743554469390913	0.0	-3.921730220253438	0.0	4.16023083894783	0.0	0.0	0.0	0.0	0.0	0.7479660230168687	0.0	-1.0380604488882608	1.0	0.125	0.9375	0.9	0.9444444444444444	0.0	0.125	0.0625	0.09999999999999998	0.055555555555555525
0,1,2,4,11	0.589714791267308	0.0	-1.8138629053194961	0.0	3.3311438289403177	0.0	0.0	0.0	0.0	0.0	0.0	-1.6176659756735046	0.5415068308206783	0.9	0.25	0.825	0.7983333333333332	0.8405555555555555	0.12247448713915891	0.19364916731037085	0.1274754878398196	0.14248781624327667	0.11693223742043146
0,1,2,5,6	2.481540154625886	0.0	-1.4037408081035465	0.0	0.0	-0.7192303337533849	3.25983210460842	0.0	0.0	0.0	0.0	0.0	-1.6719474987441463	0.9	0.0	0.95	1.0	0.9428571428571428	0.12247448713915891	0.0	0.06123724356957945	0.0	0.06998542122237654
0,1,2,5,7	3.27269870287155	0.0	-2.2460895933073024	0.0	0.0	-1.1400567501054097	0.0	-0.3551155301079532	0.0	0.0	0.0	0.0	0.6136622291893634	0.675	0.225	0.725	0.74	0.6936507936507936	0.275	0.2076655965729519	0.20766559657295186	0.22891046284519195	0.2479241100085008
