Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	weight10	weight11	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,1,2,3,4,5,6,7,8,11	0.3586108446660727	0.0	-0.635952155325026	2.0491831377863816	1.1593755804177523	-0.6958141494096942	1.790680808063545	0.06719026986989154	-1.5187793751412393	0.0	0.0	-0.6994126981518558	-0.8201251805200253	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,7,8,9,11	0.25370363885221425	0.0	-1.0565565501558503	3.4110746082721	1.7127178155621334	-0.375521068394096	0.0	0.41666284105207774	-1.7306461047027504	0.3979234098674052	0.0	-0.6798572879413342	-1.2805438544502203	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,6,8,9,10	0.5312359507222699	0.0	-0.849088448161249	2.296690211214224	1.2435905913674574	-0.5353891015577352	1.6082612421594102	0.0	-1.7149376542940051	-0.11129671360538027	0.21159245471463467	0.0	-1.4696229545217856	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,7,8,10,11	0.2801467606692856	0.0	-1.066919232019632	3.364662541651453	1.7679438672368306	-0.30965975059232537	0.0	0.03496711224486063	-1.7168110946672712	0.0	0.707219066359851	-0.6769519698838979	-1.2469466977961148	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,6,7,8,9	0.5031040865442239	0.0	-0.7933891751455975	2.279295922835728	1.1846548902925607	-0.5621417217314232	1.6631586642218266	-0.1350585517181827	-1.7387005626135128	0.17811389672117112	0.0	0.0	-1.427136547153087	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,6,8,10,11	0.3842880624651902	0.0	-0.71931745411014	2.0787506550301833	1.2118562097266485	-0.6363691167271618	1.7724778620465333	0.0	-1.5083456467408776	0.0	0.19802926633256532	-0.7460417215639442	-0.9042249143642076	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,7,9,10,11	0.44142164802647654	0.0	-1.1466812997981264	3.763816275175575	2.729814078691155	-0.4325136353452271	0.0	0.06913772628708317	0.0	0.19715078266737135	0.8007817412451045	-0.8282234406731612	-2.771356202247716	0.975	0.0	0.9875	1.0	0.9857142857142858	0.075	0.0	0.0375	0.0	0.04285714285714287
0,1,2,3,4,5,8,9,10,11	0.2779412450579386	0.0	-1.074942351731654	3.362150074354139	1.7610949915522294	-0.3093984767396454	0.0	0.0	-1.726338262071519	0.06740121122555294	0.6836663929037335	-0.6801861036530703	-1.2391678439980276	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,7,8,9,10	0.2926742952233556	0.0	-1.1195476094828591	3.4348201955441873	1.768893876908065	-0.2787695776688513	0.0	0.002673510773115306	-1.7178481728515997	0.05280329560294091	0.6771971126607103	0.0	-1.887802178014942	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,6,7,10,11	0.5196815191886843	0.0	-0.9039577906584831	2.5928291912851598	2.0659878613264295	-0.45203703507244014	1.5688423422176077	-0.19424219872819964	0.0	0.0	0.5170558321758489	-1.3825432495824752	-1.7390624840459334	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,6,7,8,9,10	0.5582648870842153	0.0	-0.798861288062813	2.3357923630553157	1.264733679055792	0.0	1.7738635669068785	-0.4324532403575434	-1.6335127585509326	0.015816651926537063	0.370988639050594	0.0	-1.7621670948181432	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,6,7,8,10	0.5075409079057558	0.0	-0.8007449368131063	2.2378922815695526	1.2288771009343242	-0.5262814224387721	1.633271700726164	-0.3531538583257021	-1.7113382522656533	0.0	0.373016431209882	0.0	-1.4107943641197835	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,6,8,9,11	0.36371963999392953	0.0	-0.6666423598108107	2.053651149517981	1.1690934892835743	-0.6900289335583507	1.7811587930097037	0.0	-1.5006067439259403	0.10491916911365085	0.0	-0.6971434552175407	-0.8507492717241728	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
