shotNO, times, types, nel, B, Pech, Pnbi-tan, Pnbi-perp, Pinput, Prad, Prad/Pinput, Wp, beta, Rax, rax_vmec, a99, D/(H+D), CIII, CIV, OV, OVI, FeXVI, Ip, Isat@4R, Isat@6L, Isat@7L, reff@100eV, ne@100eV, dVdreff@100eV, Te@center, Te@edge, ne@center, SDLloop_dPhi, SDLloop_dPhi_ext, SDLloop_dTheta
1.15083e+05,9.07000e+00,0.00000e+00,4.75424e-03,2.53850e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,9.83260e-03,inf,-2.28118e-02,-2.92025e-02,3.81330e+00,3.89810e+00,7.70823e-01,0.00000e+00,-3.15508e-01,-3.15508e-01,-3.15508e-01,2.10338e-01,-3.15508e-01,-6.12570e-01,-6.60280e-04,-5.50900e-04,-1.72706e-04,0.00000e+00,0.00000e+00,0.00000e+00,1.04167e-03,9.11880e-04,2.81816e-03,4.77996e-04,5.75334e-04,2.04747e-01
1.15083e+05,9.08000e+00,0.00000e+00,6.14105e-03,2.53850e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.54450e-02,inf,-2.25080e-02,-2.88135e-02,3.81330e+00,3.89810e+00,7.68255e-01,0.00000e+00,-2.44258e-01,-2.44258e-01,-2.44258e-01,1.62839e-01,-2.44258e-01,-6.01560e-01,-7.03490e-04,-4.90845e-04,-3.84192e-04,0.00000e+00,0.00000e+00,0.00000e+00,1.04011e-03,9.11880e-04,2.84971e-03,4.77996e-04,5.75334e-04,2.04747e-01
1.15083e+05,9.09000e+00,0.00000e+00,7.52786e-03,2.53850e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.54450e-02,inf,-2.24115e-02,-2.86900e-02,3.81330e+00,3.89810e+00,7.65688e-01,0.00000e+00,-1.99260e-01,4.51656e-01,-1.99260e-01,7.83756e-01,-1.99260e-01,-6.95920e-01,-5.09770e-04,-7.47190e-04,-3.76615e-04,0.00000e+00,0.00000e+00,0.00000e+00,1.03856e-03,9.11880e-04,2.88126e-03,4.77996e-04,5.75334e-04,2.04747e-01
1.15083e+05,9.10000e+00,0.00000e+00,8.91466e-03,2.53850e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,9.83260e-03,inf,-2.21182e-02,-2.83146e-02,3.81330e+00,3.89810e+00,7.63120e-01,0.00000e+00,3.81394e-01,-1.68262e-01,3.81394e-01,1.12175e-01,3.81394e-01,-6.85760e-01,-3.51195e-04,-7.42245e-04,-5.13191e-04,0.00000e+00,0.00000e+00,0.00000e+00,1.03700e-03,9.11880e-04,2.91281e-03,4.77996e-04,5.75334e-04,2.04747e-01
1.15083e+05,9.11000e+00,0.00000e+00,7.39451e-03,2.53850e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.09800e-02,inf,-2.19558e-02,-2.81066e-02,3.81330e+00,3.89810e+00,7.65993e-01,0.00000e+00,-2.02853e-01,4.59801e-01,-2.02853e-01,1.35235e-01,-2.02853e-01,-6.19030e-01,-1.16270e-04,-9.63900e-04,-4.50213e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.99084e-04,9.11880e-04,1.51451e-03,4.77996e-04,5.75334e-04,2.04747e-01
1.15083e+05,9.12000e+00,0.00000e+00,5.87436e-03,2.53850e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.42210e-02,inf,-2.17174e-02,-2.78015e-02,3.81330e+00,3.89810e+00,7.68865e-01,0.00000e+00,-2.55347e-01,-2.55347e-01,-2.55347e-01,1.70231e-01,-2.55347e-01,-7.96700e-01,-2.62759e-04,-7.16105e-04,-3.57961e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.61169e-04,9.11880e-04,1.16215e-04,4.77996e-04,5.75334e-04,2.04747e-01
1.15083e+05,9.13000e+00,0.00000e+00,4.35421e-03,2.53850e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-8.76220e-03,-inf,-2.13305e-02,-2.73062e-02,3.81330e+00,3.89810e+00,7.71738e-01,0.00000e+00,-3.44494e-01,-3.44494e-01,-3.44494e-01,1.35501e+00,-3.44494e-01,-6.42500e-01,-3.43320e-04,-4.49280e-04,-2.41850e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.23254e-04,9.11880e-04,-1.28208e-03,4.77996e-04,5.75334e-04,2.04747e-01
1.15083e+05,9.14000e+00,0.00000e+00,5.32729e-03,2.53850e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-6.77120e-02,-inf,-2.11381e-02,-2.70599e-02,3.81330e+00,3.89810e+00,7.70099e-01,0.00000e+00,-2.81569e-01,-2.81569e-01,-2.81569e-01,1.10750e+00,-2.81569e-01,-7.33920e-01,-8.60145e-05,-5.46325e-04,-2.41850e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.11880e-04,9.11880e-04,-3.16066e-03,4.77996e-04,5.75334e-04,2.04747e-01
1.15083e+05,9.15000e+00,0.00000e+00,7.36890e-03,2.53850e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.55700e-03,inf,-2.08508e-02,-2.66921e-02,3.81330e+00,3.89810e+00,7.66526e-01,0.00000e+00,-2.03558e-01,-2.03558e-01,-2.03558e-01,1.35705e-01,-2.03558e-01,-6.48590e-01,-4.04110e-04,-4.20160e-04,-1.71343e-04,0.00000e+00,0.00000e+00,0.00000e+00,9.11880e-04,9.11880e-04,-5.24507e-03,4.77996e-04,5.75334e-04,2.04747e-01
1.15083e+05,9.16000e+00,0.00000e+00,9.41052e-03,2.53850e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.64710e-02,inf,-2.06230e-02,-2.64005e-02,3.81330e+00,3.89810e+00,7.62954e-01,0.00000e+00,3.61298e-01,-1.59396e-01,3.61298e-01,1.06264e-01,3.61298e-01,-6.02580e-01,-1.82510e-04,-1.43446e-04,3.96550e-05,0.00000e+00,0.00000e+00,0.00000e+00,9.11880e-04,9.11880e-04,-7.32948e-03,4.77996e-04,5.75334e-04,2.04747e-01
1.15085e+05,3.30000e+00,0.00000e+00,5.89372e-03,2.53850e+00,1.56900e+00,0.00000e+00,0.00000e+00,1.56900e+00,7.91050e-02,5.04175e-02,-2.13742e-02,-2.73622e-02,3.82140e+00,3.92590e+00,7.64570e-01,0.00000e+00,2.89545e+02,1.57795e+00,2.89545e+02,2.90139e+00,2.89545e+02,-1.48100e-01,3.72658e-03,2.26449e-03,2.58183e-03,0.00000e+00,0.00000e+00,0.00000e+00,9.11880e-04,9.11880e-04,3.10429e-02,5.97163e-04,5.75817e-04,2.13930e-02
1.15085e+05,3.31000e+00,0.00000e+00,1.05185e-01,2.53850e+00,1.56900e+00,3.49799e+00,0.00000e+00,5.06699e+00,3.42540e-02,6.76022e-03,-1.69741e-02,-2.17293e-02,3.82079e+00,3.92381e+00,7.05634e-01,0.00000e+00,2.99376e+00,4.59189e-01,2.99376e+00,3.01373e-01,2.99376e+00,-1.41820e-01,7.40760e-03,5.59220e-03,6.02520e-03,1.67357e-01,1.43279e-01,2.80491e+01,7.11419e-01,2.84815e-02,9.31091e-02,6.00707e-04,5.75817e-04,2.27069e-02
1.15085e+05,3.32000e+00,0.00000e+00,2.04477e-01,2.53850e+00,1.74170e+00,4.09411e+00,0.00000e+00,5.83581e+00,1.33340e-02,2.28486e-03,-8.13544e-03,-1.04146e-02,3.82019e+00,3.92172e+00,6.46697e-01,0.00000e+00,1.85057e+00,1.16884e-01,1.85057e+00,4.89542e-01,1.85057e+00,-6.86050e-02,2.03690e-02,1.57445e-02,1.66895e-02,3.34714e-01,2.86557e-01,5.60982e+01,1.42193e+00,5.60510e-02,1.55175e-01,6.04279e-04,5.75817e-04,2.27646e-02
1.15085e+05,3.33000e+00,0.00000e+00,3.03769e-01,2.53850e+00,1.74170e+00,4.16228e+00,0.00000e+00,5.90398e+00,1.26850e-01,2.14855e-02,3.27169e-04,4.18825e-04,3.81958e+00,3.91963e+00,5.87761e-01,0.00000e+00,1.43859e+00,1.10940e-01,1.43859e+00,3.13396e-01,1.43859e+00,-2.03400e-01,2.79580e-02,2.39260e-02,2.36120e-02,5.02070e-01,4.29836e-01,8.41472e+01,2.13243e+00,8.36206e-02,2.17242e-01,6.08081e-04,5.75817e-04,2.27541e-02
1.15085e+05,3.34000e+00,0.00000e+00,3.66863e-01,2.53850e+00,1.74170e+00,4.19286e+00,0.00000e+00,5.93456e+00,1.30900e-01,2.20572e-02,7.15739e-03,9.16251e-03,3.81940e+00,3.91900e+00,5.68152e-01,0.00000e+00,1.41742e+00,1.05216e-01,1.41742e+00,2.59497e-01,1.41742e+00,-2.33660e-01,3.32025e-02,2.99225e-02,2.85085e-02,5.52106e-01,5.06057e-01,9.25096e+01,2.26868e+00,9.12132e-02,2.63032e-01,6.11230e-04,5.75817e-04,2.44391e-02
1.15085e+05,3.35000e+00,0.00000e+00,4.14444e-01,2.53850e+00,1.74170e+00,4.20334e+00,0.00000e+00,5.94504e+00,1.37010e-01,2.30461e-02,1.27302e-02,1.62966e-02,3.81940e+00,3.91900e+00,5.65397e-01,0.00000e+00,1.34904e+00,1.16542e-01,1.34904e+00,2.76756e-01,1.34904e+00,-1.42620e-01,3.64650e-02,3.51240e-02,3.21720e-02,5.51861e-01,5.53538e-01,9.24349e+01,2.15882e+00,9.02442e-02,3.01846e-01,6.13901e-04,5.75817e-04,2.71938e-02
1.15085e+05,3.36000e+00,0.00000e+00,4.62026e-01,2.53850e+00,1.74170e+00,4.22984e+00,0.00000e+00,5.97154e+00,1.46270e-01,2.44945e-02,1.78358e-02,2.28324e-02,3.81940e+00,3.91900e+00,5.62643e-01,0.00000e+00,1.35793e+00,9.41506e-02,1.35793e+00,2.58860e-01,1.35793e+00,-2.63590e-01,3.96575e-02,3.86325e-02,3.55650e-02,5.51616e-01,6.01020e-01,9.23601e+01,2.04896e+00,8.92753e-02,3.40661e-01,6.16520e-04,5.75817e-04,3.15040e-02
1.15085e+05,3.37000e+00,0.00000e+00,5.01876e-01,2.53850e+00,1.74170e+00,4.23773e+00,0.00000e+00,5.97943e+00,1.29930e-01,2.17295e-02,2.21923e-02,2.84095e-02,3.81892e+00,3.91736e+00,5.62221e-01,0.00000e+00,1.29893e+00,1.06002e-01,1.29893e+00,2.57833e-01,1.29893e+00,-3.66290e-01,4.17690e-02,4.16860e-02,3.85480e-02,5.53347e-01,6.30578e-01,9.29024e+01,1.97582e+00,9.34983e-02,3.82114e-01,6.18557e-04,5.75817e-04,3.56046e-02
1.15085e+05,3.38000e+00,0.00000e+00,5.30129e-01,2.53850e+00,1.74170e+00,4.32935e+00,0.00000e+00,6.07105e+00,1.54800e-01,2.54981e-02,2.63916e-02,3.37852e-02,3.81771e+00,3.91328e+00,5.65297e-01,0.00000e+00,1.29402e+00,8.20555e-02,1.29402e+00,2.34848e-01,1.29402e+00,-6.98910e-01,4.47630e-02,4.46620e-02,4.19410e-02,5.58042e-01,6.33252e-01,9.43704e+01,1.95777e+00,1.05509e-01,4.27525e-01,6.20538e-04,5.75817e-04,4.01325e-02
1.15085e+05,3.39000e+00,0.00000e+00,5.58382e-01,2.53850e+00,1.74170e+00,4.38911e+00,0.00000e+00,6.13081e+00,1.95960e-01,3.19631e-02,3.03939e-02,3.89087e-02,3.81651e+00,3.90919e+00,5.68374e-01,0.00000e+00,1.26365e+00,6.91282e-02,1.26365e+00,2.14190e-01,1.26365e+00,-7.19100e-01,4.54360e-02,4.70550e-02,4.50080e-02,5.62737e-01,6.35926e-01,9.58383e+01,1.93972e+00,1.17520e-01,4.72936e-01,6.22656e-04,5.75817e-04,4.49827e-02
1.15085e+05,3.40000e+00,0.00000e+00,5.86636e-01,2.53850e+00,1.74170e+00,4.47243e+00,0.00000e+00,6.21413e+00,1.75010e-01,2.81633e-02,3.40544e-02,4.35946e-02,3.81530e+00,3.90510e+00,5.71450e-01,0.00000e+00,1.26092e+00,9.90393e-02,1.26092e+00,2.45467e-01,1.26092e+00,-6.63440e-01,4.64405e-02,4.91325e-02,4.76395e-02,5.67432e-01,6.38599e-01,9.73062e+01,1.92166e+00,1.29531e-01,5.18347e-01,6.24733e-04,5.75817e-04,4.93383e-02
1.15085e+05,3.41000e+00,0.00000e+00,6.31410e-01,2.53850e+00,1.74170e+00,4.49404e+00,0.00000e+00,6.23574e+00,1.71210e-01,2.74563e-02,3.76808e-02,4.82370e-02,3.81654e+00,3.90931e+00,5.71368e-01,0.00000e+00,1.17927e+00,7.64955e-02,1.17927e+00,1.74055e-01,1.17927e+00,-9.19080e-01,4.79240e-02,5.04300e-02,4.89670e-02,5.65698e-01,6.92731e-01,9.67488e+01,1.89726e+00,1.25965e-01,5.43994e-01,6.27129e-04,5.75817e-04,5.45983e-02
1.15085e+05,3.42000e+00,0.00000e+00,6.76183e-01,2.53850e+00,1.74170e+00,4.52469e+00,0.00000e+00,6.26639e+00,2.08670e-01,3.32999e-02,4.09734e-02,5.24520e-02,3.81778e+00,3.91352e+00,5.71286e-01,0.00000e+00,1.18060e+00,9.31700e-02,1.18060e+00,2.12960e-01,1.18060e+00,-9.11320e-01,5.07880e-02,5.41280e-02,5.24385e-02,5.63964e-01,7.46863e-01,9.61914e+01,1.87285e+00,1.22399e-01,5.69642e-01,6.28295e-04,5.75817e-04,5.92338e-02
1.15085e+05,3.43000e+00,0.00000e+00,7.20957e-01,2.53850e+00,1.74170e+00,4.59698e+00,0.00000e+00,6.33868e+00,2.01390e-01,3.17716e-02,4.46513e-02,5.71602e-02,3.81903e+00,3.91774e+00,5.71205e-01,0.00000e+00,1.16831e+00,1.00977e-01,1.16831e+00,2.26921e-01,1.16831e+00,-1.12650e+00,5.72500e-02,6.07900e-02,5.84720e-02,5.62230e-01,8.00995e-01,9.56340e+01,1.84845e+00,1.18833e-01,5.95289e-01,6.27684e-04,5.75817e-04,6.39431e-02
1.15085e+05,3.44000e+00,0.00000e+00,7.89910e-01,2.53850e+00,1.74170e+00,4.63159e+00,0.00000e+00,6.37329e+00,3.25180e-01,5.10223e-02,4.85994e-02,6.22144e-02,3.81906e+00,3.91752e+00,5.72406e-01,0.00000e+00,1.13431e+00,9.21623e-02,1.13431e+00,2.44205e-01,1.13431e+00,-1.24860e+00,6.66875e-02,6.98260e-02,6.57550e-02,5.61555e-01,8.88864e-01,9.54208e+01,1.82660e+00,1.16708e-01,6.14983e-01,6.26287e-04,5.75817e-04,6.85800e-02
1.15085e+05,3.45000e+00,0.00000e+00,8.69226e-01,2.53850e+00,1.74170e+00,4.63467e+00,0.00000e+00,6.37637e+00,2.36090e-01,3.70258e-02,5.22906e-02,6.69396e-02,3.81858e+00,3.91539e+00,5.74158e-01,0.00000e+00,1.11501e+00,8.37526e-02,1.11501e+00,2.49992e-01,1.11501e+00,-1.32020e+00,7.38030e-02,8.04780e-02,7.55840e-02,5.61333e-01,9.91191e-01,9.53552e+01,1.80585e+00,1.15201e-01,6.32126e-01,6.24214e-04,5.75817e-04,7.20143e-02
1.15085e+05,3.46000e+00,0.00000e+00,9.48542e-01,2.53850e+00,1.74170e+00,4.67320e+00,0.00000e+00,6.41490e+00,3.43040e-01,5.34755e-02,5.60100e-02,7.17009e-02,3.81809e+00,3.91327e+00,5.75909e-01,0.00000e+00,1.12994e+00,8.69756e-02,1.12994e+00,2.59978e-01,1.12994e+00,-1.49630e+00,8.57665e-02,8.80695e-02,8.22550e-02,5.61111e-01,1.09352e+00,9.52897e+01,1.78510e+00,1.13694e-01,6.49269e-01,6.21591e-04,5.75817e-04,7.63350e-02
1.15085e+05,3.47000e+00,0.00000e+00,1.01553e+00,2.53850e+00,1.74170e+00,4.65774e+00,0.00000e+00,6.39944e+00,2.69720e-01,4.21474e-02,5.93283e-02,7.59490e-02,3.81899e+00,3.91606e+00,5.76728e-01,0.00000e+00,1.17082e+00,9.57136e-02,1.17082e+00,2.33179e-01,1.17082e+00,-1.49610e+00,9.52070e-02,9.61420e-02,9.08980e-02,5.60491e-01,1.19477e+00,9.50975e+01,1.76763e+00,1.12797e-01,6.72453e-01,6.17776e-04,5.75817e-04,7.98780e-02
1.15085e+05,3.48000e+00,0.00000e+00,1.06402e+00,2.53850e+00,1.74170e+00,4.72933e+00,0.00000e+00,6.47103e+00,3.56590e-01,5.51056e-02,6.23453e-02,7.98112e-02,3.82196e+00,3.92621e+00,5.76149e-01,0.00000e+00,1.17253e+00,7.29307e-02,1.17253e+00,2.45483e-01,1.17253e+00,-1.85200e+00,1.04095e-01,1.03780e-01,9.98555e-02,5.59274e-01,1.29439e+00,9.47156e+01,1.75509e+00,1.12818e-01,7.04697e-01,6.12987e-04,5.75817e-04,8.39039e-02
1.15085e+05,3.49000e+00,0.00000e+00,1.11252e+00,2.53850e+00,1.74170e+00,4.75852e+00,0.00000e+00,6.50022e+00,3.80130e-01,5.84796e-02,6.48111e-02,8.29676e-02,3.82493e+00,3.93635e+00,5.75569e-01,0.00000e+00,1.22668e+00,8.29649e-02,1.22668e+00,2.65524e-01,1.22668e+00,-1.98700e+00,1.12000e-01,1.10350e-01,1.07540e-01,5.58057e-01,1.39402e+00,9.43336e+01,1.74254e+00,1.12838e-01,7.36940e-01,6.07571e-04,5.75817e-04,8.84313e-02
1.15085e+05,3.50000e+00,0.00000e+00,1.16101e+00,2.53850e+00,1.74170e+00,4.76611e+00,0.00000e+00,6.50781e+00,2.90420e-01,4.46264e-02,6.67270e-02,8.54203e-02,3.82790e+00,3.94650e+00,5.74990e-01,0.00000e+00,1.22591e+00,8.79404e-02,1.22591e+00,2.41858e-01,1.22591e+00,-2.06080e+00,1.17730e-01,1.17135e-01,1.13580e-01,5.56840e-01,1.49364e+00,9.39517e+01,1.73000e+00,1.12858e-01,7.69184e-01,6.01182e-04,5.75817e-04,9.20687e-02
1.15085e+05,3.51000e+00,0.00000e+00,1.20143e+00,2.53850e+00,1.74170e+00,4.74431e+00,0.00000e+00,6.48601e+00,3.79540e-01,5.85167e-02,6.81625e-02,8.72580e-02,3.82545e+00,3.93814e+00,5.75354e-01,0.00000e+00,1.25376e+00,8.49823e-02,1.25376e+00,2.45874e-01,1.25376e+00,-2.26970e+00,1.27390e-01,1.22430e-01,1.17140e-01,5.58129e-01,1.52606e+00,9.43536e+01,1.72697e+00,1.13760e-01,7.83297e-01,5.94929e-04,5.75817e-04,9.69707e-02
1.15085e+05,3.52000e+00,0.00000e+00,1.24184e+00,2.53850e+00,1.74170e+00,4.71404e+00,0.00000e+00,6.45574e+00,3.41960e-01,5.29699e-02,6.90577e-02,8.84039e-02,3.82299e+00,3.92977e+00,5.75717e-01,0.00000e+00,1.25628e+00,7.03795e-02,1.25628e+00,2.49710e-01,1.25628e+00,-2.30580e+00,1.32495e-01,1.24830e-01,1.19085e-01,5.59418e-01,1.55847e+00,9.47555e+01,1.72394e+00,1.14662e-01,7.97409e-01,5.88920e-04,5.75817e-04,1.00739e-01
1.15085e+05,3.53000e+00,0.00000e+00,1.28225e+00,2.53850e+00,1.74170e+00,4.79709e+00,0.00000e+00,6.53879e+00,3.24220e-01,4.95841e-02,6.98669e-02,8.94399e-02,3.82054e+00,3.92141e+00,5.76081e-01,0.00000e+00,1.23190e+00,7.58042e-02,1.23190e+00,2.53227e-01,1.23190e+00,-2.55890e+00,1.39470e-01,1.29310e-01,1.20820e-01,5.60707e-01,1.59088e+00,9.51574e+01,1.72091e+00,1.15564e-01,8.11522e-01,5.83295e-04,5.75817e-04,1.04928e-01
1.15085e+05,3.54000e+00,0.00000e+00,1.31157e+00,2.53850e+00,1.74170e+00,4.79012e+00,0.00000e+00,6.53182e+00,4.36170e-01,6.67762e-02,7.06154e-02,9.03981e-02,3.82067e+00,3.92183e+00,5.75999e-01,0.00000e+00,1.27138e+00,6.29019e-02,1.27138e+00,2.51303e-01,1.27138e+00,-2.66980e+00,1.40720e-01,1.33825e-01,1.26940e-01,5.60978e-01,1.62481e+00,9.52469e+01,1.72284e+00,1.16468e-01,8.17929e-01,5.78468e-04,5.75817e-04,1.09305e-01
1.15085e+05,3.55000e+00,0.00000e+00,1.33613e+00,2.53850e+00,1.74170e+00,4.79147e+00,0.00000e+00,6.53317e+00,3.40780e-01,5.21615e-02,7.09324e-02,9.08039e-02,3.82191e+00,3.92601e+00,5.75726e-01,0.00000e+00,1.26994e+00,8.36748e-02,1.26994e+00,2.54018e-01,1.26994e+00,-2.79210e+00,1.50360e-01,1.37420e-01,1.29860e-01,5.60814e-01,1.65939e+00,9.52026e+01,1.72690e+00,1.17373e-01,8.21035e-01,5.74078e-04,5.75817e-04,1.12964e-01
1.15085e+05,3.56000e+00,0.00000e+00,1.36068e+00,2.53850e+00,1.74170e+00,4.76952e+00,0.00000e+00,6.51122e+00,4.33900e-01,6.66388e-02,7.13872e-02,9.13861e-02,3.82315e+00,3.93019e+00,5.75454e-01,0.00000e+00,1.32595e+00,8.57656e-02,1.32595e+00,2.42231e-01,1.32595e+00,-2.89330e+00,1.52490e-01,1.41190e-01,1.33050e-01,5.60649e-01,1.69397e+00,9.51582e+01,1.73096e+00,1.18278e-01,8.24140e-01,5.70858e-04,5.75817e-04,1.17571e-01
1.15085e+05,3.57000e+00,0.00000e+00,1.38626e+00,2.53850e+00,1.74170e+00,4.75356e+00,0.00000e+00,6.49526e+00,3.95710e-01,6.09229e-02,7.14988e-02,9.15289e-02,3.82414e+00,3.93351e+00,5.75504e-01,0.00000e+00,1.31909e+00,9.82498e-02,1.31909e+00,2.44831e-01,1.31909e+00,-2.96870e+00,1.55750e-01,1.45820e-01,1.35680e-01,5.60681e-01,1.72296e+00,9.51744e+01,1.72537e+00,1.19394e-01,8.36208e-01,5.67990e-04,5.75817e-04,1.21320e-01
1.15085e+05,3.58000e+00,0.00000e+00,1.41337e+00,2.53850e+00,1.74170e+00,4.78287e+00,0.00000e+00,6.52457e+00,3.70670e-01,5.68114e-02,7.18617e-02,9.19935e-02,3.82472e+00,3.93554e+00,5.76039e-01,0.00000e+00,1.35598e+00,8.95026e-02,1.35598e+00,2.40136e-01,1.35598e+00,-3.07870e+00,1.58845e-01,1.48330e-01,1.37190e-01,5.61008e-01,1.74358e+00,9.52815e+01,1.70530e+00,1.20827e-01,8.61720e-01,5.65180e-04,5.75817e-04,1.25367e-01
1.15085e+05,3.59000e+00,0.00000e+00,1.44047e+00,2.53850e+00,1.74170e+00,4.82002e+00,0.00000e+00,6.56172e+00,4.37040e-01,6.66045e-02,7.24304e-02,9.27215e-02,3.82531e+00,3.93757e+00,5.76575e-01,0.00000e+00,1.33387e+00,7.42119e-02,1.33387e+00,2.28814e-01,1.33387e+00,-3.14070e+00,1.65380e-01,1.51570e-01,1.37510e-01,5.61334e-01,1.76421e+00,9.53886e+01,1.68524e+00,1.22261e-01,8.87233e-01,5.62643e-04,5.75817e-04,1.29911e-01
1.15085e+05,3.60000e+00,0.00000e+00,1.46757e+00,2.53850e+00,1.72700e-01,4.79457e+00,0.00000e+00,4.96727e+00,4.52060e-01,9.10076e-02,7.22048e-02,9.24327e-02,3.82590e+00,3.93960e+00,5.77110e-01,0.00000e+00,1.29922e+00,8.94673e-02,1.29922e+00,2.31266e-01,1.29922e+00,-3.17500e+00,1.57290e-01,1.53085e-01,1.34545e-01,5.61661e-01,1.78483e+00,9.54957e+01,1.66517e+00,1.23694e-01,9.12745e-01,5.60278e-04,5.75817e-04,1.33625e-01
1.15085e+05,3.61000e+00,0.00000e+00,1.51485e+00,2.53850e+00,1.72700e-01,4.78643e+00,0.00000e+00,4.95913e+00,3.81820e-01,7.69933e-02,6.78802e-02,8.68966e-02,3.82529e+00,3.93751e+00,5.76562e-01,0.00000e+00,1.27484e+00,9.96137e-02,1.27484e+00,2.27217e-01,1.27484e+00,-3.45460e+00,1.55150e-01,1.38980e-01,1.26390e-01,5.60670e-01,1.82551e+00,9.51734e+01,1.63566e+00,1.19968e-01,9.45048e-01,5.61258e-04,5.75817e-04,1.38326e-01
1.15085e+05,3.62000e+00,0.00000e+00,1.56213e+00,2.53850e+00,0.00000e+00,4.78648e+00,0.00000e+00,4.78648e+00,3.66480e-01,7.65657e-02,6.63657e-02,8.49579e-02,3.82469e+00,3.93542e+00,5.76013e-01,0.00000e+00,1.24561e+00,9.34621e-02,1.24561e+00,2.36024e-01,1.24561e+00,-3.61120e+00,1.51100e-01,1.41495e-01,1.23985e-01,5.59679e-01,1.86619e+00,9.48511e+01,1.60616e+00,1.16242e-01,9.77350e-01,5.62867e-04,5.75817e-04,1.43146e-01
1.15085e+05,3.63000e+00,0.00000e+00,1.60941e+00,2.53850e+00,0.00000e+00,4.83338e+00,0.00000e+00,4.83338e+00,4.36930e-01,9.03984e-02,6.70676e-02,8.58563e-02,3.82408e+00,3.93333e+00,5.75465e-01,0.00000e+00,1.20902e+00,8.15828e-02,1.20902e+00,2.26046e-01,1.20902e+00,-3.67930e+00,1.56220e-01,1.43060e-01,1.30010e-01,5.58688e-01,1.90687e+00,9.45288e+01,1.57665e+00,1.12516e-01,1.00965e+00,5.63026e-04,5.75817e-04,1.47687e-01
1.15085e+05,3.64000e+00,0.00000e+00,1.64018e+00,2.53850e+00,0.00000e+00,4.84685e+00,0.00000e+00,4.84685e+00,4.72720e-01,9.75314e-02,6.86131e-02,8.78349e-02,3.82441e+00,3.93412e+00,5.74725e-01,0.00000e+00,1.20719e+00,8.90147e-02,1.20719e+00,2.18818e-01,1.20719e+00,-3.63020e+00,1.52685e-01,1.50860e-01,1.31850e-01,5.58331e-01,1.92698e+00,9.44158e+01,1.57126e+00,1.11667e-01,1.06729e+00,5.62591e-04,5.75817e-04,1.52063e-01
1.15085e+05,3.65000e+00,0.00000e+00,1.66388e+00,2.53850e+00,0.00000e+00,4.83772e+00,0.00000e+00,4.83772e+00,4.01180e-01,8.29276e-02,7.04878e-02,9.02348e-02,3.82514e+00,3.93615e+00,5.73904e-01,0.00000e+00,1.25160e+00,1.08301e-01,1.25160e+00,2.15701e-01,1.25160e+00,-3.72860e+00,1.56220e-01,1.55930e-01,1.33910e-01,5.58245e-01,1.93827e+00,9.43924e+01,1.57620e+00,1.12050e-01,1.13578e+00,5.60164e-04,5.75817e-04,1.54691e-01
1.15085e+05,3.66000e+00,0.00000e+00,1.68757e+00,2.53850e+00,0.00000e+00,4.83971e+00,0.00000e+00,4.83971e+00,4.31280e-01,8.91128e-02,7.23611e-02,9.26328e-02,3.82586e+00,3.93818e+00,5.73083e-01,0.00000e+00,1.28030e+00,9.80698e-02,1.28030e+00,2.27131e-01,1.28030e+00,-3.91040e+00,1.66865e-01,1.57180e-01,1.39020e-01,5.58160e-01,1.94956e+00,9.43691e+01,1.58114e+00,1.12433e-01,1.20427e+00,5.57923e-04,5.75817e-04,1.58693e-01
1.15085e+05,3.67000e+00,0.00000e+00,1.71814e+00,2.53850e+00,0.00000e+00,4.82039e+00,0.00000e+00,4.82039e+00,4.16320e-01,8.63664e-02,7.38973e-02,9.45993e-02,3.82606e+00,3.93859e+00,5.72903e-01,0.00000e+00,1.24617e+00,8.78277e-02,1.24617e+00,2.14593e-01,1.24617e+00,-3.93060e+00,1.73110e-01,1.60990e-01,1.42380e-01,5.58337e-01,1.97197e+00,9.44277e+01,1.57581e+00,1.13002e-01,1.25919e+00,5.56273e-04,5.75817e-04,1.62069e-01
