K,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0
TruePositive,0.925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FalsePositive,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Precision,0.8099999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
F-measure,0.8534920634920635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
weight0,0.0,0.0,0.0,0.2781261447251907,0.0,0.0,0.0,0.0,0.0,0.0,0.36012724094694826,0.37558888832596915
weight1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weight2,0.0,2.1195358163133236,0.0,-0.33027817360242173,0.0,0.0,1.6118699587711653,-1.2695543040777824,-0.9561419825618429,0.5678867382291538,-0.6588835456099625,-0.6767075458665782
weight3,0.0,5.148117923867536,0.0,4.259781321914721,0.0,0.0,3.2291478720140483,0.0,3.3684110561532163,2.0766341738419865,2.049939383309242,2.042645595762589
weight4,0.0,0.0,0.0,2.649880737079423,0.0,0.0,0.0,1.434395440519052,1.8570341970760686,0.0,1.1637822510538736,1.2020002017110225
weight5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1354255648142018,-0.34556380605731246,-0.7664976081997642,-0.6899679982865167,-0.6278155959052312
weight6,0.0,0.0,3.2226546430342125,0.0,3.1259725574713735,3.1333162298710064,2.11124716529827,2.528457142724352,0.0,2.109887115746906,1.7827202145425365,1.778708163450705
weight7,0.0,0.0,-1.0802058958496605,0.0,-1.0743932653393977,-0.9592030500310225,-0.578765236464043,-0.5837990474616499,0.0024499984083326863,-0.30968311517116776,-0.037804055383821186,-0.20737294336855466
weight8,-3.98628725700481,0.0,-3.2980906847921503,0.0,-2.941214044728014,-2.9832400250599465,0.0,-2.084298787539022,-1.7176782470297116,-2.078669280377831,-1.4981185605982668,-1.5043447985223792
weight9,0.0,0.0,0.0,0.0,0.0,-0.26095696160236515,0.0775155501548871,0.0,0.06871843993521563,-0.08186197014915861,0.1360635326530264,-0.022525245032866036
weight10,0.0,0.0,0.0,0.0,0.22275580694514535,0.3517912110100914,0.34720659581903845,0.3327552598651383,0.6661811869297874,0.1040958061496714,0.0,0.3462650656436327
weight11,0.0,0.0,0.0,0.0,-0.9747161871272769,-0.9703589208821057,-1.883003754485386,-1.3608500953992686,-0.7047046732916485,-0.8506813312979066,-0.6935612995177424,-0.7119887208580691
bias,1.9204746902860719,-3.8371182293099872,0.6695080400082175,-3.401691859055994,1.291950313639251,1.3323668256844963,-1.8964840882024485,1.502667088935382,-1.2050390742539245,-0.23501925680006708,-0.8501266279604472,-0.8784013079595698
