Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	weight10	weight11	weight12	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,1,2,3,4,5,6,7,8,9,10	-0.8862155947564236	0.5162764405221261	0.5794210014026651	-5.215886097660939	-3.1626639140763357	1.2247424422999287	0.7264024607105559	-3.7813505442792277	1.7548026332693478	3.555147414213233	-1.2334918805807744	0.0	0.0	2.259206197496374	0.9798333333333333	0.05061538461538462	0.9643921568627452	0.9501731786731786	0.9644444491875124	0.026961392150010845	0.03021383358074527	0.02139883255231639	0.028130801597026436	0.021285720184392416
0,1,2,3,4,5,6,7,8,9,11	-0.9617549881109755	0.7726810210318206	0.2143542127783855	-5.143562297680828	-2.7134452911537172	2.0407895492713024	0.8406706301587175	-3.9829057055691712	0.5193087949476144	4.159984083610236	0.0	0.9993815506457651	0.0	0.8644641127418387	0.9638333333333333	0.05046153846153847	0.956549019607843	0.9493882783882786	0.9560409031537145	0.033250313281732134	0.024420381438171653	0.017116917083462704	0.021825678046635495	0.01753568060271682
0,1,2,3,4,5,6,7,8,9,12	-1.223219623686977	0.7325203790949578	0.21973416065124335	-4.907263545445231	-2.6060811985016454	1.5531297658831338	1.0729070842613952	-4.073681251891886	0.7534127428572249	3.5301221222770565	0.0	0.0	2.6714949209149186	0.10480956524993487	0.992	0.07	0.9605098039215687	0.9335780809229084	0.9614313687416589	0.016000000000000014	0.03770486447043309	0.0174974485974448	0.032565831791668984	0.016244569670824733
0,1,2,3,4,5,6,7,8,10,11	-2.7679020169432076	1.4102285476628496	1.4121734506768706	-4.795213137712091	-3.906125227936876	1.5906500865547102	1.4410628735403255	-3.178444633181384	3.1785702053005997	0.0	-2.1478697058079987	-0.34903878904238134	0.0	2.9034761484366314	0.968	0.054307692307692314	0.9565490196078432	0.9462997115605812	0.9563530126128825	0.034871191548325395	0.030545726707975757	0.019393177871176715	0.028518974626721483	0.019786347522339036
0,1,2,3,4,5,6,7,8,10,12	-3.1838308264692126	1.695903836726945	1.3899288258704547	-4.860682608134144	-3.9123089169347964	1.6693734054574374	1.544944049556569	-2.983841321717199	2.248033059231633	0.0	-1.6061269717714546	0.0	3.366740850477876	0.2473877972783213	0.9879999999999999	0.05415384615384615	0.9664705882352941	0.9471282051282051	0.9668084464555052	0.018330302779823376	0.035121429254792697	0.021588760656819195	0.033836026859887645	0.02126665190227041
0,1,2,3,4,5,6,8,9,11,12	-1.5400186909899256	1.3823127437287404	0.03401536923882668	-5.227363399095851	-2.5489385956092536	2.270111807583157	-1.7434066573024232	0.0	0.18040544506511125	3.445558770393294	0.0	1.096421848721859	2.941967709022928	-1.7359840853826694	0.984	0.0893846153846154	0.9466666666666667	0.9153719983719985	0.9480102450268932	0.019595917942265444	0.03468505808612506	0.01761041948049857	0.030391131282842668	0.016435836531107615
0,1,2,3,4,5,6,8,9,10,12	-1.1786285882509184	1.1854439253216853	0.6999819137211135	-5.551198694496937	-3.460569692240972	1.7510318460229937	-1.5764115639414091	0.0	1.150456043254743	2.824357661138159	-1.4277785346477265	0.0	2.529658019922203	-0.1525258235268196	0.992	0.08184615384615383	0.9545490196078432	0.9226322119770396	0.9557044625945847	0.016000000000000014	0.03241593588666358	0.01533574024537161	0.02740127577639865	0.014254277189330724
0,1,2,3,4,5,6,8,10,11,12	-3.156909159199735	1.9184899443726997	1.2872117496499662	-5.1933957996133815	-3.955461282085568	1.9185083936192566	-0.6145022127593373	0.0	2.038869675112425	0.0	-1.7483117583788843	0.149479227089511	3.4275612490546985	-0.26478341340070377	0.9960000000000001	0.10876923076923077	0.9427058823529411	0.8994038847487122	0.9449091070067762	0.012000000000000009	0.033473826214224726	0.016443909298523574	0.029186858070086037	0.015485361769662982
0,1,2,3,4,5,6,9,10,11,12	-1.3700767866747996	1.2505030239048869	0.12679715132937167	-5.26501303316497	-2.67236087245262	2.270323675993787	-1.6383131728848057	0.0	0.0	3.607509443333817	-0.4322743148284955	1.0823066007981885	2.899832909208156	-1.6099140723105054	0.984	0.07799999999999999	0.952549019607843	0.9255266585266584	0.9534472238822961	0.019595917942265444	0.030429275844199234	0.013133449844037325	0.02625590845667977	0.01234716399721076
0,1,2,3,4,5,7,8,9,10,12	-1.134069200433049	0.8562509415431496	0.7158180941205441	-5.153198996643851	-3.2874215119571217	0.926052705976747	0.0	-3.350167173726999	1.4104122714528728	3.390389631842178	-0.8524405584730788	0.0	2.4599008555638497	0.6447383885372943	0.9878333333333333	0.074	0.9565098039215687	0.9297191065639341	0.9574231654603464	0.018589871794429717	0.03640957023549891	0.017153400210826196	0.03127823267765935	0.016019397026279417
0,1,2,3,4,5,7,8,9,10,11	-0.9028804261099175	0.8202109252083574	0.49287586931878113	-5.378226844302228	-3.142362576426725	1.4643860064401835	0.0	-3.2052995653849443	1.52163564825739	3.917228304098702	-1.166904316838924	0.6444747500732511	0.0	1.5492242616996725	0.9718333333333333	0.05046153846153847	0.9604705882352942	0.9497216117216117	0.960285801112898	0.02569533031505919	0.024420381438171653	0.015294922050238626	0.021971982992056056	0.01526424142704858
0,1,2,3,4,5,6,8,9,10,11	-1.0849213037878653	1.055414958785136	0.4862987287167786	-5.534072353094677	-3.209736150644281	1.706454333918065	-1.967788636699511	0.0	1.1437588393619214	3.518357976281566	-1.450096262056073	0.8219652648774727	0.0	1.101481082074973	0.9640000000000001	0.06215384615384617	0.9506274509803921	0.9380164835164836	0.9503268175194608	0.03773592452822641	0.02544003274903925	0.021944987315590546	0.023771082026833104	0.0227592908585939
0,1,2,3,4,5,7,8,9,11,12	-1.325391827497301	1.040714256632458	0.20110668402501256	-5.040128831061438	-2.648735460596945	1.617791494349681	0.0	-3.281142263905539	0.5735226877192641	3.9304354862722093	0.0	0.8315018255029756	2.871503406843783	-0.7840800077463606	0.992	0.06230769230769231	0.9644313725490197	0.9402181522181523	0.9650637683230041	0.016000000000000014	0.03098577646590878	0.014698351012659523	0.02726223973502035	0.013896211991837808
0,1,2,3,4,5,7,8,10,11,12	-3.1619842757246315	1.7957433505691853	1.5670698141594142	-4.8637327703348605	-4.114890958096094	1.099394152211056	0.0	-1.8087938488025457	2.552550738108069	0.0	-1.8110242709636437	-0.12538541685735902	3.2778702663292663	0.6905306259914349	0.992	0.08169230769230769	0.9545490196078432	0.9224041514041513	0.9556372691311648	0.016000000000000014	0.026827963861806848	0.012581392068228036	0.023668825772216393	0.011891121049690367
0,1,2,3,4,5,6,7,10,11,12	-4.105105486654191	1.9096524906714976	1.377735029467479	-4.495561123998014	-3.723124917082651	2.419961305064972	1.8581989239562673	-2.3081378931483427	0.0	0.0	-0.27325647972128014	0.7618131087384435	4.1611132345892745	-1.079409265083543	0.984	0.0813846153846154	0.9506666666666668	0.9220862840862841	0.9516314066991093	0.026532998322843192	0.035905530222957525	0.023681079809539717	0.03242152403693643	0.02289158250497853
0,1,2,3,4,5,6,7,9,10,12	-1.0186062857362304	0.5389210442703718	0.40317795758548874	-5.009486197404853	-2.8634494216808553	1.5184875893911205	0.9993566114920611	-3.53832549017313	0.0	3.7639047969516155	-0.07130485544694672	0.0	2.832278422438667	0.07237062778504057	0.992	0.07784615384615386	0.9565490196078432	0.9271432641432641	0.9578624975257288	0.016000000000000014	0.045794498519740955	0.02113707301023997	0.037951935073306485	0.019054866176252037
0,1,2,3,4,5,7,9,10,11,12	-1.2833690249120715	1.0228205806391435	0.2422576097460635	-4.916236218715683	-2.6359606933457056	1.8099879492162951	0.0	-2.974511547761537	0.0	4.0673852435074425	0.050969193923867895	1.0108176617834825	2.854742543624146	-1.0761573299430993	0.992	0.06246153846153846	0.9643921568627452	0.9398327228327229	0.9649956388941643	0.016000000000000014	0.026101304689782764	0.014866624771717256	0.023009811722585257	0.014208825848974229
0,1,2,3,4,5,6,7,9,11,12	-1.3528899956427212	0.983312205227967	0.2759922511088585	-4.869789761381866	-2.651956664532739	2.0155629324043027	0.7347291342319885	-3.4673412199225786	0.0	3.8490426611442943	0.0	0.9604808081815751	2.807073427136935	-1.0550405856768967	0.992	0.05846153846153847	0.9663921568627452	0.9433939763939765	0.9668810084265926	0.016000000000000014	0.026171939442868646	0.015474104324711553	0.023335443382048078	0.014860894413240193
0,1,2,3,4,5,6,7,8,11,12	-4.109792885415265	2.0720917227324605	0.9432473430004924	-4.55386947485695	-3.257820830048382	2.4687807550657306	1.9322381012238474	-3.1937783836361797	1.176488708374451	0.0	0.0	0.45998848148758037	3.7376802408263954	-0.7418973771845241	0.984	0.10092307692307693	0.9407843137254901	0.9050622429932774	0.9425756756500375	0.019595917942265444	0.039012666733773446	0.02474568844266302	0.03396001628845745	0.023278644945071543
