# nel,B,Pinput,Prad,Prad/Pinput,beta,CIII,CIV,OV,OVI,FeXVI,SDLloop_dPhi,SDLloop_dTheta
6.421026205831346090e-01,8.863432556768556791e-01,8.184077293187275171e-01,4.974513417019542638e-01,2.549330636830104413e-01,3.075626835196459963e-01,8.644464935739074596e-01,9.445541860334085715e-01,8.994366834566114299e-01,5.369843542748364840e-01,9.644512008191470365e-01,9.305068111924956753e-01,6.940183402391002510e-01
6.369725174294795789e-01,8.863432556768556791e-01,8.200181385891727182e-01,5.038942503510919213e-01,2.561978452048659927e-01,3.053169190057301030e-01,8.723523364673234637e-01,9.365657259274113855e-01,9.078111720311853317e-01,5.622707154390078621e-01,9.674115547813338933e-01,9.301272601507601934e-01,6.971235989360873297e-01
6.318060143166233100e-01,8.863432556768556791e-01,8.216895895510512027e-01,4.952897458117835883e-01,2.501690129977371946e-01,2.977322484920821299e-01,8.708169259485685210e-01,9.318397359268546509e-01,9.061847448405687677e-01,4.934529256205113512e-01,9.668366181586285357e-01,9.307805331438687713e-01,6.958834740299084665e-01
6.235807516005495987e-01,8.863432556768556791e-01,8.203352946170445747e-01,4.804219745397872998e-01,2.445663369341689597e-01,2.909066167475552467e-01,8.845530816066362600e-01,1.000000000000000000e+00,9.207351577652751473e-01,5.708064418810815388e-01,9.719801409146198168e-01,9.297084642411148625e-01,6.979209655968421355e-01
6.152599115152850295e-01,8.863432556768556791e-01,8.190837099303257540e-01,4.340430261930098843e-01,2.237149324070801248e-01,2.832298951943145182e-01,8.725463236885319107e-01,9.369130490305512815e-01,9.080166585035988058e-01,5.329356783653683705e-01,9.674841935684512784e-01,9.301139197879499942e-01,6.969061745727702650e-01
6.068445071057095852e-01,8.863432556768556791e-01,8.189783796958964857e-01,4.617805924675959517e-01,2.371551037061543354e-01,2.796596985708142968e-01,8.950740196893473000e-01,9.653521577579473600e-01,9.318797601758340710e-01,5.832179523987942593e-01,9.759197209390363392e-01,9.290519291331358342e-01,6.966435080735333685e-01
6.021492039435067944e-01,8.863432556768556791e-01,8.195601556777226682e-01,4.273841026772456919e-01,2.199758740648684041e-01,2.794265802846854774e-01,8.670265242254019400e-01,9.137635630093267070e-01,9.021696541852588513e-01,5.333327371239994230e-01,9.654172969160067508e-01,9.284881124974913025e-01,6.961091086991608723e-01
5.990648885413030200e-01,8.863432556768556791e-01,8.199945949704935400e-01,4.044620984882302817e-01,2.084756669040171984e-01,2.801585881105876918e-01,8.748665733428357960e-01,9.367973346852745964e-01,9.104744488343818887e-01,5.617627909592330937e-01,9.683530143064780216e-01,9.278538893745216232e-01,6.975213893045565383e-01
5.959674530131326975e-01,8.863432556768556791e-01,8.210095923652692695e-01,4.596058326464628752e-01,2.338044910604639703e-01,2.804531593212281626e-01,8.878285762177204887e-01,9.603937739223639136e-01,9.242048184411086886e-01,5.758946560354800681e-01,9.732066544667826724e-01,9.278207961623377020e-01,6.993219148359507420e-01
5.922651294104963604e-01,8.863432556768556791e-01,8.194088033045773267e-01,4.008152605342904518e-01,2.073890613862453547e-01,2.795668765069788675e-01,9.022715791302156063e-01,9.694140345802482184e-01,9.395039793912912662e-01,5.970018667438120596e-01,9.786148571687981468e-01,9.276172224736292105e-01,6.996202138147196159e-01
6.141729815315346563e-01,8.863432556768556791e-01,8.192278597545912255e-01,3.911680537831379589e-01,2.029616239090813457e-01,2.470435834442249456e-01,8.822224250184785843e-01,7.986537367261522524e-01,9.182663435942982622e-01,6.491642316248520395e-01,9.711074232856120592e-01,9.308261700618696288e-01,7.047516029721292430e-01
6.099412983307528346e-01,8.863432556768556791e-01,8.201127836507411395e-01,3.861430687373442194e-01,1.995435023984457601e-01,2.380749319197732472e-01,8.985773132952379338e-01,7.912907549103962435e-01,9.355907234053641996e-01,7.541995528620770717e-01,9.772315341443733594e-01,9.330099440046488724e-01,7.074399142250168415e-01
6.056848788095614555e-01,8.863432556768556791e-01,8.207881040132569694e-01,3.085432897734282642e-01,1.615112717770349482e-01,2.418956232076717727e-01,8.907957687736582919e-01,8.351085811378079482e-01,9.273479014106623675e-01,7.215182583349639689e-01,9.743177238818930830e-01,9.322781712701224688e-01,7.039818145643463865e-01
5.980830805136168049e-01,8.863432556768556791e-01,8.211742508870265578e-01,3.803618537337132843e-01,1.955628827860549368e-01,2.442385758847869237e-01,8.940705389433121208e-01,8.439108714538601230e-01,9.308167947013398225e-01,6.950951976434841528e-01,9.755439661659459638e-01,9.314981193818596683e-01,7.040418700611378311e-01
5.904010828781420805e-01,8.863432556768556791e-01,8.202539564132236283e-01,3.569684775654645148e-01,1.853731139327504662e-01,2.414004232959394702e-01,9.064716663227414539e-01,8.405264699795065297e-01,9.439530410132107585e-01,7.105259149688608611e-01,9.801875857101506329e-01,9.316489971646726431e-01,7.039299289950275984e-01
5.826371756298209803e-01,8.863432556768556791e-01,8.191609598164077966e-01,3.624026737525097297e-01,1.892240790980057596e-01,2.404330769611588980e-01,8.879013901061676428e-01,7.850637755931986206e-01,9.242819486200272161e-01,6.805722853545901341e-01,9.732339197294590516e-01,9.315177003066341666e-01,7.035187584482468504e-01
5.872132197644264195e-01,8.863432556768556791e-01,8.204141603915963143e-01,3.568444550651731495e-01,1.851322666871371148e-01,2.389440398609676830e-01,8.939415237666145098e-01,7.798413148787720628e-01,9.306801317119828276e-01,6.766300524826522889e-01,9.754956562520420427e-01,9.318445895262266188e-01,7.042282520909560750e-01
5.969898977571836962e-01,8.863432556768556791e-01,8.213851854879906655e-01,3.524265894980182501e-01,1.819069276277688330e-01,2.393836201526278185e-01,8.800680219157421824e-01,7.843986629041954650e-01,9.159842309325455512e-01,6.703574266598654186e-01,9.703007040214783885e-01,9.319414172757070070e-01,7.031366592223450285e-01
6.066354239485156619e-01,8.863432556768556791e-01,8.217027534411971423e-01,3.477277024580684439e-01,1.792897467761750407e-01,2.383431937737457984e-01,8.783316271636050221e-01,8.076690302564599744e-01,9.141449054856873868e-01,6.752193762331071270e-01,9.696505085706313976e-01,9.320613391783352242e-01,7.034119057985728229e-01
6.121068735079266965e-01,8.863432556768556791e-01,8.207274454099866556e-01,3.437547916090733513e-01,1.784899195902306390e-01,2.418445708091065960e-01,8.933634826771840176e-01,7.457657307359367715e-01,9.300678252742845542e-01,6.869859516925946874e-01,9.752792079551972915e-01,9.339192439452772554e-01,7.095379897064507668e-01
6.026236850231008191e-01,8.863432556768556791e-01,8.167989530369029749e-01,4.935755841314618531e-01,2.548987364920733967e-01,3.217787783625679632e-01,8.735516707037723760e-01,9.325048592276043991e-01,9.090816008767422796e-01,5.503788359475979552e-01,9.678606471686637125e-01,9.425341352583953558e-01,6.986839208020042546e-01
6.039167467404944478e-01,8.863432556768556791e-01,8.170528529765024306e-01,4.591806579853601189e-01,2.380929674788925809e-01,3.208162491745517597e-01,8.746440224032875355e-01,9.282892070641416415e-01,9.102387054322380600e-01,5.444353805744868158e-01,9.682696797949575940e-01,9.419379676639729748e-01,7.026920846847546365e-01
6.052058920846448142e-01,8.863432556768556791e-01,8.175035550300913112e-01,4.669501363058126131e-01,2.413116815017090633e-01,3.156341843780512413e-01,9.189088772230800117e-01,9.428134047028127185e-01,9.571275098192115749e-01,6.274645317915134024e-01,9.848447167793797918e-01,9.438419202610326408e-01,6.994176606173134747e-01
6.043331642423752648e-01,8.863432556768556791e-01,8.165070815392659886e-01,4.926662931152613334e-01,2.547929855326097059e-01,3.131278276969547969e-01,8.733262071838420182e-01,9.095579611117345920e-01,9.088427722411248633e-01,4.848105305143292076e-01,9.677762220373332669e-01,9.413320877519799623e-01,7.043018316043081484e-01
6.034593891393151832e-01,8.863432556768556791e-01,8.151544661399469094e-01,4.525017190727580463e-01,2.370403995660455010e-01,3.090044322688656475e-01,8.769369862545040029e-01,9.656560002747404114e-01,9.126675925013089108e-01,5.526736204419695486e-01,9.691282833257403029e-01,9.404394278328984669e-01,7.068089822203598160e-01
6.025829341816006934e-01,8.863432556768556791e-01,8.174471330434797123e-01,5.000060110491664211e-01,2.572505122849012005e-01,3.013418382528216810e-01,9.048501850053706219e-01,9.550535451102883933e-01,9.422354408851441043e-01,6.023014389917714650e-01,9.795804197561588378e-01,9.427092326275490208e-01,7.075394787410678177e-01
5.966612939616791067e-01,8.863432556768556791e-01,8.177592916023239678e-01,4.654245592126960984e-01,2.402883841059147985e-01,2.972022748866817166e-01,8.733351578540762272e-01,9.581474119599384665e-01,9.088522534927284680e-01,5.366299329303438892e-01,9.677795736283588690e-01,9.406523289494628237e-01,7.084228650466971589e-01
5.885006765837781373e-01,8.863432556768556791e-01,8.174901929517464083e-01,4.678952873051968608e-01,2.417813270887836929e-01,2.913322266204750877e-01,9.593821752400968350e-01,9.585098656201724854e-01,1.000000000000000000e+00,6.803329454906807960e-01,1.000000000000000000e+00,9.437804612758595724e-01,7.069143229897507652e-01
5.802475634714876485e-01,8.863432556768556791e-01,8.165741196676332692e-01,5.101275764197513718e-01,2.631027244411795474e-01,2.856636192708125188e-01,9.079702811577954336e-01,9.549303851332473503e-01,9.455404913310382353e-01,6.169430269571979375e-01,9.807487441374752590e-01,9.416125332753164656e-01,7.087766993630324475e-01
5.754734465236612806e-01,8.863432556768556791e-01,8.148718707442248466e-01,4.667399200306427964e-01,2.441987705370718964e-01,2.811281829637635177e-01,9.089765829323694923e-01,9.384482325159542171e-01,9.466064450601164859e-01,6.076449269794097496e-01,9.811255552486594089e-01,9.408093423479373385e-01,7.101496521132633077e-01
5.841701794333580278e-01,8.863432556768556791e-01,8.186350441852302540e-01,3.486073545110865979e-01,1.831954771130079873e-01,2.661136871342074661e-01,9.215020340959813039e-01,8.220157981787904466e-01,9.598743848706086101e-01,6.822969978758985921e-01,9.858157280082594509e-01,9.401965158663831978e-01,7.172180356378127231e-01
5.869684453411072589e-01,8.863432556768556791e-01,8.176035030189801045e-01,3.748921203544609559e-01,1.969902405083017172e-01,2.583819573443840723e-01,8.963836318814800697e-01,8.502782941522648574e-01,9.332670040773378695e-01,6.864855200698507520e-01,9.764101070615758271e-01,9.410397486229440389e-01,7.171338929932219441e-01
5.897559987938154613e-01,8.863432556768556791e-01,8.168351676392693328e-01,3.273619530557680402e-01,1.750376835523836938e-01,2.515309713075459808e-01,9.421861289346405988e-01,8.782892881117136952e-01,9.817845996620021554e-01,7.536458635584653010e-01,9.935609163373709807e-01,9.404408729182218707e-01,7.168728323359114807e-01
5.966152775942263897e-01,8.863432556768556791e-01,8.180903645150717773e-01,3.543591308086185832e-01,1.865763316204435140e-01,2.481543031024834312e-01,8.868104474463027742e-01,8.050619591946156506e-01,9.231263366297912665e-01,6.691810622357139415e-01,9.728254147200388058e-01,9.405321826623382897e-01,7.162018245875987343e-01
6.034105439495847101e-01,8.863432556768556791e-01,8.155723459378996232e-01,3.136721895574266505e-01,1.698958245919327537e-01,2.436283983988118962e-01,9.043832350126143060e-01,8.581615918062529547e-01,9.417408108460760818e-01,6.790259008811596608e-01,9.794055696763083185e-01,9.405726239856229132e-01,7.176106289485235656e-01
6.101429815808010471e-01,8.863432556768556791e-01,8.173025618783598123e-01,3.453341879030216166e-01,1.831370194396928497e-01,2.417513316205389673e-01,8.906131875185567814e-01,8.309418940658899189e-01,9.271544970317247003e-01,6.456726784749852177e-01,9.742493560747853554e-01,9.405226489595992501e-01,7.167592577325151426e-01
6.005130544909871304e-01,8.863432556768556791e-01,8.194373109561194912e-01,3.261939682273358732e-01,1.715227204204307077e-01,2.367427307804214065e-01,9.149649332148914738e-01,8.256091461798684694e-01,9.529497751385944682e-01,7.097579690146365028e-01,9.833679014127340023e-01,9.406575260756986356e-01,7.164950295408754055e-01
5.835597076755096868e-01,8.863432556768556791e-01,8.179105464290625793e-01,3.625871492589375911e-01,1.907320677711143997e-01,2.362178600676081430e-01,9.008832762423013563e-01,7.611239137835049684e-01,9.380333801358257118e-01,6.435366371435780053e-01,9.780950052048317245e-01,9.408901135065479426e-01,7.172480156091545211e-01
5.662005007551718094e-01,8.863432556768556791e-01,8.162810203635395556e-01,2.860098284720131168e-01,1.558078418277625277e-01,2.328360127533432022e-01,9.583366922395634147e-01,8.594391045327874901e-01,9.988925424447570034e-01,7.815350218451364572e-01,9.996085174237897553e-01,9.415285817036429528e-01,7.188382825500232443e-01
5.558821479891840056e-01,8.863432556768556791e-01,8.166485877252985803e-01,3.445765462371885302e-01,1.835150855440123019e-01,2.351440218528560999e-01,9.068152348571733024e-01,8.577066354168165763e-01,9.443169757390803554e-01,6.876600917789754686e-01,9.803162354298453618e-01,9.402326808216723286e-01,7.173836829289865769e-01
5.934809731686829792e-01,8.863432556768556791e-01,7.498159536076458576e-01,4.270493981199746658e-01,2.990010389395607038e-01,2.675410413034743362e-01,9.724298159836122224e-01,7.800569375382995219e-01,6.902430727344710526e-02,4.720317214976210707e-01,3.015454333020578526e-01,7.125612002004308998e-01,5.661423338868309951e-01
5.953190515623445478e-01,8.863432556768556791e-01,7.508830899525367197e-01,4.001183494226990822e-01,2.848568843551044227e-01,2.665349039427972189e-01,8.913043136395646382e-01,9.179511460282480106e-01,1.568959156222061724e-01,5.806199712224705545e-01,2.726637691971479649e-01,7.033056103997106234e-01,6.499466023611542020e-01
5.971525017820147330e-01,8.863432556768556791e-01,7.505422731107238565e-01,4.167023849383194034e-01,2.932072955202476017e-01,2.646037903768595489e-01,9.321657899637049161e-01,9.023112074491778101e-01,1.666432591844062561e-01,7.896404828820589028e-01,2.271361540156814351e-01,7.120806867240443427e-01,6.308527956544744963e-01
5.967894670819942071e-01,8.863432556768556791e-01,7.514821257991995962e-01,4.212208995553551882e-01,2.943099344312838928e-01,2.614082573131406573e-01,9.869475912003174978e-01,9.424436163195376581e-01,2.337174925669390779e-01,7.036169853607651126e-01,3.176394758158237464e-01,7.178382265576730425e-01,6.027783253003826669e-01
5.953470401967089209e-01,8.863432556768556791e-01,7.521885483857191357e-01,4.041733970835521550e-01,2.853215812322175138e-01,2.561501544129362040e-01,9.739181627775858052e-01,8.710389453730942311e-01,1.284532212032410969e-01,4.798005973076773234e-01,3.009238996870524652e-01,7.133931079913329310e-01,6.172906139328288022e-01
5.939001006543913608e-01,8.863432556768556791e-01,7.505617415551119054e-01,4.321630973344847693e-01,3.006102263994432366e-01,2.503576601153544301e-01,9.726858084010904237e-01,8.758460229455430346e-01,1.159867466089464783e-01,4.889773241320627406e-01,2.579537886855955975e-01,7.129003286893902391e-01,6.241819269485691102e-01
5.893743175941994483e-01,8.863432556768556791e-01,7.502871747080728237e-01,4.062492525439335700e-01,2.884765516118009132e-01,2.462474844267213969e-01,8.806761791894799352e-01,8.940718400320527559e-01,1.198977432562136070e-01,5.804099960218920273e-01,3.013548450006728885e-01,7.080353294937788977e-01,6.421787895381463329e-01
5.787719595104976467e-01,8.863432556768556791e-01,7.501878373318398019e-01,4.061340972386566772e-01,2.885346380060809790e-01,2.436836979043501827e-01,8.540914708955362755e-01,8.196402005795155876e-01,2.259673577002296874e-01,7.527545777625730405e-01,2.470502999726018611e-01,7.056100003561360801e-01,6.656050257385053293e-01
5.680146503709715411e-01,8.863432556768556791e-01,7.512673466151613688e-01,3.915801872293741548e-01,2.803194286807065838e-01,2.393769288509918214e-01,9.027215150965509638e-01,8.986653265392012813e-01,2.065625298248551234e-01,8.289386535385125931e-01,3.895906486643173627e-01,7.093353865633453825e-01,6.797377621309750317e-01
5.573059569708982419e-01,8.863432556768556791e-01,7.507532140471790960e-01,3.895169586847264109e-01,2.799121406712893889e-01,2.360899258283086777e-01,8.759056015659161254e-01,8.457002025392001965e-01,1.748661993467756082e-01,6.541027923774209718e-01,2.158880314671067779e-01,7.087917564036447793e-01,6.714473263437179540e-01
5.377048085439171121e-01,8.863432556768556791e-01,7.502205345223589283e-01,2.692554815426786430e-01,2.227641460586795019e-01,2.126334050367549855e-01,8.732223570124018064e-01,7.599459863770013923e-01,8.136066905599570465e-02,6.854498615161669361e-01,3.138708424823559717e-01,7.024573044342232730e-01,7.317665107677703284e-01
5.302267522245112108e-01,8.863432556768556791e-01,7.495992665588473436e-01,3.047241279030246108e-01,2.405025002959503277e-01,2.107127029416936415e-01,8.820874280215097452e-01,7.745096115107169554e-01,1.098141962425863705e-01,7.421549352624323692e-01,2.665149973021282426e-01,7.092788047524942741e-01,7.257761887558108471e-01
5.226710996318393310e-01,8.863432556768556791e-01,7.495948554943305808e-01,2.836390956378147532e-01,2.303827317707827227e-01,2.186130345501251515e-01,8.045703037073135278e-01,7.219655264072675216e-01,1.093260270012756941e-01,6.665265720823942974e-01,3.110666095479461823e-01,7.095902427741314078e-01,7.394007727098130811e-01
5.212033792340793337e-01,8.863432556768556791e-01,7.505661374688006315e-01,2.846354191635226405e-01,2.297578473638795526e-01,2.088889455782976246e-01,8.867951452965436854e-01,7.771939869651247612e-01,1.302904632620748293e-01,7.352822234494740261e-01,2.861984766013149217e-01,7.071269998605396179e-01,7.366405424784502332e-01
5.227565950864294653e-01,8.863432556768556791e-01,7.512397828831871571e-01,2.701676128089466333e-01,2.220465286509333835e-01,2.043321157527112630e-01,8.901066532354429128e-01,7.798241248297728134e-01,1.292162909964932327e-01,7.249347735920899094e-01,3.398275611030235899e-01,7.017062739592929699e-01,7.440208318418386479e-01
5.243065048486656998e-01,8.863432556768556791e-01,7.502400252683434356e-01,2.556449979886039614e-01,2.162064293511747337e-01,2.023849161340358638e-01,8.682650804888885077e-01,7.673006161297837302e-01,1.120446515179499558e-01,6.880200393360288436e-01,2.220710758545320074e-01,6.993851869749103667e-01,7.508512715645778712e-01
5.280775302895059919e-01,8.863432556768556791e-01,7.492101965696247312e-01,2.883446315278588856e-01,2.330789610567707282e-01,2.023992959419832482e-01,8.508205639112713659e-01,7.537981289318540501e-01,9.464443585037907170e-02,7.073855533791290062e-01,3.293247341087888191e-01,7.040744619243481939e-01,7.496994131383938331e-01
5.361063967325465640e-01,8.863432556768556791e-01,7.495368750675728275e-01,2.587648245054864349e-01,2.185032955970644952e-01,2.002041275959376421e-01,8.545246449017340762e-01,7.567197939750444080e-01,9.266478823752311023e-02,6.794036550957798237e-01,1.658601336724008224e-01,6.982823196732670379e-01,7.584428316151191618e-01
5.440476989713010081e-01,8.863432556768556791e-01,7.504989352789770418e-01,2.685546235558115558e-01,2.221119716776314146e-01,2.018885665598465495e-01,7.942614323149966848e-01,7.203682097672399198e-01,8.610832852136973692e-02,6.449401435004523675e-01,3.371177655191012201e-01,6.963368253186601464e-01,7.716831749943824370e-01
5.516009332688118771e-01,8.863432556768556791e-01,7.506628301765349010e-01,2.585563324985617473e-01,2.171243786554363231e-01,1.943341799213906818e-01,8.249497110539066869e-01,7.559664137311868926e-01,1.034585837507210337e-01,6.831281559057109654e-01,2.340450655833629101e-01,6.957035961098689825e-01,7.709569694450763011e-01
4.723238028753535822e-01,9.553562640879033063e-01,6.509227086197265644e-01,7.457280487686773762e-01,5.643189507307773134e-01,1.735814783967278840e-01,3.361675066365469866e-01,4.130141412389179978e-01,5.313874448569786413e-01,6.537468517612258223e-01,5.058749576699435035e-01,9.106447276836406868e-01,6.018387435549648057e-01
4.741500413651714707e-01,9.553562640879033063e-01,6.509227086197265644e-01,7.255653590912582995e-01,5.546362690709062404e-01,1.750545200218416309e-01,3.849303292693734835e-01,4.401346190249116885e-01,5.631862835528435030e-01,6.968118928388860045e-01,4.967450618120485828e-01,9.109127035041519882e-01,6.056470760964326461e-01
4.831805065932556209e-01,9.553562640879033063e-01,6.509227086197265644e-01,7.340907608592250888e-01,5.587300685820250079e-01,1.763267461513002843e-01,3.847668673564982877e-01,4.281045181228516627e-01,4.872382087455675026e-01,6.326766217185435526e-01,5.048958379038832600e-01,9.112587878273432640e-01,6.083511912054544446e-01
4.921003479009299353e-01,9.553562640879033063e-01,6.509227086197265644e-01,6.962683505953024543e-01,5.405671452910916219e-01,1.789270257831861999e-01,3.569501783277663765e-01,4.112859350684688886e-01,5.176924332173680199e-01,6.338096285519873030e-01,5.095801719466325208e-01,9.123131489376419268e-01,6.108246273393350689e-01
4.962716158366918817e-01,9.553562640879033063e-01,6.509227086197265644e-01,7.045511287955907864e-01,5.445447330599166857e-01,1.817762319214235589e-01,3.669997091174562187e-01,4.124815816314847394e-01,4.442134183280758708e-01,5.441312671522567923e-01,4.844541651477378141e-01,9.115464921827480804e-01,6.160766023745815057e-01
4.913809689147859983e-01,9.553562640879033063e-01,6.509227086197265644e-01,6.631602929483200182e-01,5.246672788248469832e-01,1.850040617287673772e-01,3.666444842235090928e-01,4.290532124694201865e-01,4.154149152872146922e-01,5.024271692149377966e-01,4.920717946104229967e-01,9.107409454557653383e-01,6.196821964405030414e-01
4.864572517529499596e-01,9.553562640879033063e-01,6.509227086197265644e-01,6.641763570152678930e-01,5.251556382619357866e-01,1.904463160097084051e-01,3.583228210833894756e-01,4.623781446662169614e-01,4.319839993405206746e-01,4.513083585903534534e-01,4.904803853126166180e-01,9.103428561381199380e-01,6.227102233813153198e-01
4.814980890836644267e-01,9.553562640879033063e-01,6.509227086197265644e-01,6.219794187724915213e-01,5.048913011252521565e-01,1.966465771716950917e-01,3.517340039817662412e-01,4.445928466905556542e-01,4.468365936600472987e-01,4.548990024658594589e-01,4.739715015914638951e-01,9.099956297907878522e-01,6.260876850570391561e-01
