Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	weight10	weight11	weight12	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,1,2,3,6	-3.590818941604195	0.6000459629421033	5.793336878078195	-6.287041848128159	0.0	0.0	-0.2909985393944949	0.0	0.0	0.0	0.0	0.0	0.0	0.5608278908598878	0.952	0.22599999999999998	0.861686274509804	0.8052528603209914	0.8717997824750554	0.03919183588453083	0.06111953560962399	0.038448595580522466	0.042883980850065145	0.03386052578888384
0,1,2,3,5	-4.159247816815173	1.9876791236926548	4.593098972197334	-5.6895385935270415	0.0	2.623844696758617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8044423146383537	0.9719999999999999	0.21815384615384614	0.8754901960784315	0.8134992841840727	0.88523653293266	0.031240998703626604	0.05405147666972212	0.03448182912480697	0.03811045155266904	0.029802813484937633
0,1,2,3,4	-3.739933944042761	0.5582097455386821	1.836609034677195	-5.049312190846827	-4.510036211243152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.281783002872966	0.952	0.21061538461538465	0.8695686274509804	0.8165774655554966	0.8783146687069229	0.03487119154832537	0.060398871418587394	0.033497267013103835	0.040736668605212405	0.02866659867681936
0,1,2,3,7	-3.804104696509222	0.7042358018936479	5.638993615383829	-6.019462010621059	0.0	0.0	0.0	-0.7906482284691481	0.0	0.0	0.0	0.0	0.0	0.8336161701766953	0.9279999999999999	0.21046153846153848	0.857764705882353	0.8117689122201079	0.8650473586424867	0.056	0.05165566466814353	0.03728463210023231	0.036522353822906896	0.035373070630183426
0,1,2,3,8	-2.601904608509504	0.1963907394081328	5.170389143086626	-6.46184912504124	0.0	0.0	0.0	0.0	0.7732841762137634	0.0	0.0	0.0	0.0	0.27672464387196544	0.9640000000000001	0.22615384615384615	0.8674901960784315	0.8073663996418444	0.8779922510332059	0.03322649545167228	0.062024999731688644	0.034736532383721985	0.04173705106739279	0.029410575840670708
0,1,2,3,10	-3.432029409229197	0.456541383652338	5.975519446725257	-6.394971336552757	0.0	0.0	0.0	0.0	0.0	0.0	-0.8486061788396192	0.0	0.0	0.6579794882019577	0.952	0.1829230769230769	0.8835294117647059	0.8352001687648238	0.8889601635996869	0.056	0.038825661007415205	0.03307070704935608	0.028739797933593818	0.03321454365389844
0,1,2,3,9	-1.180523895243057	-0.643469573308133	4.055865366649366	-6.867909566358614	0.0	0.0	0.0	0.0	0.0	2.1714291452485726	0.0	0.0	0.0	0.38851211200863156	0.9719999999999999	0.1986153846153846	0.8853333333333333	0.8267344668679485	0.8932300997395337	0.018330302779823376	0.03783145430605653	0.021540944801944035	0.02643377202709386	0.01819858478172206
0,1,2,4,7	-3.70983890590375	0.7126702785174326	-2.4683894937808994	0.0	-8.927698112796275	0.0	0.0	-1.8956532225049831	0.0	0.0	0.0	0.0	0.0	7.683968192546248	0.8836666666666668	0.1403076923076923	0.8714509803921568	0.8610425432445068	0.8709715886354541	0.06034069936618235	0.0530169114472758	0.04022076716691985	0.04283372906721933	0.04122227933201238
0,1,2,3,12	-3.023399935943988	0.48171341138768514	5.105535789677633	-5.914395524985614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.496118259435506	-2.046849468376685	0.992	0.20615384615384613	0.8913333333333334	0.8242182782456698	0.9000852760832899	0.016000000000000014	0.03905995997658959	0.02207076800796385	0.028367832206679464	0.019111757668233528
0,1,2,4,8	-2.5715256049477775	-0.17692006216495537	-3.690464430799719	0.0	-8.797922400000173	0.0	0.0	0.0	0.11767263940641921	0.0	0.0	0.0	0.0	7.35411102930883	0.8636666666666667	0.22215384615384615	0.819921568627451	0.791879785185197	0.8245444732436962	0.08214418218392987	0.06651137732455605	0.05786640940949199	0.05725425490104537	0.0583711265108455
