time(s), Phieff(Wb), Thetaeff(rad), Phipl(Wb), DelTheta(rad), Phiext(Wb), Thetaext(rad)
3.00000, 4.6010261e-05, 0.00059801998, 4.72524e-07, 2.5848668, 4.6481997e-05, 0.0141434
3.00100, 4.6001885e-05, 0.00091349060, 4.82063e-07, 2.6169527, 4.6481997e-05, 0.0141434
3.00200, 4.5969606e-05, 0.00059801998, 5.13183e-07, 2.5826714, 4.6481997e-05, 0.0141434
3.00300, 4.5960577e-05, 0.0000000, 5.21561e-07, 2.5505545, 4.6481997e-05, 0.0141434
3.00400, 4.5969795e-05, 0.00048828125, 5.12673e-07, 2.5700591, 4.6481997e-05, 0.0141434
3.00500, 4.5945574e-05, 0.00077204045, 5.37492e-07, 2.5901392, 4.6481997e-05, 0.0141434
3.00600, 4.5974510e-05, 0.00077204045, 5.08644e-07, 2.5945098, 4.6481997e-05, 0.0141434
3.00700, 4.5967351e-05, 0.0000000, 5.14653e-07, 2.5224073, 4.6481997e-05, 0.0141434
3.00800, 4.5975329e-05, 0.0000000, 5.06668e-07, 2.5267141, 4.6481997e-05, 0.0141434
3.00900, 4.5975965e-05, 0.00091349060, 5.07487e-07, 2.6027420, 4.6481997e-05, 0.0141434
3.01000, 4.5993189e-05, 0.0000000, 4.88808e-07, 2.5282943, 4.6481997e-05, 0.0141434
3.01100, 4.6041123e-05, 0.0011451211, 4.44063e-07, 2.6467636, 4.6481997e-05, 0.0141434
3.01200, 4.6053006e-05, 0.0011451211, 4.32579e-07, 2.6557057, 4.6481997e-05, 0.0141434
3.01300, 4.6045524e-05, 0.00091349060, 4.38586e-07, 2.6251609, 4.6481997e-05, 0.0141434
3.01400, 4.6057651e-05, 0.0010918301, 4.27271e-07, 2.6439521, 4.6481997e-05, 0.0141434
3.01500, 4.6080637e-05, 0.0015822123, 4.08144e-07, 2.7091954, 4.6481997e-05, 0.0141434
3.01600, 4.6111871e-05, 0.0017605233, 3.79094e-07, 2.7444751, 4.6481997e-05, 0.0141434
3.01700, 4.6096873e-05, 0.0016558425, 3.92467e-07, 2.7203438, 4.6481997e-05, 0.0141434
3.01800, 4.6081119e-05, 0.00097656250, 4.03346e-07, 2.6376073, 4.6481997e-05, 0.0141434
3.01900, 4.6082234e-05, 0.0011451211, 4.03311e-07, 2.6595881, 4.6481997e-05, 0.0141434
3.02000, 4.6066062e-05, 0.0010918301, 4.19105e-07, 2.6499269, 4.6481997e-05, 0.0141434
3.02100, 4.6064009e-05, 0.00059801998, 4.18772e-07, 2.5883496, 4.6481997e-05, 0.0141434
3.02200, 4.6038839e-05, 0.0000000, 4.43257e-07, 2.5064385, 4.6481997e-05, 0.0141434
3.02300, 4.6059058e-05, 0.0000000, 4.23034e-07, 2.5063717, 4.6481997e-05, 0.0141434
3.02400, 4.6079802e-05, 0.00059801998, 4.02991e-07, 2.4648359, 4.6481997e-05, 0.0141434
3.02500, 4.6066727e-05, 0.00059801998, 4.16373e-07, 2.4549382, 4.6481997e-05, 0.0141434
3.02600, 4.6075236e-05, 0.00048828125, 4.07436e-07, 2.4700968, 4.6481997e-05, 0.0141434
3.02700, 4.6111256e-05, 0.00059801998, 3.71726e-07, 2.4549029, 4.6481997e-05, 0.0141434
3.02800, 4.6127227e-05, 0.00048828125, 3.55192e-07, 2.4788354, 4.6481997e-05, 0.0141434
3.02900, 4.6149898e-05, 0.00091349060, 3.34857e-07, 2.6553876, 4.6481997e-05, 0.0141434
3.03000, 4.6157209e-05, 0.0000000, 3.25025e-07, 2.5654790, 4.6481997e-05, 0.0141434
3.03100, 4.6195143e-05, 0.0010918301, 2.91299e-07, 2.7017806, 4.6481997e-05, 0.0141434
3.03200, 4.6193717e-05, 0.00059801998, 2.90056e-07, 2.6377714, 4.6481997e-05, 0.0141434
3.03300, 4.6189460e-05, 0.0011451211, 2.97859e-07, 2.7161329, 4.6481997e-05, 0.0141434
3.03400, 4.6220238e-05, 0.00059801998, 2.63685e-07, 2.6479971, 4.6481997e-05, 0.0141434
3.03500, 4.6161125e-05, 0.00059801998, 3.22378e-07, 2.6237772, 4.6481997e-05, 0.0141434
3.03600, 4.6188901e-05, 0.00059801998, 2.94791e-07, 2.6343505, 4.6481997e-05, 0.0141434
3.03700, 4.6129996e-05, 0.0000000, 3.52003e-07, 2.5306809, 4.6481997e-05, 0.0141434
3.03800, 4.6159895e-05, 0.0000000, 3.22114e-07, 2.5187547, 4.6481997e-05, 0.0141434
3.03900, 4.6138380e-05, 0.00048828125, 3.44035e-07, 2.4782970, 4.6481997e-05, 0.0141434
3.04000, 4.6130320e-05, 0.0000000, 3.51860e-07, 2.4953272, 4.6481997e-05, 0.0141434
3.04100, 4.6134091e-05, 0.00091349060, 3.50314e-07, 2.4105399, 4.6481997e-05, 0.0141434
3.04200, 4.6128579e-05, 0.00059801998, 3.54422e-07, 2.4524191, 4.6481997e-05, 0.0141434
3.04300, 4.6183717e-05, 0.00048828125, 2.98783e-07, 2.4695580, 4.6481997e-05, 0.0141434
3.04400, 4.6158517e-05, 0.00059801998, 3.24759e-07, 2.4389689, 4.6481997e-05, 0.0141434
3.04500, 4.6189820e-05, 0.0000000, 2.92183e-07, 2.5335567, 4.6481997e-05, 0.0141434
3.04600, 4.6197039e-05, 0.0000000, 2.85066e-07, 2.5547984, 4.6481997e-05, 0.0141434
3.04700, 4.6230046e-05, 0.00091349060, 2.55593e-07, 2.6959655, 4.6481997e-05, 0.0141434
3.04800, 4.6245837e-05, 0.00048828125, 2.36880e-07, 2.6052005, 4.6481997e-05, 0.0141434
3.04900, 4.6257414e-05, 0.0011451211, 2.30819e-07, 2.7598126, 4.6481997e-05, 0.0141434
3.05000, 4.6237618e-05, 0.00097656250, 2.48855e-07, 2.7168658, 4.6481997e-05, 0.0141434
3.05100, 4.6265173e-05, 0.0012448779, 2.24774e-07, 2.7935264, 4.6481997e-05, 0.0141434
3.05200, 4.6247908e-05, 0.00077204045, 2.36550e-07, 2.6714251, 4.6481997e-05, 0.0141434
3.05300, 4.6236995e-05, 0.00077204045, 2.47746e-07, 2.6760008, 4.6481997e-05, 0.0141434
3.05400, 4.6213584e-05, 0.00048828125, 2.69065e-07, 2.5968301, 4.6481997e-05, 0.0141434
3.05500, 4.6186893e-05, 0.0000000, 2.95431e-07, 2.5743129, 4.6481997e-05, 0.0141434
3.05600, 4.6195969e-05, 0.0000000, 2.86081e-07, 2.5082529, 4.6481997e-05, 0.0141434
3.05700, 4.6182082e-05, 0.00048828125, 3.00503e-07, 2.4650829, 4.6481997e-05, 0.0141434
3.05800, 4.6213706e-05, 0.00097656250, 2.71820e-07, 2.3665879, 4.6481997e-05, 0.0141434
3.05900, 4.6199333e-05, 0.00059801998, 2.83814e-07, 2.4376400, 4.6481997e-05, 0.0141434
3.06000, 4.6215233e-05, 0.00048828125, 2.67326e-07, 2.4627464, 4.6481997e-05, 0.0141434
3.06100, 4.6227659e-05, 0.00048828125, 2.55163e-07, 2.4472048, 4.6481997e-05, 0.0141434
3.06200, 4.6239861e-05, 0.0000000, 2.42274e-07, 2.4937246, 4.6481997e-05, 0.0141434
3.06300, 4.6305069e-05, 0.00048828125, 1.77846e-07, 2.6288669, 4.6481997e-05, 0.0141434
3.06400, 4.6283746e-05, 0.0000000, 1.98358e-07, 2.4946678, 4.6481997e-05, 0.0141434
3.06500, 4.6313004e-05, 0.0000000, 1.69039e-07, 2.5506494, 4.6481997e-05, 0.0141434
3.06600, 4.6283054e-05, 0.0000000, 1.99012e-07, 2.5011752, 4.6481997e-05, 0.0141434
3.06700, 4.6304313e-05, 0.0000000, 1.77810e-07, 2.4898803, 4.6481997e-05, 0.0141434
3.06800, 4.6318318e-05, 0.0000000, 1.63681e-07, 2.5231192, 4.6481997e-05, 0.0141434
3.06900, 4.6294437e-05, 0.0000000, 1.87889e-07, 2.4683559, 4.6481997e-05, 0.0141434
3.07000, 4.6303838e-05, 0.00048828125, 1.79871e-07, 2.3895943, 4.6481997e-05, 0.0141434
3.07100, 4.6282898e-05, 0.00097656250, 2.04724e-07, 2.2929704, 4.6481997e-05, 0.0141434
3.07200, 4.6279042e-05, 0.00091349060, 2.06959e-07, 2.3308284, 4.6481997e-05, 0.0141434
3.07300, 4.6286195e-05, 0.0013810680, 2.06026e-07, 2.2117493, 4.6481997e-05, 0.0141434
3.07400, 4.6239323e-05, 0.0018269814, 2.57222e-07, 2.1904008, 4.6481997e-05, 0.0141434
3.07500, 4.6317079e-05, 0.0017263351, 1.83551e-07, 2.0738037, 4.6481997e-05, 0.0141434
3.07600, 4.6262538e-05, 0.0013810680, 2.28958e-07, 2.2390630, 4.6481997e-05, 0.0141434
3.07700, 4.6291284e-05, 0.0013372133, 2.00559e-07, 2.2134502, 4.6481997e-05, 0.0141434
3.07800, 4.6300489e-05, 0.0016558425, 1.97294e-07, 2.1255052, 4.6481997e-05, 0.0141434
3.07900, 4.6322880e-05, 0.00048828125, 1.60394e-07, 2.4013856, 4.6481997e-05, 0.0141434
3.08000, 4.6360411e-05, 0.00077204045, 1.26662e-07, 2.2437451, 4.6481997e-05, 0.0141434
3.08100, 4.6305806e-05, 0.00048828125, 1.76916e-07, 2.4370225, 4.6481997e-05, 0.0141434
3.08200, 4.6326039e-05, 0.0010918301, 1.63646e-07, 2.2202208, 4.6481997e-05, 0.0141434
3.08300, 4.6313955e-05, 0.0000000, 1.68561e-07, 2.6057179, 4.6481997e-05, 0.0141434
3.08400, 4.6316550e-05, 0.0000000, 1.65858e-07, 2.5977080, 4.6481997e-05, 0.0141434
3.08500, 4.6274388e-05, 0.00097656250, 2.12521e-07, 2.3124964, 4.6481997e-05, 0.0141434
3.08600, 4.6272849e-05, 0.00077204045, 2.11816e-07, 2.3688905, 4.6481997e-05, 0.0141434
3.08700, 4.6270614e-05, 0.0015440810, 2.23230e-07, 2.2009404, 4.6481997e-05, 0.0141434
3.08800, 4.6264772e-05, 0.00097656250, 2.21560e-07, 2.3297498, 4.6481997e-05, 0.0141434
3.08900, 4.6234513e-05, 0.0020716023, 2.65753e-07, 2.1555069, 4.6481997e-05, 0.0141434
3.09000, 4.6241731e-05, 0.0015440810, 2.50805e-07, 2.2372701, 4.6481997e-05, 0.0141434
3.09100, 4.6251068e-05, 0.0017605233, 2.45009e-07, 2.1876357, 4.6481997e-05, 0.0141434
3.09200, 4.6257281e-05, 0.0019223655, 2.41960e-07, 2.1485651, 4.6481997e-05, 0.0141434
3.09300, 4.6246580e-05, 0.0017605233, 2.48978e-07, 2.1967232, 4.6481997e-05, 0.0141434
3.09400, 4.6252887e-05, 0.0021561920, 2.49786e-07, 2.1187561, 4.6481997e-05, 0.0141434
3.09500, 4.6269418e-05, 0.00091349060, 2.16297e-07, 2.3421600, 4.6481997e-05, 0.0141434
3.09600, 4.6275817e-05, 0.0014648439, 2.16797e-07, 2.2138832, 4.6481997e-05, 0.0141434
3.09700, 4.6293013e-05, 0.0015440810, 2.02162e-07, 2.1651361, 4.6481997e-05, 0.0141434
3.09800, 4.6290464e-05, 0.0011451211, 1.99420e-07, 2.2458351, 4.6481997e-05, 0.0141434
3.09900, 4.6303947e-05, 0.0012448779, 1.87094e-07, 2.2158325, 4.6481997e-05, 0.0141434
3.10000, 4.6279517e-05, 0.0014648439, 2.13934e-07, 2.1994617, 4.6481997e-05, 0.0141434
3.10100, 4.6234956e-05, 0.0022107877, 2.67214e-07, 2.1374552, 4.6481997e-05, 0.0141434
3.10200, 4.6222806e-05, 0.0016558425, 2.70662e-07, 2.2360766, 4.6481997e-05, 0.0141434
3.10300, 4.6229842e-05, 0.0020132356, 2.69020e-07, 2.1724627, 4.6481997e-05, 0.0141434
3.10400, 4.6193069e-05, 0.0026966222, 3.14704e-07, 2.1212127, 4.6481997e-05, 0.0141434
3.10500, 4.6175110e-05, 0.0031644255, 3.39942e-07, 2.0843494, 4.6481997e-05, 0.0141434
3.10600, 4.6161009e-05, 0.0030297067, 3.50580e-07, 2.1151149, 4.6481997e-05, 0.0141434
3.10700, 4.6133475e-05, 0.0027186358, 3.70491e-07, 2.1826708, 4.6481997e-05, 0.0141434
3.10800, 4.6151247e-05, 0.0040264730, 3.79542e-07, 2.0167701, 4.6481997e-05, 0.0141434
3.10900, 4.6108725e-05, 0.0033296358, 4.04104e-07, 2.1359274, 4.6481997e-05, 0.0141434
3.11000, 4.6141515e-05, 0.0029901010, 3.67916e-07, 2.1403048, 4.6481997e-05, 0.0141434
3.11100, 4.6163061e-05, 0.0028261330, 3.45040e-07, 2.1373594, 4.6481997e-05, 0.0141434
3.11200, 4.6158248e-05, 0.0036702405, 3.65948e-07, 2.0442779, 4.6481997e-05, 0.0141434
3.11300, 4.6153116e-05, 0.0031644255, 3.59820e-07, 2.1112692, 4.6481997e-05, 0.0141434
3.11400, 4.6153775e-05, 0.0022640675, 3.44657e-07, 2.2184932, 4.6481997e-05, 0.0141434
