time(s), Phieff(Wb), Thetaeff(rad), Phipl(Wb), DelTheta(rad), Phiext(Wb), Thetaext(rad)
3.00000, 0.00027908448, 0.0000000, 0.00000, 2.1991150, 0.00027908448, -0.575905
3.00100, 0.00027911655, 0.0000000, 4.90747e-08, 0.91088564, 0.00027908448, -0.575905
3.00200, 0.00027907240, -0.0000000, 2.13773e-08, -2.1186130, 0.00027908448, -0.575905
3.00300, 0.00027912109, 0.0000000, 4.00251e-08, 0.46813774, 0.00027908448, -0.575905
3.00400, 0.00027916207, -0.0000000, 7.75987e-08, 0.048780239, 0.00027908448, -0.575905
3.00500, 0.00027911452, -0.0000000, 9.10540e-08, -1.1822844, 0.00027908448, -0.575905
3.00600, 0.00027916267, -0.0000000, 8.94613e-08, -0.45496436, 0.00027908448, -0.575905
3.00700, 0.00027913071, -0.0000000, 7.70303e-08, -0.87475466, 0.00027908448, -0.575905
3.00800, 0.00027915265, -0.00059801998, 1.79626e-07, -1.1294041, 0.00027908448, -0.575905
3.00900, 0.00027922443, -0.00048828125, 1.79322e-07, -0.62320826, 0.00027908448, -0.575905
3.01000, 0.00027919332, -0.00059801998, 1.94487e-07, -0.92471956, 0.00027908448, -0.575905
3.01100, 0.00027930541, -0.00059801998, 2.89597e-07, -0.65092866, 0.00027908448, -0.575905
3.01200, 0.00027942884, -0.00077204045, 3.96713e-07, -0.46749116, 0.00027908448, -0.575905
3.01300, 0.00027951150, -0.0011451211, 5.42176e-07, -0.61204856, 0.00027908448, -0.575905
3.01400, 0.00027971358, -0.0014648439, 7.47422e-07, -0.51867486, 0.00027908448, -0.575905
3.01500, 0.00027983796, -0.0019223655, 9.25290e-07, -0.56778026, 0.00027908448, -0.575905
3.01600, 0.00027986737, -0.0027621367, 1.09692e-06, -0.72496576, 0.00027908448, -0.575905
3.01700, 0.00027998690, -0.0029901010, 1.23368e-06, -0.69938176, 0.00027908448, -0.575905
3.01800, 0.00028007815, -0.0032204373, 1.34304e-06, -0.68712016, 0.00027908448, -0.575905
3.01900, 0.00028016317, -0.0036211926, 1.47745e-06, -0.70170896, 0.00027908448, -0.575905
3.02000, 0.00028037232, -0.0033652480, 1.59362e-06, -0.57910436, 0.00027908448, -0.575905
3.02100, 0.00028057959, -0.0032204373, 1.74637e-06, -0.49227116, 0.00027908448, -0.575905
3.02200, 0.00028083888, -0.0032388929, 1.97592e-06, -0.42726486, 0.00027908448, -0.575905
3.02300, 0.00028116267, -0.0028261330, 2.22494e-06, -0.31423186, 0.00027908448, -0.575905
3.02400, 0.00028134211, -0.0023417152, 2.34959e-06, -0.22944806, 0.00027908448, -0.575905
3.02500, 0.00028149132, -0.0010918301, 2.42596e-06, -0.073733761, 0.00027908448, -0.575905
3.02600, 0.00028151489, 0.00077204045, 2.43837e-06, 0.13356474, 0.00027908448, -0.575905
3.02700, 0.00028133861, 0.0023417152, 2.34623e-06, 0.33468874, 0.00027908448, -0.575905
3.02800, 0.00028125807, 0.0041432069, 2.46562e-06, 0.54613054, 0.00027908448, -0.575905
