time(s), Phieff(Wb), Thetaeff(rad), Phipl(Wb), DelTheta(rad), Phiext(Wb), Thetaext(rad)
3.00000, 4.0171608e-05, 0.017156193, 6.31741e-06, 2.4039638, 4.6445400e-05, 0.00000
3.00100, 4.0163196e-05, 0.018338453, 6.33193e-06, 2.3967025, 4.6445400e-05, 0.00000
3.00200, 4.0186140e-05, 0.016787417, 6.30114e-06, 2.4060071, 4.6445400e-05, 0.00000
3.00300, 4.0166467e-05, 0.018060053, 6.32719e-06, 2.3983915, 4.6445400e-05, 0.00000
3.00400, 4.0166606e-05, 0.017438767, 6.32380e-06, 2.4022997, 4.6445400e-05, 0.00000
3.00500, 4.0230715e-05, 0.017683160, 6.26151e-06, 2.3994253, 4.6445400e-05, 0.00000
3.00600, 4.0189496e-05, 0.016949963, 6.29862e-06, 2.4049146, 4.6445400e-05, 0.00000
3.00700, 4.0225411e-05, 0.017723564, 6.26697e-06, 2.3992937, 4.6445400e-05, 0.00000
3.00800, 4.0261104e-05, 0.016886545, 6.22725e-06, 2.4038942, 4.6445400e-05, 0.00000
3.00900, 4.0232078e-05, 0.017208230, 6.25769e-06, 2.4024179, 4.6445400e-05, 0.00000
3.01000, 4.0307626e-05, 0.016428510, 6.17881e-06, 2.4058840, 4.6445400e-05, 0.00000
3.01100, 4.0333306e-05, 0.017023653, 6.15635e-06, 2.4015100, 4.6445400e-05, 0.00000
3.01200, 4.0342184e-05, 0.016583791, 6.14529e-06, 2.4041908, 4.6445400e-05, 0.00000
3.01300, 4.0398223e-05, 0.016326601, 6.08839e-06, 2.4047339, 4.6445400e-05, 0.00000
3.01400, 4.0407123e-05, 0.014962594, 6.07296e-06, 2.4135702, 4.6445400e-05, 0.00000
3.01500, 4.0436045e-05, 0.015686078, 6.04770e-06, 2.4081791, 4.6445400e-05, 0.00000
3.01600, 4.0507406e-05, 0.015487216, 5.97587e-06, 2.4081056, 4.6445400e-05, 0.00000
3.01700, 4.0521282e-05, 0.016669832, 5.96811e-06, 2.3998339, 4.6445400e-05, 0.00000
3.01800, 4.0558987e-05, 0.015215416, 5.92334e-06, 2.4089058, 4.6445400e-05, 0.00000
3.01900, 4.0630736e-05, 0.015724031, 5.85464e-06, 2.4039471, 4.6445400e-05, 0.00000
3.02000, 4.0535976e-05, 0.016268080, 5.95144e-06, 2.4022367, 4.6445400e-05, 0.00000
3.02100, 4.0640812e-05, 0.015487216, 5.84347e-06, 2.4053376, 4.6445400e-05, 0.00000
3.02200, 4.0637148e-05, 0.015923677, 5.84931e-06, 2.4024179, 4.6445400e-05, 0.00000
3.02300, 4.0620981e-05, 0.015867429, 5.86506e-06, 2.4031527, 4.6445400e-05, 0.00000
3.02400, 4.0655597e-05, 0.015448681, 5.82859e-06, 2.4053118, 4.6445400e-05, 0.00000
3.02500, 4.0667530e-05, 0.014579229, 5.81251e-06, 2.4110935, 4.6445400e-05, 0.00000
3.02600, 4.0691573e-05, 0.015117161, 5.79124e-06, 2.4068539, 4.6445400e-05, 0.00000
3.02700, 4.0722403e-05, 0.015018263, 5.76016e-06, 2.4068844, 4.6445400e-05, 0.00000
3.02800, 4.0723869e-05, 0.015367441, 5.76042e-06, 2.4044402, 4.6445400e-05, 0.00000
