time(s), Phieff(Wb), Thetaeff(rad), Phipl(Wb), DelTheta(rad), Phiext(Wb), Thetaext(rad)
3.00000, 4.2743390e-05, 0.013685054, 3.75191e-06, 2.3567016, 4.6445400e-05, 0.00000
3.00100, 4.2726839e-05, 0.012624775, 3.76084e-06, 2.3693688, 4.6445400e-05, 0.00000
3.00200, 4.2758008e-05, 0.012709475, 3.73063e-06, 2.3671014, 4.6445400e-05, 0.00000
3.00300, 4.2763983e-05, 0.013228824, 3.72832e-06, 2.3609650, 4.6445400e-05, 0.00000
3.00400, 4.2754731e-05, 0.013558154, 3.73980e-06, 2.3576410, 4.6445400e-05, 0.00000
3.00500, 4.2736193e-05, 0.013398951, 3.75691e-06, 2.3603065, 4.6445400e-05, 0.00000
3.00600, 4.2774293e-05, 0.013340994, 3.71896e-06, 2.3592165, 4.6445400e-05, 0.00000
3.00700, 4.2709948e-05, 0.013702466, 3.78494e-06, 2.3580940, 4.6445400e-05, 0.00000
3.00800, 4.2760799e-05, 0.012928022, 3.72940e-06, 2.3644521, 4.6445400e-05, 0.00000
3.00900, 4.2790077e-05, 0.013332055, 3.70334e-06, 2.3585970, 4.6445400e-05, 0.00000
3.01000, 4.2749591e-05, 0.013505295, 3.74448e-06, 2.3584793, 4.6445400e-05, 0.00000
3.01100, 4.2803805e-05, 0.013358853, 3.69002e-06, 2.3576353, 4.6445400e-05, 0.00000
3.01200, 4.2795295e-05, 0.013376690, 3.69852e-06, 2.3578460, 4.6445400e-05, 0.00000
3.01300, 4.2793110e-05, 0.012453645, 3.69424e-06, 2.3685286, 4.6445400e-05, 0.00000
3.01400, 4.2848178e-05, 0.012937240, 3.64325e-06, 2.3604891, 4.6445400e-05, 0.00000
3.01500, 4.2835585e-05, 0.012653071, 3.65366e-06, 2.3643959, 4.6445400e-05, 0.00000
3.01600, 4.2868740e-05, 0.012515713, 3.62000e-06, 2.3645122, 4.6445400e-05, 0.00000
3.01700, 4.2941583e-05, 0.011774634, 3.54308e-06, 2.3700383, 4.6445400e-05, 0.00000
3.01800, 4.2904594e-05, 0.012044894, 3.58139e-06, 2.3684900, 4.6445400e-05, 0.00000
3.01900, 4.2959616e-05, 0.012381644, 3.52942e-06, 2.3619368, 4.6445400e-05, 0.00000
3.02000, 4.2968714e-05, 0.012453645, 3.52090e-06, 2.3607347, 4.6445400e-05, 0.00000
3.02100, 4.2937419e-05, 0.012591681, 3.55275e-06, 2.3605263, 4.6445400e-05, 0.00000
3.02200, 4.2994342e-05, 0.011683159, 3.49035e-06, 2.3688161, 4.6445400e-05, 0.00000
3.02300, 4.2981522e-05, 0.011626902, 3.50261e-06, 2.3701241, 4.6445400e-05, 0.00000
3.02400, 4.2983644e-05, 0.011885482, 3.50222e-06, 2.3669422, 4.6445400e-05, 0.00000
3.02500, 4.2986860e-05, 0.010742239, 3.49169e-06, 2.3806360, 4.6445400e-05, 0.00000
3.02600, 4.2988275e-05, 0.012044894, 3.49879e-06, 2.3647029, 4.6445400e-05, 0.00000
3.02700, 4.2981760e-05, 0.011171993, 3.49940e-06, 2.3756683, 4.6445400e-05, 0.00000
3.02800, 4.3042484e-05, 0.011840261, 3.44389e-06, 2.3646753, 4.6445400e-05, 0.00000
3.02900, 4.3009191e-05, 0.011513566, 3.47457e-06, 2.3701913, 4.6445400e-05, 0.00000
3.03000, 4.3048926e-05, 0.011064772, 3.43233e-06, 2.3740323, 4.6445400e-05, 0.00000
3.03100, 4.3092041e-05, 0.011965453, 3.39583e-06, 2.3608253, 4.6445400e-05, 0.00000
3.03200, 4.3044593e-05, 0.011032403, 3.43637e-06, 2.3746917, 4.6445400e-05, 0.00000
3.03300, 4.3137200e-05, 0.011466878, 3.34779e-06, 2.3649604, 4.6445400e-05, 0.00000
3.03400, 4.3157634e-05, 0.010907431, 3.32382e-06, 2.3712037, 4.6445400e-05, 0.00000
3.03500, 4.3158772e-05, 0.011278194, 3.32519e-06, 2.3663676, 4.6445400e-05, 0.00000
3.03600, 4.3155317e-05, 0.010852646, 3.32575e-06, 2.3720143, 4.6445400e-05, 0.00000
3.03700, 4.3164657e-05, 0.010095782, 3.31177e-06, 2.3812406, 4.6445400e-05, 0.00000
3.03800, 4.3171077e-05, 0.011155975, 3.31222e-06, 2.3673346, 4.6445400e-05, 0.00000
3.03900, 4.3166678e-05, 0.010869111, 3.31467e-06, 2.3712022, 4.6445400e-05, 0.00000
3.04000, 4.3182728e-05, 0.010934721, 3.29921e-06, 2.3696773, 4.6445400e-05, 0.00000
3.04100, 4.3185445e-05, 0.010449722, 3.29339e-06, 2.3757928, 4.6445400e-05, 0.00000
3.04200, 4.3229664e-05, 0.010585735, 3.25053e-06, 2.3720262, 4.6445400e-05, 0.00000
3.04300, 4.3158549e-05, 0.011241138, 3.32515e-06, 2.3668707, 4.6445400e-05, 0.00000
3.04400, 4.3228296e-05, 0.010512280, 3.25144e-06, 2.3729823, 4.6445400e-05, 0.00000
3.04500, 4.3256425e-05, 0.011560065, 3.23076e-06, 2.3579433, 4.6445400e-05, 0.00000
3.04600, 4.3228196e-05, 0.010403990, 3.25081e-06, 2.3744710, 4.6445400e-05, 0.00000
3.04700, 4.3264076e-05, 0.010808619, 3.21800e-06, 2.3674619, 4.6445400e-05, 0.00000
3.04800, 4.3283926e-05, 0.010095782, 3.19373e-06, 2.3759902, 4.6445400e-05, 0.00000
3.04900, 4.3313136e-05, 0.010568829, 3.16792e-06, 2.3682907, 4.6445400e-05, 0.00000
3.05000, 4.3349797e-05, 0.010563187, 3.13165e-06, 2.3665912, 4.6445400e-05, 0.00000
3.05100, 4.3344141e-05, 0.011086299, 3.14091e-06, 2.3596590, 4.6445400e-05, 0.00000
3.05200, 4.3377104e-05, 0.011161317, 3.10892e-06, 2.3569238, 4.6445400e-05, 0.00000
3.05300, 4.3418455e-05, 0.011430433, 3.07015e-06, 2.3509309, 4.6445400e-05, 0.00000
3.05400, 4.3347371e-05, 0.012167981, 3.14574e-06, 2.3448660, 4.6445400e-05, 0.00000
3.05500, 4.3391164e-05, 0.011565220, 3.09807e-06, 2.3505433, 4.6445400e-05, 0.00000
3.05600, 4.3423871e-05, 0.012221747, 3.07102e-06, 2.3395145, 4.6445400e-05, 0.00000
