# nel,B,Pinput,Prad,Prad/Pinput,beta,CIII,CIV,OV,OVI,FeXVI,SDLloop_dPhi,SDLloop_dTheta
2.060067572496638189e+00,1.011600911678479875e+00,2.386098693221863520e+00,1.036914174197893779e+00,8.758228413183570815e-01,1.146403610823848798e-02,8.633371125412352409e-01,-3.618684066500865160e-01,7.080013097005312117e-01,-6.219750853069068164e-01,7.080013097005312117e-01,-6.931509182297952876e+00,1.756409578697133433e-01
7.913984855576747801e-01,3.074846997479607213e-01,-1.172409539869817552e+00,-4.472719624436759522e-01,-2.119255710893335198e+00,-1.900465575136977892e+00,-2.960988876329730957e+00,-4.840691273937625105e+00,-2.997031116685660024e+00,-3.754596269167211009e+00,-9.603339998045708370e+00,-1.156387776487142816e+01,-6.526009257494565396e+00
