Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	weight10	weight11	weight12	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,1,2,3,4,5,8	-3.784152687933131	2.346977559545534	0.6290778825893959	-5.082974837465091	-3.266246997208934	3.357105127850315	0.0	0.0	1.2872085529175865	0.0	0.0	0.0	0.0	1.0502605199639168	0.9727692307692308	0.18376068376068372	0.8932510885341074	0.8433843835902659	0.9009706658511384	0.038749995228096676	0.09716728773694452	0.045796636410661895	0.07004759232887112	0.038332232049414584
0,1,2,3,4,5,7	-4.586620753624112	2.1775301116192676	1.7526367588060008	-4.262544798127086	-4.194606148317395	2.2030597293023524	0.0	-0.8390844153279933	0.0	0.0	0.0	0.0	0.0	2.420839352353448	0.9572307692307692	0.2101139601139601	0.872278664731495	0.8207547193803819	0.8815401566417845	0.047172351745813655	0.0935828051216492	0.048092187515700414	0.06568601192699522	0.04108105385590645
0,1,2,3,4,5,6	-4.3397090605069915	2.1367231340287303	1.3574067199505662	-4.518581994268904	-3.8519031230245906	2.7143834777354803	0.008210046966708451	0.0	0.0	0.0	0.0	0.0	0.0	1.8941402400745848	0.9689230769230768	0.23276353276353276	0.8665457184325109	0.8076786588385261	0.8785629608036108	0.037752228665745936	0.10153048337754432	0.04579836125959195	0.0654845092151492	0.035861977452049845
0,1,2,3,4,6,11	-4.251682362813348	1.2535064865752905	1.8824526624983289	-4.640268202597653	-4.536020481712093	0.0	-0.8405135591205669	0.0	0.0	0.0	0.0	0.45977096323286937	0.0	3.592328775548937	0.9572307692307692	0.20256410256410257	0.8761248185776488	0.8285618234875333	0.885138999364807	0.04392462613460802	0.10565691370703417	0.04576396700343771	0.07328967554852478	0.037348311219685265
0,1,2,3,4,5,9	-1.9125235380064343	1.4793791101245342	0.060604576044140976	-5.368754846185514	-2.7324511817695822	3.6900669850947416	0.0	0.0	0.0	2.5354229326218487	0.0	0.0	0.0	0.3225634829515268	0.9804615384615385	0.1725071225071225	0.9027939042089985	0.8495892931615631	0.9091589903609159	0.02603638782788926	0.07223346001793611	0.03486197475102752	0.051458589234208624	0.029652466139406024
0,1,2,3,4,5,10	-4.090568287989582	1.79244169952023	1.7281414525389274	-4.489109830833484	-4.277777068627023	2.156347901051719	0.0	0.0	0.0	0.0	-0.7754534136186572	0.0	0.0	2.429935224404347	0.9649230769230769	0.19515669515669515	0.883744557329463	0.8318821466126478	0.8912668351423157	0.04724755402078234	0.0758284466958206	0.03049976827543709	0.05303580013232746	0.026350080864354117
0,1,2,3,4,7,8	-3.8840214551040306	1.358654426127708	1.3574814580860333	-4.6893427264191425	-3.936612819591282	0.0	0.0	-2.4090561918807145	2.2026494828880034	0.0	0.0	0.0	0.0	3.708602226918015	0.9570769230769229	0.16894586894586894	0.8932148040638607	0.854849969606611	0.8996655329201653	0.05043925399126424	0.10802981526726915	0.052582707655439674	0.08176254251668343	0.04523801953209065
0,1,2,3,4,6,12	-3.4724862363573883	1.2481717816086222	1.8037026673267824	-4.041407130928131	-4.145696969007559	0.0	-0.941275939942362	0.0	0.0	0.0	0.0	0.0	4.303776174606071	0.14134655600955787	0.976923076923077	0.17649572649572648	0.898911465892598	0.8489521708876548	0.9065249243718603	0.03076923076923075	0.09734765918421727	0.05028854790037465	0.07177260919686358	0.0429560964792532
0,1,2,3,4,7,9	-0.8033124044606161	-0.04568452027712757	0.7210476436606916	-5.1002920884663645	-3.384099550805761	0.0	0.0	-3.487852409021733	0.0	4.400302289097505	0.0	0.0	0.0	3.05035833834572	0.9726153846153845	0.08233618233618233	0.9447750362844701	0.920875753505342	0.9452501493007365	0.039107196026627745	0.04331421401088094	0.027418577880785326	0.03698943756577281	0.027491888392497908
0,1,2,3,4,7,10	-4.2335840771022175	1.122866547340252	2.4068574575247665	-4.468348068236258	-5.07388424494591	0.0	0.0	-1.0634892856100024	0.0	0.0	-0.8706735381457869	0.0	0.0	4.265820979317778	0.961076923076923	0.15	0.9046806966618286	0.8640448455367808	0.9084373193925636	0.04577821501996557	0.06093819964871903	0.03115526267817943	0.047229062946000704	0.029372837308869706
