# nel,B,Pinput,Prad,Prad/Pinput,beta,CIII,CIV,OV,OVI,FeXVI,SDLloop_dPhi,SDLloop_dTheta
6.042460032938657966e-01,8.863432556768556791e-01,8.207215745276501551e-01,4.744416500988383745e-01,2.096805237273249301e-01,2.988277520598316972e-01,8.538427937630240772e-01,8.372076649460911124e-01,8.910624920425282980e-01,4.945383801078039321e-01,9.608569838408000940e-01,9.334505910718626787e-01,6.889889732209900641e-01
5.987298581570458245e-01,8.863432556768556791e-01,8.184077293187275171e-01,4.903551739091061568e-01,2.203152515670535605e-01,2.962964592749318671e-01,8.644464935739074596e-01,9.445541860334085715e-01,9.020076067130902153e-01,5.463285433660611812e-01,9.647897413312812587e-01,9.318721174911770433e-01,6.940183402391002510e-01
5.931765210871086103e-01,8.863432556768556791e-01,8.200181385891727182e-01,4.968890587455111474e-01,2.216387982373235199e-01,2.940141552995912955e-01,8.723523364673234637e-01,9.365657259274113855e-01,9.101679996494380642e-01,5.707649694030964005e-01,9.677219030684267587e-01,9.314920095449441551e-01,6.971235989360873297e-01
5.875837810584544352e-01,8.863432556768556791e-01,8.216895895510512027e-01,4.881630555075653355e-01,2.153298502842770357e-01,2.863060792490156325e-01,8.708169259485685210e-01,9.318397359268546509e-01,9.085831524268760395e-01,5.042603102307559038e-01,9.671524417175499932e-01,9.321462410670195986e-01,6.958834740299084665e-01
5.786799335171820546e-01,8.863432556768556791e-01,8.203352946170445747e-01,4.730853459581311760e-01,2.094668588344511528e-01,2.793693918233238760e-01,8.845530816066362600e-01,1.000000000000000000e+00,9.227615808520122087e-01,5.790137896473331880e-01,9.722469813610842282e-01,9.310725991479178454e-01,6.979209655968421355e-01
5.696726234661945165e-01,8.863432556768556791e-01,8.190837099303257540e-01,4.260515101808726168e-01,1.876466420180387118e-01,2.715677670269670552e-01,8.725463236885319107e-01,9.369130490305512815e-01,9.103682328150894953e-01,5.424159531452971139e-01,9.677938500973762848e-01,9.314786496081972622e-01,6.969061745727702650e-01
5.605629475266545869e-01,8.863432556768556791e-01,8.189783796958964857e-01,4.541807408668537827e-01,2.017112797940949775e-01,2.679394819168980924e-01,8.950740196893473000e-01,9.653521577579473600e-01,9.336212690562148975e-01,5.910081195868941428e-01,9.761490437345592408e-01,9.304151007245633487e-01,6.966435080735333685e-01
5.554802814818836643e-01,8.863432556768556791e-01,8.195601556777226682e-01,4.192985602702362646e-01,1.837338569770942120e-01,2.677025707056558401e-01,8.670265242254019400e-01,9.137635630093267070e-01,9.046707084452977332e-01,5.427996658086041704e-01,9.657466370423349877e-01,9.298504568167327289e-01,6.961091086991608723e-01
5.521415098148395595e-01,8.863432556768556791e-01,8.199945949704935400e-01,3.960528891383531258e-01,1.716993192864829654e-01,2.684464885833696135e-01,8.748665733428357960e-01,9.367973346852745964e-01,9.127631891966935251e-01,5.702741174809147218e-01,9.686543968282809169e-01,9.292153031161314303e-01,6.975213893045565383e-01
5.487885356103981982e-01,8.863432556768556791e-01,8.210095923652692695e-01,4.519752726549110533e-01,1.982049886806211969e-01,2.687458525820879407e-01,8.878285762177204887e-01,9.603937739223639136e-01,9.261425388912363221e-01,5.839309767442544263e-01,9.734618145039040105e-01,9.291821613472144303e-01,6.993219148359507420e-01
5.730503514379629015e-01,8.863432556768556791e-01,8.199700682700410415e-01,3.493960976479217884e-01,1.486079865591274363e-01,2.413130839890526014e-01,9.004253215758428741e-01,8.275360885397828881e-01,9.391448706131331203e-01,6.952391087202923758e-01,9.781337634977819162e-01,9.316531745257763397e-01,7.052388344032640699e-01
5.684960216727418247e-01,8.863432556768556791e-01,8.192278597545912255e-01,3.825711277409261091e-01,1.659290790358461942e-01,2.347926899214256569e-01,8.822224250184785843e-01,7.986537367261522524e-01,9.203558824571081987e-01,6.547377865113932494e-01,9.713825748503106539e-01,9.321919449467781504e-01,7.047516029721292430e-01
5.639152242729100761e-01,8.863432556768556791e-01,8.201127836507411395e-01,3.774751880990893094e-01,1.623521424141420866e-01,2.256781149511365436e-01,8.985773132952379338e-01,7.912907549103962435e-01,9.372373606963954051e-01,7.562426191769355821e-01,9.774483641996463135e-01,9.343789230792345357e-01,7.074399142250168415e-01
5.593076498042764966e-01,8.863432556768556791e-01,8.207881040132569694e-01,2.987796723480516392e-01,1.225528321521944797e-01,2.295609703711446459e-01,8.907957687736582919e-01,8.351085811378079482e-01,9.292052682549104548e-01,7.246598211886694507e-01,9.745623029143819505e-01,9.336460766352934204e-01,7.039818145643463865e-01
5.510787025471480804e-01,8.863432556768556791e-01,8.211742508870265578e-01,3.716123402604385451e-01,1.581865725172465487e-01,2.319420437988705119e-01,8.940705389433121208e-01,8.439108714538601230e-01,9.325854785273484104e-01,6.991249028163764034e-01,9.757768673724489528e-01,9.328648801989805062e-01,7.040418700611378311e-01
5.427629394986296374e-01,8.863432556768556791e-01,8.202539564132236283e-01,3.478886412074500556e-01,1.475233596195553165e-01,2.290577133643962870e-01,9.064716663227414539e-01,8.405264699795065297e-01,9.453858938194512618e-01,7.140369567956671437e-01,9.803762645132285680e-01,9.330159793604924090e-01,7.039299289950275984e-01
5.343585092877208842e-01,8.863432556768556791e-01,8.191609598164077966e-01,3.533995701990222948e-01,1.515532509752747226e-01,2.280746279288040634e-01,8.879013901061676428e-01,7.850637755931986206e-01,9.262176972202043057e-01,6.850901403732632122e-01,9.734888201123528262e-01,9.328844898542913988e-01,7.035187584482468504e-01
5.393120774256768835e-01,8.863432556768556791e-01,8.204141603915963143e-01,3.477628674648508555e-01,1.472713219636702098e-01,2.265613636163001932e-01,8.939415237666145098e-01,7.798413148787720628e-01,9.324523093573056087e-01,6.812804153847434874e-01,9.757290175264902166e-01,9.332118587091806639e-01,7.042282520909560750e-01
5.498953321267713301e-01,8.863432556768556791e-01,8.213851854879906655e-01,3.432826200470370792e-01,1.438961249839929568e-01,2.270080960501421607e-01,8.800680219157421824e-01,7.843986629041954650e-01,9.181321125063724997e-01,6.752186275307554553e-01,9.705835381847209842e-01,9.333088285312762800e-01,7.031366592223450285e-01
5.603366149924410289e-01,8.863432556768556791e-01,8.217027534411971423e-01,3.385173830321653310e-01,1.411573428767565197e-01,2.259507415297293820e-01,8.783316271636050221e-01,8.076690302564599744e-01,9.163398098182110596e-01,6.799171553407060697e-01,9.699395347152063307e-01,9.334289263919171020e-01,7.034119057985728229e-01
5.573936466995438321e-01,8.863432556768556791e-01,8.170528529765024306e-01,4.515440943746827918e-01,2.026927192380816312e-01,3.097656655938463288e-01,8.746440224032875355e-01,9.282892070641416415e-01,9.125334726263603091e-01,5.535291228361273186e-01,9.685718559331092381e-01,9.433200465748954322e-01,7.026920846847546365e-01
5.587891466366371462e-01,8.863432556768556791e-01,8.175035550300913112e-01,4.594232805232519867e-01,2.060609833642050859e-01,3.044992865891735789e-01,9.189088772230800117e-01,9.428134047028127185e-01,9.582235544392334603e-01,6.337674655324070372e-01,9.849890445052459365e-01,9.452267927876942810e-01,6.994176606173134747e-01
5.578444186782939296e-01,8.863432556768556791e-01,8.165070815392659886e-01,4.855025587154639388e-01,2.201686650093463427e-01,3.019521505108169190e-01,8.733262071838420182e-01,9.095579611117345920e-01,9.111732267736214474e-01,4.959084067115460126e-01,9.680830975027711061e-01,9.427132776724616026e-01,7.043018316043081484e-01
5.568985570600623047e-01,8.863432556768556791e-01,8.151544661399469094e-01,4.447708464426067820e-01,2.015912461913865750e-01,2.977616658366157854e-01,8.769369862545040029e-01,9.656560002747404114e-01,9.149002646644808223e-01,5.614904557416440234e-01,9.694222827579066504e-01,9.418193079787546829e-01,7.068089822203598160e-01
5.559497944989549856e-01,8.863432556768556791e-01,8.174471330434797123e-01,4.929459161062677008e-01,2.227403750587806930e-01,2.899743984379764550e-01,9.048501850053706219e-01,9.550535451102883933e-01,9.437122045155932337e-01,6.094501645150031122e-01,9.797748807594165443e-01,9.440924431937156580e-01,7.075394787410678177e-01
5.495396184921251814e-01,8.863432556768556791e-01,8.177592916023239678e-01,4.578761617329187850e-01,2.049901408214452880e-01,2.857674827670888540e-01,8.733351578540762272e-01,9.581474119599384665e-01,9.111824656349470919e-01,5.459860349713415717e-01,9.680864171757188608e-01,9.420325214790996604e-01,7.084228650466971589e-01
5.407057495345418685e-01,8.863432556768556791e-01,8.174901929517464083e-01,4.603817773946636271e-01,2.065524499473566644e-01,2.798019265342831519e-01,9.593821752400968350e-01,9.585098656201724854e-01,9.999999999999998890e-01,6.848588452950918892e-01,9.999999999999998890e-01,9.451652436254920353e-01,7.069143229897507652e-01
5.317717539371601410e-01,8.863432556768556791e-01,8.165741196676332692e-01,5.032104016200269481e-01,2.288644967187745127e-01,2.740410887400207551e-01,9.079702811577954336e-01,9.549303851332473503e-01,9.469327606215307558e-01,6.235996136610845175e-01,9.809320788820827808e-01,9.429941346855741369e-01,7.087766993630324475e-01
5.266037719632127301e-01,8.863432556768556791e-01,8.148718707442248466e-01,4.592100959186741216e-01,2.090822143147658685e-01,2.694318591216253722e-01,9.089765829323694923e-01,9.384482325159542171e-01,9.479714630095970040e-01,6.146140450805755995e-01,9.813053015225028375e-01,9.421897652588879790e-01,7.101496521132633077e-01
5.272079335454197269e-01,8.863432556768556791e-01,8.170275724468586409e-01,4.218951969550168157e-01,1.880298709674957935e-01,2.675620505335504218e-01,8.809423472328514748e-01,9.824757792593661332e-01,9.190345890971672871e-01,5.145666090716860541e-01,9.709078126833681210e-01,9.420247141160538185e-01,7.096046153885333663e-01
5.390471090930574194e-01,8.863432556768556791e-01,8.176035030189801045e-01,3.660653722787244879e-01,1.596802491150768333e-01,2.463155435714325936e-01,8.963836318814800697e-01,8.502782941522648574e-01,9.349730477629401015e-01,6.908046171151297488e-01,9.766347597817967019e-01,9.424205096024986794e-01,7.171338929932219441e-01
5.420646359262802916e-01,8.863432556768556791e-01,8.168351676392693328e-01,3.178640619239225251e-01,1.367077173688112657e-01,2.393530893292402650e-01,9.421861289346405988e-01,8.782892881117136952e-01,9.822502803690900119e-01,7.557075406961940578e-01,9.936222374151865155e-01,9.418207551844108849e-01,7.168728323359114807e-01
5.494898057707146011e-01,8.863432556768556791e-01,8.180903645150717773e-01,3.452424495359663892e-01,1.487824820344840759e-01,2.359214814201888721e-01,8.868104474463027742e-01,8.050619591946156506e-01,9.250916287041026642e-01,6.740818035307839518e-01,9.730842054029789079e-01,9.419121989047296584e-01,7.162018245875987343e-01
5.568456821383122035e-01,8.863432556768556791e-01,8.155723459378996232e-01,3.039809940415686418e-01,1.313269538230896760e-01,2.313219384880622620e-01,9.043832350126143060e-01,8.581615918062529547e-01,9.432302198020227069e-01,6.835957335835924908e-01,9.796016958226072546e-01,9.419526995664229130e-01,7.176106289485235656e-01
5.641335464070528216e-01,8.863432556768556791e-01,8.173025618783598123e-01,3.360900711907924832e-01,1.451833701671846333e-01,2.294143311038123745e-01,8.906131875185567814e-01,8.309418940658899189e-01,9.290168083013637945e-01,6.513635928206857884e-01,9.744945861917824192e-01,9.419026512134585083e-01,7.167592577325151426e-01
5.537091495700113830e-01,8.863432556768556791e-01,8.194373109561194912e-01,3.166795847296562938e-01,1.330294396038160798e-01,2.243242383815071683e-01,9.149649332148914738e-01,8.256091461798684694e-01,9.541526244625480047e-01,7.132948233432099272e-01,9.835262932375872236e-01,9.420377262309314048e-01,7.164950295408754055e-01
5.353571503002075849e-01,8.863432556768556791e-01,8.179105464290625793e-01,3.535866505659461256e-01,1.531313048546273370e-01,2.237908278182131339e-01,9.008832762423013563e-01,7.611239137835049684e-01,9.396175703714912952e-01,6.492993489515069827e-01,9.783036121993612388e-01,9.422706549307329205e-01,7.172480156091545211e-01
5.165658074347644346e-01,8.863432556768556791e-01,8.162810203635395556e-01,2.759280304690780450e-01,1.165844055203738572e-01,2.203539565338398232e-01,9.583366922395634147e-01,8.594391045327874901e-01,9.989208548401928844e-01,7.826592776140806063e-01,9.996122456147523705e-01,9.429100599341364575e-01,7.188382825500232443e-01
5.053961897487680988e-01,8.863432556768556791e-01,8.166485877252985803e-01,3.353217313521579812e-01,1.455790022387061233e-01,2.226995178383756047e-01,9.068152348571733024e-01,8.577066354168165763e-01,9.457405244741868833e-01,6.919397086575177491e-01,9.805036890679952322e-01,9.416122576134926536e-01,7.173836829289865769e-01
5.062047942597748262e-01,8.863432556768556791e-01,8.172981047360461382e-01,3.190464604791666270e-01,1.367427829959275698e-01,2.223222811352939532e-01,9.463148625211948994e-01,8.495662173022620056e-01,9.865119497255401271e-01,7.309242584570906365e-01,9.951535244403112435e-01,9.419500961809805784e-01,7.182984989837057910e-01
5.915927598202775917e-01,8.863432556768556791e-01,7.521885483857191357e-01,4.667371454130574415e-01,2.872879648668724695e-01,2.768119850864213527e-01,9.226608393832835819e-01,7.241081828325885983e-01,4.340143795578998986e-02,4.458145908118236189e-01,2.823599953076981750e-01,7.128556511954076136e-01,4.821216620005723819e-01
5.652207630911901814e-01,8.863432556768556791e-01,7.515584800013332956e-01,4.396870038852835338e-01,2.746313353478742059e-01,2.777735071194025185e-01,9.524524052447238542e-01,8.769797883529395488e-01,1.150123944395874398e-01,5.119552417187595017e-01,2.842911759326726129e-01,7.055879171685603968e-01,5.847216545855608016e-01
5.379357959122389454e-01,8.863432556768556791e-01,7.501368975898778935e-01,4.836030955598888403e-01,2.980828801841000075e-01,2.721190988491549723e-01,9.755821860985701699e-01,9.239721440940140695e-01,2.070832859065089293e-01,6.446221523925407260e-01,2.344175792201362851e-01,7.067038194774000193e-01,6.193656210794431516e-01
5.219527328433056779e-01,8.863432556768556791e-01,7.503739090132148792e-01,3.845392112757785585e-01,2.487112342142788757e-01,2.690032104869777285e-01,9.916852031893507169e-01,9.091152369274344558e-01,1.607506990645400924e-01,5.511558257433843977e-01,3.033858200358132695e-01,7.035002225135802423e-01,6.281654361252144714e-01
5.294228891221041122e-01,8.863432556768556791e-01,7.495608249548444402e-01,4.787014279614916212e-01,2.963379238355294820e-01,2.665542332607951925e-01,9.847450195775195869e-01,9.014359666265930882e-01,2.112172567002444934e-01,6.886973087293023488e-01,2.359041868800164643e-01,7.076427692796807278e-01,6.174935360218132274e-01
5.368229136911163435e-01,8.863432556768556791e-01,7.518205550107781576e-01,4.444440116376786598e-01,2.766777014870512863e-01,2.655318359182575749e-01,9.747685021256672355e-01,7.787445208685654929e-01,8.770756139980784294e-02,4.959141749753901429e-01,3.086020685100409056e-01,7.175909649081262387e-01,5.113359535593505756e-01
5.441021656191143974e-01,8.863432556768556791e-01,7.516692193096614627e-01,4.097866241536238796e-01,2.596840373644573319e-01,2.624102322151039557e-01,9.264079526763144834e-01,9.242464454601497792e-01,1.794349339306923197e-01,5.973277804991214968e-01,2.448172460431995434e-01,7.040347101268535912e-01,6.507185059666091842e-01
5.460969209819482861e-01,8.863432556768556791e-01,7.498159536076458576e-01,4.189591295642427493e-01,2.664307433800395253e-01,2.556236493860806203e-01,9.724298159836122224e-01,7.800569375382995219e-01,9.282490516457408969e-02,4.835591240547497671e-01,3.081969988165369490e-01,7.136067210747840672e-01,5.661423338868309951e-01
5.480866409885917223e-01,8.863432556768556791e-01,7.508830899525367197e-01,3.916478047738214396e-01,2.516294133633138475e-01,2.546011417795247533e-01,8.913043136395646382e-01,9.179511460282480106e-01,1.784500565620992241e-01,5.884974627767399769e-01,2.795903823526915133e-01,7.043375508092022397e-01,6.499466023611542020e-01
5.500713509965230452e-01,8.863432556768556791e-01,7.505422731107238565e-01,4.084660128352404218e-01,2.603678070716562987e-01,2.526386082453703219e-01,9.321657899637049161e-01,9.023112074491778101e-01,1.879482071470356397e-01,7.904922947033670155e-01,2.344963385580214332e-01,7.131255025545784054e-01,6.308527956544744963e-01
5.346830704551474023e-01,8.863432556768556791e-01,7.513807053578221984e-01,3.321752184218058623e-01,2.215658029716719435e-01,2.216608889983745501e-01,8.891597248327803849e-01,7.689716828994322961e-01,1.402679546400994459e-01,7.686532561503753858e-01,2.735412566657587918e-01,7.112327897074395278e-01,6.927166972805962608e-01
5.233295949896358268e-01,8.863432556768556791e-01,7.515328222969929195e-01,3.015605026910194719e-01,2.062153937906044954e-01,2.172870687468821949e-01,8.886875036341959078e-01,7.712117619008690417e-01,1.517061599373095149e-01,7.268400137659210003e-01,2.894459455019554595e-01,7.078584763803632551e-01,6.998187490214329287e-01
5.118101934185447233e-01,8.863432556768556791e-01,7.502538565905947365e-01,3.018298759828223488e-01,2.078674558421041429e-01,2.172778317373841306e-01,8.677773103702638435e-01,7.926315078325654184e-01,1.743773462289440745e-01,7.773017292149972945e-01,2.444305845044641989e-01,7.139629817645007925e-01,7.113360531605761317e-01
5.030691792244587068e-01,8.863432556768556791e-01,7.497391244129236743e-01,3.088626793748563970e-01,2.119644074195172756e-01,2.140952276293192069e-01,9.103459914448334134e-01,8.192709740625273573e-01,1.656957680297352908e-01,8.009497128507347963e-01,3.815839915279501948e-01,7.136275468707458103e-01,7.153077707008477226e-01
4.999854529248642931e-01,8.863432556768556791e-01,7.495122927974973148e-01,2.819602303571958068e-01,1.989027646088217249e-01,2.095050812303761445e-01,9.493748744199173029e-01,8.150248150254226776e-01,1.969007194400919092e-01,8.059200397273935668e-01,2.880919659462858329e-01,7.104531131619318263e-01,7.166589730078197773e-01
4.968896149851816935e-01,8.863432556768556791e-01,7.506873120120840515e-01,3.193745366102762051e-01,2.160466242658130032e-01,2.035009724666195785e-01,9.000877925988949313e-01,7.660534562218643817e-01,1.375971146426008263e-01,7.444784307240377430e-01,3.225822084722927974e-01,7.063775794642705996e-01,7.172380229546294617e-01
4.937319247341810380e-01,8.863432556768556791e-01,7.514833776747072980e-01,2.743799465934765314e-01,1.928037672724060014e-01,2.031855465980972886e-01,8.814148669199989294e-01,7.637755301594869595e-01,1.320214136101154345e-01,6.947521688444302512e-01,1.332534070541619986e-01,7.040286141429865641e-01,7.257816937131011947e-01
4.857192183603243896e-01,8.863432556768556791e-01,7.502205345223589283e-01,2.589371061355320025e-01,1.866516795807969809e-01,1.998226445382563776e-01,8.732223570124018064e-01,7.599459863770013923e-01,1.048458851508847767e-01,6.898037695245092804e-01,3.204050299015881453e-01,7.034880001483896361e-01,7.317665107677703284e-01
4.776242218025948949e-01,8.863432556768556791e-01,7.495992665588473436e-01,2.949065825385062678e-01,2.052142054250747361e-01,1.978706918736558018e-01,8.820874280215097452e-01,7.745096115107169554e-01,1.325719916707027712e-01,7.446028500062285005e-01,2.735001668205956360e-01,7.103195094609409121e-01,7.257761887558108471e-01
4.694452272729122688e-01,8.863432556768556791e-01,7.495948554943305808e-01,2.735238220346453697e-01,1.946242452588810012e-01,2.058995649477041168e-01,8.045703037073135278e-01,7.219655264072675216e-01,1.320963025831770610e-01,6.715165371456172094e-01,3.176275024108398126e-01,7.106314044467694213e-01,7.394007727098130811e-01
5.354386531463558585e-01,8.863432556768556791e-01,6.324411320507851153e-01,2.415139643132605540e-01,3.179546887487757489e-01,2.630093850742022399e-01,7.634395583548753139e-01,7.896797042589356330e-01,1.065153392501740903e-01,5.589178719869906109e-01,3.123830352929698462e-01,7.376383859829307443e-01,7.582538000876981599e-01
5.356849216496116783e-01,8.863432556768556791e-01,6.346638536192007463e-01,2.055500649158477355e-01,2.974927385989415418e-01,2.660432844061114688e-01,7.089551098318731537e-01,6.459193744802533832e-01,7.906572200255101990e-02,7.296245856302052690e-01,2.955969078234423897e-01,7.232730983532449365e-01,7.395672118510201454e-01
5.366457192865313752e-01,8.863432556768556791e-01,6.339325065396761438e-01,1.915170985456771668e-01,2.914066805493000234e-01,2.469857739865355395e-01,7.887786172064733536e-01,7.086754932169223586e-01,1.251122546828679072e-01,7.353385847840649969e-01,3.315902125387238941e-01,7.249734793366977570e-01,7.487612343504244095e-01
5.376053471999650002e-01,8.863432556768556791e-01,6.322575010494406733e-01,2.009830138944139477e-01,2.980874332059412213e-01,2.507618323220321965e-01,7.667670495204044201e-01,6.933988823228584009e-01,1.207685885664525616e-01,7.513943145371941856e-01,1.993421836770689071e-01,7.312844605365644846e-01,7.467392590974833988e-01
5.385313371067806942e-01,8.863432556768556791e-01,6.336718011226659675e-01,1.603617331318959727e-01,2.762769640201792609e-01,2.559862022365003709e-01,7.545551667960783693e-01,6.756552165694416079e-01,4.803226054284770452e-02,7.439298785881611753e-01,3.279873217091024973e-01,7.340241152896340715e-01,7.419606525125432839e-01
5.361030396921800945e-01,8.863432556768556791e-01,6.333965611733884948e-01,2.013895351892393826e-01,2.969358192524597650e-01,2.616852505274640528e-01,7.392840430817155806e-01,6.819935073601998132e-01,5.827481999058414797e-02,7.040221441296958815e-01,2.729325476457998834e-01,7.356655136280247920e-01,7.365556977647604864e-01
5.336690534372691141e-01,8.863432556768556791e-01,6.331162823944873619e-01,1.803457844914441721e-01,2.868409124342789496e-01,2.644399154812846486e-01,7.394970697814056138e-01,6.661413050960309779e-01,6.290822368471260528e-02,6.755013804855020121e-01,3.236463576517788487e-01,7.360622839236918846e-01,7.311259928333618818e-01
5.312257071488352134e-01,8.863432556768556791e-01,6.330523702088777238e-01,1.662251336681736802e-01,2.799192906332829134e-01,2.661421488473458830e-01,7.283980031900445518e-01,6.752587842576196486e-01,4.789334057198357808e-02,6.612504695989311898e-01,3.028894125384292701e-01,7.350071316443627101e-01,7.268895517436360088e-01
