# nel,B,Pinput,Prad,Prad/Pinput,beta,CIII,CIV,OV,OVI,FeXVI,SDLloop_dPhi,SDLloop_dTheta
5.271585195336679908e-01,8.863432556768556791e-01,6.317375191273298940e-01,1.901198445255268266e-01,2.933218890200106621e-01,2.683271138973621905e-01,7.241679231656256155e-01,6.701637115226413144e-01,0.000000000000000000e+00,6.492494000743471716e-01,3.189204018838206478e-01,7.335324426099409933e-01,7.204598703913209778e-01
5.222677089147110818e-01,8.863432556768556791e-01,6.332297622441207530e-01,1.680342000877816377e-01,2.806048721015437231e-01,2.682810321688696709e-01,7.161167086676880622e-01,6.709461323572128988e-01,3.124517376725066686e-02,6.390678574244675891e-01,2.645380462591663262e-01,7.310310135582294144e-01,7.131614969990891506e-01
4.783060459340598980e-01,8.863432556768556791e-01,6.343221620146530793e-01,1.481244446116980473e-01,2.694406429052781937e-01,2.315264747504879317e-01,7.140043219458372947e-01,6.815694775718013076e-01,1.830089957676139800e-02,6.228427996374447106e-01,3.446912756282102253e-01,6.993042191582148348e-01,6.471651141667510432e-01
4.694058414932505974e-01,8.863432556768556791e-01,6.335194524550149531e-01,1.255998550242754808e-01,2.592329528755219492e-01,2.149332914550107221e-01,7.343170227863156097e-01,6.940043883750853793e-01,6.230388103779394005e-02,6.401600437795713638e-01,2.811395139159843515e-01,6.852156576865806592e-01,6.506560677291062245e-01
4.654889586938980583e-01,8.863432556768556791e-01,6.322335819310624938e-01,1.363583308389667847e-01,2.660914276051087324e-01,2.103364857787815012e-01,7.263631273072231886e-01,6.927968067097219906e-01,4.140453612305716735e-02,6.409776536645340750e-01,3.304346878299005974e-01,6.878739436854850453e-01,6.413862187500241063e-01
4.615525147662157268e-01,8.863432556768556791e-01,6.323942792918314515e-01,1.177972998725097253e-01,2.567030282956390130e-01,2.096105437131899896e-01,7.164567916842922157e-01,6.827714649982679074e-01,7.008715078226213091e-02,6.301515093010694457e-01,2.141093255776869153e-01,6.884756460167489323e-01,6.371468827103480281e-01
4.575983124136252522e-01,8.863432556768556791e-01,6.327450071925264652e-01,1.140709811700483800e-01,2.544405937254310412e-01,2.114188426174855584e-01,6.550941525444997637e-01,6.270211148546919189e-01,8.977228010013604820e-02,6.231120516522360431e-01,3.758265763482692146e-01,6.808591844479823241e-01,6.145730294038104224e-01
4.538391248079337581e-01,8.863432556768556791e-01,6.322058332029170113e-01,1.392699016673313306e-01,2.675676266639180900e-01,1.916895102639585291e-01,7.296457963767013499e-01,6.943084177423584080e-01,9.004770278832541219e-02,6.466268396564712750e-01,1.386013112495926292e-01,6.746959452307947913e-01,6.276748111590488843e-01
4.500619230691987882e-01,8.863432556768556791e-01,6.321972209715081004e-01,9.643109698386273521e-02,2.463499468965028583e-01,1.911241661604611286e-01,7.167478932425995763e-01,6.919830130241884092e-01,7.048457576415456671e-02,6.333514586955018011e-01,3.593528134048784572e-01,6.775944280228294314e-01,6.181988487926559639e-01
4.462685617219447343e-01,8.863432556768556791e-01,6.317288925314556991e-01,1.118698884029406260e-01,2.545573222045538486e-01,1.897823663845878972e-01,7.099638215533399244e-01,6.826174186209026384e-01,8.359120236711325980e-02,6.326907309437128646e-01,1.905176632706940820e-01,6.767749116468251280e-01,6.149040597073267556e-01
4.423590343865785313e-01,8.863432556768556791e-01,6.308254695386171784e-01,1.237958011356532495e-01,2.615394569053149931e-01,1.882784793496982134e-01,7.082294227343495230e-01,6.891330823015859863e-01,1.155853629935372773e-01,6.294613414025210796e-01,3.236769847145689605e-01,6.751284772770902443e-01,6.073428819674400181e-01
4.383849562726124249e-01,8.863432556768556791e-01,6.326055329886905998e-01,9.439140553924296739e-02,2.448541026894257011e-01,1.858637199059848255e-01,7.063526165635269916e-01,6.722844580791162983e-01,5.554544005373418525e-02,6.250116565851093764e-01,3.003873504681969786e-01,6.726340316850878409e-01,6.012989126595110756e-01
4.424976120321729711e-01,9.553562640879033063e-01,6.509227086197265644e-01,7.326134809287446759e-01,5.393561297556398459e-01,1.587528391458294941e-01,3.093159928502566824e-01,4.040465694442850753e-01,5.933056593821708358e-01,6.717892879111847515e-01,5.061190359380900450e-01,9.108927094542234038e-01,5.962903733922471083e-01
4.288413317017364390e-01,9.553562640879033063e-01,6.509227086197265644e-01,7.482048506013827538e-01,5.470825033584798547e-01,1.594806488009026246e-01,3.357929677704850069e-01,4.002531806700858619e-01,5.353260560456868378e-01,6.524799293088521246e-01,4.964124324058891147e-01,9.112344813355399697e-01,5.994689836318167764e-01
4.149442745484580586e-01,9.553562640879033063e-01,6.509227086197265644e-01,7.421376373703798546e-01,5.440760383548238766e-01,1.601353278748391951e-01,3.361675066365469866e-01,4.130141412389179978e-01,5.433676276682268824e-01,6.591663738154850405e-01,5.105806396829362104e-01,9.119808909095434846e-01,6.018387435549648057e-01
4.169211778582534444e-01,9.553562640879033063e-01,6.509227086197265644e-01,7.216902432633626185e-01,5.339434732842930353e-01,1.616323364596694567e-01,3.849303292693734835e-01,4.401346190249116885e-01,5.743535220744415692e-01,7.007838957769771948e-01,5.015376902111552404e-01,9.122492599233891220e-01,6.056470760964326461e-01
4.266966571825178134e-01,9.553562640879033063e-01,6.509227086197265644e-01,7.303360267703868924e-01,5.382274817221652796e-01,1.629252622026863273e-01,3.847668673564982877e-01,4.281045181228516627e-01,5.003470764667414805e-01,6.388043646407182141e-01,5.096108443304898650e-01,9.125958520463088863e-01,6.083511912054544446e-01
4.363523861041816998e-01,9.553562640879033063e-01,6.509227086197265644e-01,6.919795504710047895e-01,5.192206602050266628e-01,1.655678493947434493e-01,3.569501783277663765e-01,4.112859350684688886e-01,5.300227320066113190e-01,6.398992884023915195e-01,5.142505682349958196e-01,9.136517601908127340e-01,6.108246273393350689e-01
4.408677839748470495e-01,9.553562640879033063e-01,6.509227086197265644e-01,7.003792844783172100e-01,5.233830573907567452e-01,1.684634132241520366e-01,3.669997091174562187e-01,4.124815816314847394e-01,4.584222242582461360e-01,5.532352313939801203e-01,4.893638429703751069e-01,9.128839785421687392e-01,6.160766023745815057e-01
4.355736582947339341e-01,9.553562640879033063e-01,6.509227086197265644e-01,6.584039951429938586e-01,5.025820432142746874e-01,1.717437610769099177e-01,3.666444842235090928e-01,4.290532124694201865e-01,4.303599612675784725e-01,5.129329080161685317e-01,4.969089277553503936e-01,9.120772498592808475e-01,6.196821964405030414e-01
4.302437340772785612e-01,9.553562640879033063e-01,6.509227086197265644e-01,6.594344063999865169e-01,5.030930931432028297e-01,1.772745629500538378e-01,3.583228210833894756e-01,4.623781446662169614e-01,4.465054530509057207e-01,4.635323229806743717e-01,4.953326738645087990e-01,9.116785764364507827e-01,6.227102233813153198e-01
4.248754400952029497e-01,9.553562640879033063e-01,6.509227086197265644e-01,6.166416322134247174e-01,4.818872204458085617e-01,1.835757047707864409e-01,3.517340039817662412e-01,4.445928466905556542e-01,4.609783375371887537e-01,4.670022767205371794e-01,4.789810085608135481e-01,9.113308406137301532e-01,6.260876850570391561e-01
3.056415006159818315e-01,9.553562640879033063e-01,6.509227086197265644e-01,3.577513011048097935e-01,3.535962078103849771e-01,2.296196145685514001e-01,3.175582696574053010e-02,2.731278359600382011e-01,5.034658414843771190e-01,5.624378543016120835e-01,3.983620173051996005e-01,8.799101746565316517e-01,6.806706114376384065e-01
2.759440636977177341e-01,9.553562640879033063e-01,6.509227086197265644e-01,3.232338186817561576e-01,3.364918579347758176e-01,2.202184908621905857e-01,3.570147118856903390e-02,2.660421071451369857e-01,5.132975747768981911e-01,5.692901435372156316e-01,3.885182990961224547e-01,8.765438080549408095e-01,6.839518334991380177e-01
2.450811675190415206e-01,9.553562640879033063e-01,6.509227086197265644e-01,3.103934459299211857e-01,3.301290997588138265e-01,2.099947160017882064e-01,5.108597249902235848e-02,2.879296052932156513e-01,5.051262091142090238e-01,5.758210901286535677e-01,3.943074422345045349e-01,8.737165537547670890e-01,6.861505101401804696e-01
2.163829978191154080e-01,9.553562640879033063e-01,6.509227086197265644e-01,2.989284537136929210e-01,3.244473008879815712e-01,1.990676053431486014e-01,5.242202466226830726e-02,2.785987608116482495e-01,5.184958504718482075e-01,5.797421295932247975e-01,3.510041551465066245e-01,8.709619268309218842e-01,6.878971651248166896e-01
1.883435731176101857e-01,9.553562640879033063e-01,6.509227086197265644e-01,2.970934435801775297e-01,3.235383276022312793e-01,1.868608228957486794e-01,6.946400627732307598e-02,2.859874876840888813e-01,5.349062593482075689e-01,5.925950090619318544e-01,4.180068353084976929e-01,8.686548172794317235e-01,6.887250862232945359e-01
1.592668825083866091e-01,9.553562640879033063e-01,6.509227086197265644e-01,2.730812986424323019e-01,3.116383934905633812e-01,1.732808073208937927e-01,7.433513977714256704e-02,2.757284744206626170e-01,5.166865452307402018e-01,5.905495941616876188e-01,3.912460049147934438e-01,8.661214835560220315e-01,6.903174122391140255e-01
1.307547161472942809e-01,9.553562640879033063e-01,6.509227086197265644e-01,2.644753346150733320e-01,3.073738078231472159e-01,1.566903806598858306e-01,8.719047877512986489e-02,2.905174517981222726e-01,5.311301427439637513e-01,6.081379190338760399e-01,3.936176171357543829e-01,8.635613942542441634e-01,6.923983571241496549e-01
1.045396809419617545e-01,9.553562640879033063e-01,6.509227086197265644e-01,2.604351298569456130e-01,3.053718512129525164e-01,1.375942271310479637e-01,1.046703286253215515e-01,3.076060843997759919e-01,5.290067073604336478e-01,6.067998799749455552e-01,3.521341950180668645e-01,8.610492797335305148e-01,6.927108082602473349e-01
7.742269755706998602e-02,9.553562640879033063e-01,6.509227086197265644e-01,2.560103089849328217e-01,3.031796238640324659e-01,1.170532226134424203e-01,1.149606095356194846e-01,3.103747446926626852e-01,5.411312978231657134e-01,6.168926514457716559e-01,4.011746702796246122e-01,8.582758469794946610e-01,6.909523960065572235e-01
4.933948330983872754e-02,9.553562640879033063e-01,6.509227086197265644e-01,2.523175385301832940e-01,3.013495981572427151e-01,9.302589569780350676e-02,1.285110256643037241e-01,3.120705988315033430e-01,5.373938979553989359e-01,6.220900145105644485e-01,3.990206616622773428e-01,8.561182220039882385e-01,6.889668327101259315e-01
4.175923653535588143e-01,9.553562640879033063e-01,7.077130188422129375e-01,8.413905249778422801e-01,5.257864132452239048e-01,1.840902127735666305e-01,3.693867820525327250e-01,4.554667504754614793e-01,6.242679157872609297e-01,7.121219770659276138e-01,4.991786757205716740e-01,9.116672605262814422e-01,6.058053140599801711e-01
4.186978416776522272e-01,9.553562640879033063e-01,7.077130188422129375e-01,8.272780446426526435e-01,5.187930894119263669e-01,1.842255255382992951e-01,3.613588574374282381e-01,4.442504037426265873e-01,6.050321654882075961e-01,7.054211324749368739e-01,4.836752306090230102e-01,9.123166319093929388e-01,6.090461147383465779e-01
4.231794896463182409e-01,9.553562640879033063e-01,7.077130188422129375e-01,8.183599827487120226e-01,5.143732665778536495e-01,1.847049889140864876e-01,3.884871593347717922e-01,4.672781448379709213e-01,6.168730389497769639e-01,7.448753440735940146e-01,4.856453237860438588e-01,9.127889724162057128e-01,6.117724496419061353e-01
4.276358001765009353e-01,9.553562640879033063e-01,7.077130188422129375e-01,8.344323213241765513e-01,5.223380090538797260e-01,1.861603545377962243e-01,3.785899963491282105e-01,4.517588424690824889e-01,6.009725243091480484e-01,7.268372156024043296e-01,4.932554932494548350e-01,9.136547282259657177e-01,6.126080494657200060e-01
4.320649932793209080e-01,9.553562640879033063e-01,7.077130188422129375e-01,7.932816881400971409e-01,5.019459920576003764e-01,1.867384310387146806e-01,3.997811597629489233e-01,4.675195264851237376e-01,5.965718460228899289e-01,7.352554724604738468e-01,4.887368490666077481e-01,9.142889508112144181e-01,6.160907089425159411e-01
4.308375009899737540e-01,9.553562640879033063e-01,7.077130188422129375e-01,7.846885258851428180e-01,4.976879654265133901e-01,1.887639981572426517e-01,4.035166156077266142e-01,4.624889063582924287e-01,5.914749595934828408e-01,7.249104648884613367e-01,4.877943292996718139e-01,9.150930407037916048e-01,6.193141040530585339e-01
4.268151506062917155e-01,9.553562640879033063e-01,7.077130188422129375e-01,7.809624781236925717e-01,4.958416647660335297e-01,1.914639311679872113e-01,4.220793538523702759e-01,4.589405070700673939e-01,5.055284976933998031e-01,6.012727643998933003e-01,4.912915824642491436e-01,9.151461036754569012e-01,6.251127607705504463e-01
4.227700793454306494e-01,9.553562640879033063e-01,7.077130188422129375e-01,7.556613416237453196e-01,4.833039752741252748e-01,1.968679658532190846e-01,4.635976325485599570e-01,5.012822149164317675e-01,5.742994532564227317e-01,6.728150039878638689e-01,4.897486010565483272e-01,9.162981482257361865e-01,6.306074499735898620e-01
4.209900164798668909e-01,9.553562640879033063e-01,7.077130188422129375e-01,7.321870442454290195e-01,4.716714162180718484e-01,2.042496433398992561e-01,4.134941460325735618e-01,4.410191463798701639e-01,5.242871207424916191e-01,6.170446395931170613e-01,4.841220307364842435e-01,9.166392810978940542e-01,6.334902760263454446e-01
4.236304303392298687e-01,9.553562640879033063e-01,7.077130188422129375e-01,6.873982531488903591e-01,4.494769071486482415e-01,2.107598768528404776e-01,4.361740929432461611e-01,5.061956387360161402e-01,5.015921683354900296e-01,4.824750363183435420e-01,4.751441268111442073e-01,9.134666720701718479e-01,6.389829303498245627e-01
2.891709636007897544e-01,9.553562640879033063e-01,7.077130188422129375e-01,3.317889193550476734e-01,2.732572290180982355e-01,2.711908626787230547e-01,7.799657857680797335e-02,2.750502380060436680e-01,5.000582128919328628e-01,5.533460747000588098e-01,3.602194207381640423e-01,8.797867547059297078e-01,7.016141223439600338e-01
2.501457932178868804e-01,9.553562640879033063e-01,7.077130188422129375e-01,3.310801286514549191e-01,2.729063731274161131e-01,2.609465169073250657e-01,8.509510328646763266e-02,2.643595366140703007e-01,5.110268661110414223e-01,5.623793096954810000e-01,3.995500705883890946e-01,8.764799617790473008e-01,7.053236434366358942e-01
2.208604530081909045e-01,9.553562640879033063e-01,7.077130188422129375e-01,3.147008169721598470e-01,2.647898188147070897e-01,2.470708558140743971e-01,1.033788660893658617e-01,2.853822603271505276e-01,5.102028506205049663e-01,5.682824360719642698e-01,3.718146719109123310e-01,8.737288542038958994e-01,7.072263377206837731e-01
1.904477433705479283e-01,9.553562640879033063e-01,7.077130188422129375e-01,2.901964130386674445e-01,2.526469320449878375e-01,2.312162675477305029e-01,1.085399006503132702e-01,2.885760867885535097e-01,5.117777782616819149e-01,5.714395144528049419e-01,3.793643053892747918e-01,8.708980159429808854e-01,7.083601285537373116e-01
1.588143437500548760e-01,9.553562640879033063e-01,7.077130188422129375e-01,2.950358181650936107e-01,2.550445469432131573e-01,2.139999608930889252e-01,1.258126457624336725e-01,3.106743304744951084e-01,5.058007825494990062e-01,5.881671163573886085e-01,3.353730530779692742e-01,8.677686730509159840e-01,7.099303020876754911e-01
1.275220832333661125e-01,9.553562640879033063e-01,7.077130188422129375e-01,2.996853771699700686e-01,2.573492042276888658e-01,1.944202604717619742e-01,1.421036650781946076e-01,3.303960057913948312e-01,5.367236410074467390e-01,5.832362758935082381e-01,4.060164919235037528e-01,8.640553485988364812e-01,7.110186328452190452e-01
9.579061245466080621e-02,9.553562640879033063e-01,7.077130188422129375e-01,2.822722106391681862e-01,2.487191520918025089e-01,1.714615206560076155e-01,1.537642511302012016e-01,2.976547467373602540e-01,5.278599493408413501e-01,5.996014221162622171e-01,2.729437431961401206e-01,8.607566388735425900e-01,7.105612637689128208e-01
6.272795989574386777e-02,9.553562640879033063e-01,7.077130188422129375e-01,2.788812220831232702e-01,2.470390008878798338e-01,1.449088415736975444e-01,1.695839581247982064e-01,3.230541649885640965e-01,5.091789089712639438e-01,6.079775689501552005e-01,4.223082879093065234e-01,8.582971570073665291e-01,7.080894408844367049e-01
3.013156987230303230e-02,9.553562640879033063e-01,7.077130188422129375e-01,2.677482228835192379e-01,2.415227441881521719e-01,1.146141356821392954e-01,1.832635723030997532e-01,3.264915663383918254e-01,5.558494230641686240e-01,6.227265055363068180e-01,3.806553624586074269e-01,8.566389326265322346e-01,7.052144654480440034e-01
0.000000000000000000e+00,9.553562640879033063e-01,7.077130188422129375e-01,2.598549512781619386e-01,2.376111857429166752e-01,8.320577291463149283e-02,1.927892392870629301e-01,3.421164699211381999e-01,5.401497405050180722e-01,6.261970301005895800e-01,3.989887393038349384e-01,8.554175186408854437e-01,7.015623317653087998e-01
4.376328394349523476e-01,1.000000000000000000e+00,5.692125250413937465e-01,5.227484660188895793e-01,5.324405517262214005e-01,1.996435408199705996e-01,6.217417377475260576e-01,6.684108720441523932e-01,5.686702226837357932e-01,6.206513013353940345e-01,5.686783439925292560e-01,1.106307977888945082e-01,7.987259974630334103e-01
4.455239333642858623e-01,1.000000000000000000e+00,5.891005547107859286e-01,5.890350141499608450e-01,5.416591238813073250e-01,2.014889482996536918e-01,6.491250660028724528e-01,6.847894532112026589e-01,5.666658970878861723e-01,6.139591621261498711e-01,5.635964230312946466e-01,1.010446042500601216e-01,7.813324963921615129e-01
4.820940213736387703e-01,1.000000000000000000e+00,6.927639101547304890e-01,6.152053822737667543e-01,4.314632186476876075e-01,2.522758864821171843e-01,5.181653471744402939e-01,6.037191363469570637e-01,5.424941491809187610e-01,5.679051627656309664e-01,5.776370394484926507e-01,1.015787906526788298e-01,8.981649417209011110e-01
5.170442438072041513e-01,1.000000000000000000e+00,5.705551273130409218e-01,4.390831443664238165e-01,4.893862658760866902e-01,3.398621045643420713e-01,3.001856580452759715e-01,5.096375490518642026e-01,4.069587954319712209e-01,4.200969877533358154e-01,5.704269625335902649e-01,6.579863031208610380e-02,9.559873637162379367e-01
5.505103378912344914e-01,1.000000000000000000e+00,5.692125250413937465e-01,3.438521903091363296e-01,4.437899132382169820e-01,3.754309432120663814e-01,2.770858824576790114e-01,4.332786271839206282e-01,2.799374159967298326e-01,3.526293315917373716e-01,5.456717629956838733e-01,7.055407997761342642e-02,8.716572943798739370e-01
5.659093138723240157e-01,1.000000000000000000e+00,5.692125250413937465e-01,3.185212061651769844e-01,4.312379414308858960e-01,3.931681650975336062e-01,3.007971183216996969e-01,4.747635905260778610e-01,3.104713330400314941e-01,3.450459390924380809e-01,5.459610293134853354e-01,8.352317213560844777e-02,9.012268519298738401e-01
5.728137592450411875e-01,1.000000000000000000e+00,5.692125250413937465e-01,2.996786226857051649e-01,4.219004184038261940e-01,4.087565936067282246e-01,2.718450296770633656e-01,4.290652059300550381e-01,3.325089443064932482e-01,3.552906115105227691e-01,5.357664830622543839e-01,8.395008822888661015e-02,8.867261819083986918e-01
5.796582502174404405e-01,1.000000000000000000e+00,4.475006646045560643e-01,2.426690471215318667e-01,5.382579760039531980e-01,4.252362023544775660e-01,1.815210182013501372e-01,3.687500107595879095e-01,3.084845007050703858e-01,3.272405486107344830e-01,5.327416131571880431e-01,8.713974092907905700e-02,8.738359618311601906e-01
5.830429921237162416e-01,1.000000000000000000e+00,4.475006646045560643e-01,2.270149255005841915e-01,5.305004184546089352e-01,4.312652408077052302e-01,1.505238863564202223e-01,3.217063932348499522e-01,2.492405722095938359e-01,3.193032183838951932e-01,5.336072464732621867e-01,8.382225608755167201e-02,8.649298618647385251e-01
5.797969324055683993e-01,1.000000000000000000e+00,4.475006646045560643e-01,2.160850994750678766e-01,5.250841198211906313e-01,4.316623662438819897e-01,1.479101723013697134e-01,3.367012051775187809e-01,2.560510127179198570e-01,3.470282951612295719e-01,5.390134158758115301e-01,8.161254546532825671e-02,8.401740321732394934e-01
5.988084074160965331e-01,1.000000000000000000e+00,4.475006646045560643e-01,9.738935583490843095e-02,4.662657565186533182e-01,4.358209219861407524e-01,1.337650960487140051e-01,3.140577572766486414e-01,2.728464755707454836e-01,3.494395443429739734e-01,5.084309520011414119e-01,5.324149061126215443e-02,8.464919315527580368e-01
6.037761714237058763e-01,1.000000000000000000e+00,4.776613488838222787e-01,1.700185789536548531e-01,4.664211693397464775e-01,4.394938877174184855e-01,1.503258336421330332e-01,3.070853483939776085e-01,2.812408738658728202e-01,3.453432926335613384e-01,4.984523955487816793e-01,4.923189629171709214e-02,8.287589397389247825e-01
6.030069021694092202e-01,1.000000000000000000e+00,6.189161364113933139e-01,2.870034937667730879e-01,3.565652873270924728e-01,4.809558085365985836e-01,1.272019628073998154e-01,2.121473564201303841e-01,1.280521998927910410e-01,2.143344149523936926e-01,5.028602598582451177e-01,2.705655780715243708e-02,9.536366915636425023e-01
6.022352174885930998e-01,1.000000000000000000e+00,4.494858629805607575e-01,1.539606848972749076e-01,4.919417702577219553e-01,5.354456750262279741e-01,1.467030002570420821e-01,2.520828364032768887e-01,1.135836775554859290e-01,1.983035272553805850e-01,4.948175347517577150e-01,0.000000000000000000e+00,9.588546124212203869e-01
6.014644421359588433e-01,1.000000000000000000e+00,4.475006646045560643e-01,4.044958475232141026e-02,4.380500322983856831e-01,5.466688328519797579e-01,1.277811005257872834e-01,2.231071039330779771e-01,1.437142003988703953e-01,2.358180544691469427e-01,4.734827805296038528e-01,2.719278517269119178e-02,7.163979168590430824e-01
5.989654824550855183e-01,1.000000000000000000e+00,4.475006646045560643e-01,1.831675991238990164e-02,4.270817223017089326e-01,5.487216594856466623e-01,1.238386969679141636e-01,2.222127559278482822e-01,1.333626187201569779e-01,2.234147528021344087e-01,4.960049376517189912e-01,5.122091945698148407e-02,6.099126360147002490e-01
5.956049438982172761e-01,1.000000000000000000e+00,4.475006646045560643e-01,8.346892581058029670e-03,4.221415027966950451e-01,5.500812667457403160e-01,1.255930804630437381e-01,2.328818581764362516e-01,1.428992547859128104e-01,2.181961994281492734e-01,4.773907079098101969e-01,8.566921765061064065e-02,5.001769838299814364e-01
5.922300166160706647e-01,1.000000000000000000e+00,4.475006646045560643e-01,1.925959730432269534e-02,4.275493488635155881e-01,5.522023306418785138e-01,1.093311316159947255e-01,2.145306989527376862e-01,1.187125196901837043e-01,2.114331227466893504e-01,5.054556219980538279e-01,9.001065581824274631e-02,4.595888659577592739e-01
5.882547731749879771e-01,1.000000000000000000e+00,4.475006646045560643e-01,0.000000000000000000e+00,4.180048976479205369e-01,5.541947935202320430e-01,1.135166271611028899e-01,2.085678108639378303e-01,1.203616018943937105e-01,2.152347756458458106e-01,4.897329452856544751e-01,1.056104618540469886e-01,3.767642028085588235e-01
5.831145963283342892e-01,1.000000000000000000e+00,4.475006646045560643e-01,3.824964765271943179e-03,4.199006528319994547e-01,5.564212416523486304e-01,1.103532508551730018e-01,2.092827921674504932e-01,1.298853107668992424e-01,2.075949007327219098e-01,4.966674288679416294e-01,1.050750024829594231e-01,5.336665537016574978e-01
8.525832365761757403e-01,8.862873073578202421e-01,5.370827559668420736e-01,3.922368160335967802e-01,5.059409729346762141e-01,3.430764907919811035e-01,3.360599515034469187e-01,2.418346616710812524e-01,6.499541214731840988e-02,6.642933213855584107e-02,2.038074169647888789e-01,8.913351632925206047e-01,6.378020703957765214e-01
8.520949910141305539e-01,8.862873073578202421e-01,5.372022018776980712e-01,4.216697992989389410e-01,5.203843060461404990e-01,3.546206244024835419e-01,3.801573896528435692e-01,3.578990427740640357e-01,1.653890119506465917e-01,1.063070235583196688e-01,2.618644937462125677e-01,8.942804499277803298e-01,6.441229631865483807e-01
8.262038209308749659e-01,8.862873073578202421e-01,5.375079667145661322e-01,3.953500081526086785e-01,5.069782663326453109e-01,3.578747009455772732e-01,2.550843525776940179e-01,2.459959923400764081e-01,5.017306048589809109e-02,6.652898539534213285e-02,2.249009669453420068e-01,9.016788058708971043e-01,6.498746852062433632e-01
7.994332266274425391e-01,8.862873073578202421e-01,5.379740199303799653e-01,3.832874598050131087e-01,5.004474163257098818e-01,3.668375301852396797e-01,3.524147126930579632e-01,3.927984639069591610e-01,1.611321022798354319e-01,1.013108515700984480e-01,1.443854822540356908e-01,8.911628493005712137e-01,6.513142558600775178e-01
7.717213598327928858e-01,8.862873073578202421e-01,5.389478227326204296e-01,2.598549512781619386e-01,4.381248720441085487e-01,3.625310253985358777e-01,2.894156568764794102e-01,2.088751453912939260e-01,2.556521945425027642e-02,3.264879216539817719e-02,2.564474018068148009e-01,8.947910220692150141e-01,6.500367767098274019e-01
7.533352509589280599e-01,8.862873073578202421e-01,5.390024906897008528e-01,4.025200115567921233e-01,5.087562879180196340e-01,3.727977320012614282e-01,4.160191823280365853e-01,4.481804878313905283e-01,2.200831182644801265e-01,1.268257737772409133e-01,1.535116512415055645e-01,8.931857020241196210e-01,6.619337686491583161e-01
7.345100061477912723e-01,8.862873073578202421e-01,5.387010179010959243e-01,3.063259422445916424e-01,4.614452210385644459e-01,3.719857639013469663e-01,2.978176101544466325e-01,2.496317665347835835e-01,7.322473721884814601e-02,6.971691969351279106e-02,2.920928262997046776e-01,8.995809303238975208e-01,6.566191139582646663e-01
7.152241343108979299e-01,8.862873073578202421e-01,5.369740026193771110e-01,3.787978385298365613e-01,4.994107775443650254e-01,3.807829496061002628e-01,4.057500927707549665e-01,4.360822489076346953e-01,2.521060716559158088e-01,9.875311076434223345e-02,9.138924701934569850e-02,8.902345274027974042e-01,6.720257093444033103e-01
7.105216680117559802e-01,8.862873073578202421e-01,5.408787411812477908e-01,2.011941228729373088e-01,4.067613085577895804e-01,3.757465853526040789e-01,3.302538548132606944e-01,2.234646733542532404e-01,7.504982111448832427e-02,4.956741803492614729e-02,2.653749334151740413e-01,8.932306572147779011e-01,6.644577197858927420e-01
7.131539946253088180e-01,8.862873073578202421e-01,5.403139953565161413e-01,3.521510385026505041e-01,4.822375472126010365e-01,3.860640218378778021e-01,4.405388896289079703e-01,4.545610259013007637e-01,2.230986415186027028e-01,8.138375334842207209e-02,2.414680839176492899e-01,8.907983785910145169e-01,6.742693299023536646e-01
6.346516101889264627e-01,8.862873073578202421e-01,5.432183948535536100e-01,1.761316501735885609e-01,3.915626495876783908e-01,4.042874392753111890e-01,3.562760171557884936e-01,3.330177162305288929e-01,4.136366896699794071e-01,2.390812613797299591e-01,2.378985532789724688e-01,8.928580440951174868e-01,7.020075132930939654e-01
6.277259203671922139e-01,8.862873073578202421e-01,5.432367816108939484e-01,2.428895384144405534e-01,4.246215288144800648e-01,4.040305787612876731e-01,3.839317347281703263e-01,4.517536121769683000e-01,2.537049095841439339e-01,4.631576928989100672e-02,2.144637709546491910e-01,8.989947663482535933e-01,7.088110674497869468e-01
6.269248571439053341e-01,8.862873073578202421e-01,5.428517219439438213e-01,1.574149578518362069e-01,3.827223527743249809e-01,4.091983759160603418e-01,3.449816135401336248e-01,2.994880467718123995e-01,3.216386752296016005e-01,3.187234384204624682e-01,2.286116381134193354e-01,8.911723649132416991e-01,7.144626340492061800e-01
6.261245932407412118e-01,8.862873073578202421e-01,5.443587210941537302e-01,1.627910202799810191e-01,3.835957569679720458e-01,4.080643582503438171e-01,3.534416155989958397e-01,3.185246125091993896e-01,3.986370098551696994e-01,3.014060673188334594e-01,2.137884526366876647e-01,8.955375879352855950e-01,7.169095585601814591e-01
6.253219001301225655e-01,8.862873073578202421e-01,5.449858914612660810e-01,1.740838391564419607e-01,3.884467788648190978e-01,4.145611374629182277e-01,3.423175617911488611e-01,3.216133967072615230e-01,4.015742711304320922e-01,3.310762378009057816e-01,1.993853999769301666e-01,8.993167719775458924e-01,7.214921076750442364e-01
6.294879708444801603e-01,8.862873073578202421e-01,5.455204933016075675e-01,1.371927209606457754e-01,3.695306789496334288e-01,4.112901674149377351e-01,3.425002832800491115e-01,2.952451885080550342e-01,2.893339459507084932e-01,2.325718216750887191e-01,1.617125952691634838e-01,8.931233293209013269e-01,7.244451232884224767e-01
6.336305391170665713e-01,8.862873073578202421e-01,5.446476546617936565e-01,1.579486634589472027e-01,3.808531957889397801e-01,4.092959658794248501e-01,3.383744642357597865e-01,3.060861352237547184e-01,3.243354018111530013e-01,2.835251057066995317e-01,2.263569403278252734e-01,8.960312438888802244e-01,7.265347419662178119e-01
