Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,1,2,3,4,5	-0.9053140606897955	0.0	0.7034189102670917	-3.7180659297779117	0.03920765871158842	2.4849094074358815	0.0	0.0	0.0	0.0	-0.3242612477515258	0.8666666666666666	0.0	0.9527777777777778	1.0	0.9200000000000002	0.16329931618554522	0.0	0.05800170282728085	0.0	0.0979795897113271
0,1,2,3,6,8	0.048084434049512056	0.0	1.3717346916707132	-3.6432764933566175	0.0	0.0	0.6096321187407415	0.0	1.6581735891611888	0.0	-1.0101428841696358	0.7666666666666667	0.14333333333333334	0.826388888888889	0.7266666666666667	0.7097619047619047	0.334995854037363	0.17323715280248378	0.11641010148777924	0.29983328701129897	0.27805701384400605
0,1,2,3,4,6	-0.5501415736662245	0.0	0.9625696646317177	-3.593591280687942	0.8171239923901563	0.0	0.6745691432674379	0.0	0.0	0.0	-0.2822137087026352	0.4666666666666666	0.05333333333333333	0.7791666666666666	0.625	nan	0.37118429085533483	0.0819213715162967	0.14292064836263185	0.4366062299143245	nan
0,1,2,3,5,6	-0.5948733354847654	0.0	0.7786067284203172	-3.3643734258711233	0.0	2.8840788416058865	-1.1927275512528408	0.0	0.0	0.0	-0.26218454545303227	0.9333333333333332	0.0	0.975	1.0	0.96	0.13333333333333336	0.0	0.049999999999999996	0.0	0.07999999999999999
0,1,2,3,5,7	-1.5829280002926123	0.0	0.41263745208936065	-3.498732557013368	0.0	1.8752091145296337	0.0	1.5658416736700518	0.0	0.0	-0.6000133337879227	1.0	0.016666666666666666	0.9888888888888889	0.975	0.9857142857142858	0.0	0.049999999999999996	0.03333333333333335	0.075	0.04285714285714287
0,1,2,3,5,8	-0.3621149960216063	0.0	1.02595817899199	-3.4838151420823484	0.0	2.5370803700737343	0.0	0.0	1.9140934733718304	0.0	-1.871645501753489	0.9666666666666666	0.016666666666666666	0.976388888888889	0.975	0.9657142857142859	0.1	0.049999999999999996	0.047324236215002285	0.075	0.06975174637562116
0,1,2,3,4,7	-1.2674273704504966	0.0	0.7608289763829801	-3.6818399319603956	-1.0802873706532896	0.0	0.0	3.2359821500059014	0.0	0.0	-0.6255343857321627	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,6,7	-1.7297021455821189	0.0	0.5157322893446497	-3.6613644897204116	0.0	0.0	-0.624943092670149	3.04144200785358	0.0	0.0	-0.43123627342002147	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,5,9	-1.5630246011860582	0.0	0.42188770957343164	-3.4962389044605318	0.0	2.1249971241688477	0.0	0.0	0.0	1.4890707874233542	-0.7665916871434717	1.0	0.016666666666666666	0.9888888888888889	0.975	0.9857142857142858	0.0	0.049999999999999996	0.03333333333333335	0.075	0.04285714285714287
0,1,2,3,6,9	-1.8435443706719767	0.0	0.46711980410349846	-3.8539205778213117	0.0	0.0	-0.5724904297132399	0.0	0.0	2.9964414019008556	-0.38702279076629625	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
