Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,1,2,3,4,5,6,8	-0.532522844963719	0.0	0.7924088699043171	-3.185163854830685	0.7151901222371155	2.7890175311686645	-1.1207372227083503	0.0	2.0240161502746705	0.0	-1.7885227317160275	0.9666666666666666	0.0	0.9875	1.0	0.9800000000000001	0.1	0.0	0.0375	0.0	0.05999999999999999
0,1,2,3,5,6,7,8	-0.9258800325809723	0.0	0.6273944243834803	-2.852619723638101	0.0	2.1667089424814447	-1.2556829305278487	1.8138763461655152	1.9256535144915206	0.0	-1.9861000657578411	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,8,9	-0.8024514496208427	0.0	0.8801412762425702	-3.3911167100005484	-0.8266819176445204	1.969881012011075	0.0	0.0	1.7185159342006908	1.7921924427255824	-2.0118397100369854	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,6,8,9	-1.0781472836025814	0.0	0.8733127122354911	-3.6340631803427654	-0.4223120778919799	0.0	-0.7569117795201051	0.0	2.088563597121726	3.377212266977435	-2.1418504457145944	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,6,9	-0.9884595253427442	0.0	0.8369754442438324	-3.183732658793341	-1.113845650116438	2.4403176588907667	-0.8838952172572301	0.0	0.0	1.7159551947388625	-0.6822029516014155	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,7,8	-0.7569086275329547	0.0	0.8869744868359218	-3.3227137133640623	-0.8208775259101995	1.8486003002995723	0.0	1.9490228578893642	1.7061038707578444	0.0	-2.05916809698704	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,5,7,8,9	-1.249453473475086	0.0	0.5918905286848809	-3.3322288126945843	0.0	1.6960763884027514	0.0	1.1760950981797607	1.923462423292703	0.9439030504979599	-2.293986307506691	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,5,6,8,9	-0.936848361028269	0.0	0.6270861686458897	-2.8853579141594126	0.0	2.37311270561248	-1.1623192692966415	0.0	1.9660409673999493	1.5503121826535549	-1.9909990891878533	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,5,6,7,9	-1.6494554767324743	0.0	0.4601289569856089	-3.259758193120617	0.0	2.3091552914554008	-0.9811592659398174	1.081595319558802	0.0	0.6782575401019542	-0.6103337818279755	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,6,7,8,9	-1.256556704144222	0.0	0.7181576811239629	-3.3225530118010256	0.0	0.0	-1.2055718330832712	2.069433754113129	2.250136988028913	1.6387835932423471	-2.34693895736772	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,7,9	-0.9963934869369379	0.0	0.8186524279344894	-3.2817228135140164	-1.3703124984595947	2.1035889573981557	0.0	1.233730809194853	0.0	0.8947805143580562	-1.017105908864313	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,6,7	-0.9567126662594063	0.0	0.8156509131771916	-3.1226340737000355	-1.099227530844065	2.2169923916042618	-0.8992826611333704	1.954787217195474	0.0	0.0	-0.7178480804142142	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,4,5,6,7,9	-1.7171187638427354	0.0	2.293127510594763	0.0	-1.3331872427665576	2.963066288744111	-1.2138602600822557	1.689668047604887	0.0	1.2066856286694707	-3.5756766132542253	1.0	0.03333333333333333	0.9777777777777779	0.96	0.975	0.0	0.09999999999999999	0.06666666666666667	0.12	0.07500000000000002
0,1,2,4,5,6,8,9	-1.3916248642176994	0.0	2.4013412325650227	0.0	-0.8025810508046668	2.536641335187913	-1.90187530810968	0.0	2.4148802678588814	2.1108775106765987	-4.036294062320285	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,4,6,7,8,9	-1.8073479127822598	0.0	2.17078869598477	0.0	-1.0370591469353252	0.0	-0.9079879132516238	2.3596353238169647	2.8209848999903633	1.5864505902335437	-4.3156158881030136	0.7666666666666667	0.0	0.9208333333333332	1.0	0.8400000000000001	0.2603416558635552	0.0	0.08741177209755313	0.0	0.1907878402833891
0,1,2,3,4,7,8,9	-1.0930426385995657	0.0	0.9337191096053903	-3.6519246807338193	-0.859749411770046	0.0	0.0	2.000605796007087	1.8834978685517592	1.551566691913751	-2.2107147915489653	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,6,7,8	-0.9251126535936132	0.0	0.8538849198624687	-3.3654709167557244	-0.4790403863202421	0.0	-0.8426116250354484	3.3927298494359155	2.0310443892302437	0.0	-2.059695555021748	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,4,5,6,7,8	-1.331888636210746	0.0	2.403702844692982	0.0	-0.8172213883340337	2.3143252802238226	-1.935525334317461	2.223401048523187	2.3593588687325573	0.0	-3.88935313937854	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
