# nel,B,Pinput,Prad,Prad/Pinput,beta,CIII,CIV,OV,OVI,FeXVI
7.117457452477100599e-01,8.862873073578202421e-01,5.765678680366341791e-01,1.779305318921492185e-01,3.928703203423119517e-01,4.323628848741932762e-01,2.613346830835368007e-01,2.448268995467870468e-01,2.281424282219386424e-01,1.847058075526875065e-01,1.981054271497735275e-01
7.082894026682675648e-01,8.862873073578202421e-01,5.769210135994952138e-01,1.546981904683795428e-01,3.809615557633069804e-01,4.271585018197244787e-01,3.118813654145290437e-01,2.762469118591871498e-01,2.778890328959234823e-01,2.255034791781621584e-01,1.891463286390769882e-01
7.108535285409387505e-01,8.862873073578202421e-01,5.757777110322622738e-01,1.475828968973975919e-01,3.787152360790171368e-01,4.274453679981456977e-01,2.924629089255704750e-01,3.324954377264763838e-01,2.908624856896981914e-01,2.240892035992826381e-01,2.066724286484947770e-01
7.134074201874560650e-01,8.862873073578202421e-01,5.787304216293709391e-01,1.213711228210037352e-01,3.624225763333595585e-01,4.257281979593108279e-01,2.391207298368613898e-01,2.686608984030000036e-01,2.273065317464911805e-01,1.727676173488759126e-01,2.842084064018743916e-01
7.159539234311618205e-01,8.862873073578202421e-01,5.788815200758888890e-01,1.491386748699203291e-01,3.760150527172278490e-01,4.221118615739852808e-01,2.321477452870073233e-01,2.199070416682685769e-01,2.251464393287918586e-01,1.451567242719207229e-01,1.467330508555090285e-01
7.106889086997880689e-01,8.862873073578202421e-01,5.784515898017135171e-01,1.446901019248285070e-01,3.742918209606030944e-01,4.198536426251923137e-01,2.217233741727960838e-01,2.296252225810812009e-01,2.108857770905688822e-01,1.553710879697833835e-01,2.001175107873046644e-01
7.014847862525801503e-01,8.862873073578202421e-01,5.793675656773148441e-01,1.242516493521030330e-01,3.631380805633535602e-01,4.190923925911544945e-01,2.021825128123106996e-01,2.287539853052852346e-01,2.415661145708818403e-01,1.488893248491165444e-01,0.000000000000000000e+00
6.921663033235214701e-01,8.862873073578202421e-01,5.779362449206775221e-01,1.148712147695775121e-01,3.600910313963178733e-01,4.188586841613490819e-01,2.009350847155098041e-01,2.173579144288431131e-01,2.307247278779128719e-01,1.522633292424191431e-01,1.706437217640426329e-01
8.867399232068948756e-01,8.862873073578202421e-01,8.656599116625205426e-01,8.062082808085346830e-01,3.808087758013534718e-01,3.208643435063809335e-01,5.944202547455612606e-01,5.456129956639060863e-01,4.210010689130784800e-01,4.646261290610731454e-01,2.949134251271963159e-01
8.941299213804163593e-01,8.862873073578202421e-01,8.665699155006798549e-01,8.442561592767137135e-01,3.986446912115615415e-01,3.156265524729779948e-01,5.399554371463815006e-01,5.282616281303739170e-01,4.128321089849268377e-01,4.946012077224507530e-01,2.974404826115266687e-01
9.197993067699758996e-01,8.862873073578202421e-01,8.664139455532853251e-01,8.501600190292425419e-01,4.017448675464150298e-01,3.138082742938297365e-01,5.408836717149527740e-01,5.228592830889129406e-01,4.459635621561430230e-01,5.048842738870938929e-01,2.814176739674922878e-01
9.446089790658678265e-01,8.862873073578202421e-01,8.684084343954536767e-01,7.941901275438673080e-01,3.717782799566652363e-01,3.179468041042217141e-01,5.107863812986984664e-01,4.858266833467947965e-01,4.008036889328280283e-01,4.658347267514169054e-01,2.956289453282261448e-01
9.686146635896639712e-01,8.862873073578202421e-01,8.690869111829369054e-01,7.786107482068058694e-01,3.632991622193169068e-01,3.240316232092691484e-01,4.850809988589590560e-01,4.558213363542374941e-01,3.771332460531043873e-01,4.579253868704417085e-01,2.791632679816054008e-01
9.672126309961239787e-01,8.862873073578202421e-01,8.678805389432497908e-01,7.653751670609099111e-01,3.580894410083725887e-01,3.337308508017921005e-01,5.087911174140020698e-01,4.648171078956124802e-01,3.453931719233765407e-01,4.215400930038859517e-01,2.524263363632830437e-01
9.658089288049673815e-01,8.862873073578202421e-01,8.680257506953334978e-01,7.412964762909055594e-01,3.459957536571887649e-01,3.454464526819058801e-01,4.542036667634329339e-01,4.539893011076847618e-01,3.342580299443101977e-01,4.248040690363505956e-01,2.687393518976776141e-01
9.644015712680282792e-01,8.862873073578202421e-01,8.674739913544406988e-01,6.999692333268396904e-01,3.261333419453036342e-01,3.602379648596092387e-01,4.576785240867866089e-01,4.380138327569813583e-01,3.281673973454354853e-01,3.852846347254427206e-01,2.096707594350041282e-01
9.548478877430874867e-01,8.862873073578202421e-01,8.691518968134792633e-01,6.644843511056810481e-01,3.066712150297027373e-01,3.755874840846369356e-01,4.931830378706804630e-01,4.296024122988857386e-01,2.820162692355818734e-01,3.474315657448316941e-01,2.935276582680300672e-01
9.410719746202929059e-01,8.862873073578202421e-01,8.687979731355013335e-01,6.017513185448917223e-01,2.759803515645011807e-01,3.924976990719210024e-01,5.047088998064588328e-01,4.534508869823263844e-01,2.921227957462165792e-01,3.152051933616905055e-01,2.491897471706725486e-01
8.415104376152617860e-01,8.862873073578202421e-01,8.684404776568870332e-01,2.586069498880865791e-01,1.063390611737846658e-01,5.870813082580854658e-01,1.063052721295417724e-01,6.588396308827548786e-02,1.779598855180195560e-01,1.350026034815461351e-01,2.671654633522801969e-01
8.405637985737752782e-01,8.862873073578202421e-01,8.685402624968352470e-01,2.926238733334176612e-01,1.230838711184871759e-01,5.959022729890084413e-01,8.472042736364593374e-02,7.219627245259574444e-02,1.651321219960472098e-01,1.403180688802547760e-01,2.234638325453875973e-01
8.485644060502630648e-01,8.862873073578202421e-01,8.683816414869627298e-01,2.797027400152265475e-01,1.168587370594651453e-01,5.987771545181015398e-01,6.533039697925535627e-02,4.630331525171449414e-02,1.484100058675195122e-01,1.190331087128813081e-01,2.664149025739565024e-01
8.564795343856825838e-01,8.862873073578202421e-01,8.698982163258217604e-01,2.396484120749234614e-01,9.531420348147479071e-02,6.040988767622059719e-01,5.563665963642783208e-02,5.655597739429096826e-02,1.760410654119669571e-01,1.188022921277507304e-01,2.287341148915169597e-01
8.643098568737244136e-01,8.862873073578202421e-01,8.704241236069407694e-01,2.185428630078848633e-01,8.426718724630799517e-02,6.209990990536917721e-01,3.033410188624618975e-02,4.163846477396826451e-02,1.337834532950148425e-01,9.497037284670262203e-02,2.353243594540981309e-01
8.611234248243646583e-01,8.862873073578202421e-01,8.692739686494099782e-01,2.431540327555828385e-01,9.774766318952221589e-02,6.324646006400069798e-01,1.612435661681399512e-02,1.390041448135526103e-02,1.240129913385514815e-01,1.057703054180541002e-01,1.297787158916156036e-01
8.579220846170352299e-01,8.862873073578202421e-01,8.693232023836718891e-01,2.289982604155391677e-01,9.067953644137016767e-02,6.372581406999218157e-01,7.401861902695205941e-03,8.040491245543179843e-03,1.230403405860351906e-01,9.486177351259672541e-02,2.717732996900479314e-01
8.547068506385944175e-01,8.862873073578202421e-01,8.691298871361434752e-01,2.321341161165728362e-01,9.244800189155577552e-02,6.390930466497375395e-01,4.713378618595220892e-03,0.000000000000000000e+00,1.068943062147449385e-01,1.030958972721114364e-01,2.231641640902378709e-01
8.450941143779702180e-01,8.862873073578202421e-01,8.706431956893980750e-01,2.442989766074376012e-01,9.678389499062622914e-02,6.402056469977610575e-01,0.000000000000000000e+00,9.062103741739324647e-03,1.394261071985954947e-01,8.992416849650353150e-02,2.952034159136218694e-01
8.321490624480905041e-01,8.862873073578202421e-01,8.706134739071054174e-01,2.046095717984822426e-01,7.714957527629695555e-02,6.386726999151735029e-01,5.756982452854830790e-03,2.712348507353157245e-02,1.611338384737263096e-01,1.024609952447295136e-01,2.640390333375017828e-01
4.986023805345056736e-01,0.000000000000000000e+00,5.766488632314907825e-01,2.534397948169158088e-01,4.301974051013632838e-01,7.579794069813701185e-01,3.669924112892838930e-01,4.626988860786666047e-01,2.972970778055281649e-01,8.106340848415083400e-02,4.137013673517564438e-01
4.797121934745995908e-01,0.000000000000000000e+00,5.789563478610975089e-01,2.162685963498294228e-01,4.091962582011293703e-01,7.560771241550403587e-01,3.921902184325070095e-01,4.658410457098276503e-01,3.141136972804515204e-01,1.004509937414879150e-01,4.108723742506174004e-01
4.603296636039074796e-01,0.000000000000000000e+00,5.792070227743452149e-01,2.530779808585125190e-01,4.271567412389321028e-01,7.544335033670801494e-01,5.360774615936657606e-01,4.173713776241134710e-01,2.691596722934499475e-01,1.657909622042585962e-01,3.847468762372743267e-01
4.404243664791891444e-01,0.000000000000000000e+00,5.781530482289757300e-01,2.131116109981755213e-01,4.085313385158149124e-01,7.492270148824139442e-01,4.064445303363355411e-01,4.506955021331143785e-01,2.949043627484541075e-01,8.295650127050757661e-02,4.093428013567910195e-01
4.348897467793075844e-01,0.000000000000000000e+00,5.796483081303752671e-01,2.143393821677597455e-01,4.074666737026946262e-01,7.482906628265586502e-01,2.907944600367587951e-01,5.049704173662831197e-01,3.880312678727207976e-01,1.275949103877960233e-01,4.000375973032539445e-01
4.366045727778782304e-01,0.000000000000000000e+00,5.787553789400614601e-01,2.333724584482079201e-01,4.178967881559829123e-01,7.435212412564633500e-01,3.035705413742157965e-01,4.442956510252650260e-01,3.185110398737973636e-01,7.166427525136320753e-02,4.148613341926516984e-01
4.775728341972771407e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.015261339537014418e-01,9.999999999999998890e-01,5.882831960549015360e-01,2.747215668487945628e-01,2.135195312673100476e-01,1.001335415382553773e-01,4.951282581377358660e-02,4.465146815078175901e-01
5.047997083817659103e-01,0.000000000000000000e+00,5.709097837396630570e-01,8.137777076809604715e-02,3.513543678411237825e-01,5.311244756241066955e-01,3.921418752458087353e-01,3.199616839248153877e-01,1.861055906644765168e-01,2.185269426126135173e-01,4.676959719255550652e-01
3.614851846867278562e-01,0.000000000000000000e+00,5.825001836626431118e-01,1.498477287404249292e-01,3.723173194153577281e-01,7.097622968043616476e-01,1.694533376568546634e-01,3.300475918852169288e-01,3.503532654388613055e-01,9.370143756107673916e-02,3.976860214282497141e-01
3.584701902561356901e-01,0.000000000000000000e+00,5.840106593222758047e-01,1.641799814374399480e-01,3.777303328433895269e-01,7.073152035460047449e-01,1.922181749960979458e-01,3.725311373703971141e-01,3.281770448410959995e-01,6.070885808691595109e-02,4.196928214856904260e-01
3.554406218451247046e-01,0.000000000000000000e+00,5.853020089834145567e-01,1.599379915044072953e-01,3.741830867555244189e-01,7.072299113114648428e-01,1.333230466015404847e-01,2.593851036299433810e-01,4.193615422328905162e-01,1.574057805235116181e-01,3.966218621050465742e-01
3.524008765337353077e-01,0.000000000000000000e+00,5.854403275858728328e-01,1.717276699908143467e-01,3.798710245017756226e-01,7.070508474107803920e-01,1.003286304333761425e-01,2.984911091558958285e-01,5.183934207007212525e-01,2.691873240540965107e-01,4.421003186687686992e-01
3.467604447403316303e-01,0.000000000000000000e+00,5.848499926611845368e-01,1.311133446939231895e-01,3.604047352736635679e-01,6.988717096554227792e-01,9.773439378500381469e-02,1.727278702250257814e-01,4.315796658560183685e-01,4.010278989190360077e-01,3.818056577044064426e-01
3.397911260738877282e-01,0.000000000000000000e+00,5.828600588589899489e-01,1.697483257314485461e-01,3.817775659844579450e-01,6.917417694920250382e-01,1.281084238408485287e-01,2.142571472691698897e-01,3.982538344583382295e-01,4.154564572776161535e-01,3.938698856697937511e-01
3.327556217573434116e-01,0.000000000000000000e+00,5.859631890429287671e-01,1.524832475169910218e-01,3.697502435658375219e-01,6.862498269397191430e-01,1.185013200648108445e-01,1.970574026952991442e-01,4.035569791684027185e-01,4.075709074745197391e-01,3.969204204763447930e-01
3.237309866897782884e-01,0.000000000000000000e+00,5.853874486302830249e-01,1.626337550101282503e-01,3.754232712010256434e-01,6.822774343169377698e-01,1.043025816793103910e-01,1.937676517871907977e-01,4.107753978525156002e-01,4.216594309661049200e-01,3.672177465799472129e-01
3.108059871663525486e-01,0.000000000000000000e+00,5.863432460531587953e-01,1.452509678837566043e-01,3.657404999023861070e-01,6.777579697919882129e-01,1.183300096902442089e-01,2.063159719876478393e-01,4.326573489426224217e-01,4.073222865604260168e-01,3.623084576386407241e-01
2.976490465339073355e-01,0.000000000000000000e+00,5.856382015588250667e-01,1.473458328306126441e-01,3.675684101349331878e-01,6.747297614430446400e-01,1.444223733191005721e-01,2.284601940670580866e-01,4.632107337877769959e-01,3.474718994507716152e-01,4.080604065933782776e-01
5.442346009602536672e-01,0.000000000000000000e+00,8.659513725022089936e-01,9.884835203113243596e-01,4.708074035931396617e-01,6.363672061656429069e-01,9.131911050845734623e-01,7.782084779101685612e-01,7.067812537472282219e-01,7.603233762654668659e-01,3.570360828496439431e-01
4.540747873611986618e-01,0.000000000000000000e+00,8.635214448128394338e-01,9.999999999999998890e-01,4.792327699640218652e-01,6.579122441863676229e-01,9.850238062257052896e-01,8.174903071780708075e-01,7.242404341851254035e-01,8.006857943048439896e-01,3.251760357451096706e-01
5.863971413135038446e-01,0.000000000000000000e+00,8.680546793795222982e-01,9.626494743643746466e-01,4.556521100588643569e-01,6.820083547835891213e-01,8.590537425517896786e-01,7.282240678756727315e-01,6.639617883220644279e-01,7.244081589482531669e-01,3.560092346768894966e-01
6.986270791244564293e-01,0.000000000000000000e+00,8.698344386590315391e-01,9.234810344563347817e-01,4.342524283812069785e-01,7.082871429134038888e-01,8.297336585095976824e-01,6.915415280928869368e-01,6.394506394998421550e-01,6.768018008181749812e-01,3.140971867173382170e-01
7.960719970726570782e-01,0.000000000000000000e+00,8.709991056176358271e-01,9.108661346946881343e-01,4.266978566327588873e-01,7.360093660371811453e-01,8.251905808163727540e-01,7.097775521864480019e-01,5.981454131703199950e-01,5.890503315752916302e-01,3.287565691951354063e-01
8.695246288872982010e-01,0.000000000000000000e+00,8.712573044596607641e-01,8.371451447500122267e-01,3.898773798918271360e-01,7.651038174027628980e-01,6.045340096791226303e-01,6.069514492035633646e-01,5.212682064955371786e-01,4.945777130608095540e-01,3.000200251535767304e-01
9.305804312603904727e-01,0.000000000000000000e+00,8.723879340510736213e-01,8.698026197216002231e-01,4.047958514653923756e-01,7.945122419000637537e-01,6.016484447651150314e-01,6.142686982397915774e-01,4.650178628049042029e-01,3.855862660721723900e-01,3.179063165204615293e-01
9.869862062904897204e-01,0.000000000000000000e+00,8.739606635904253462e-01,7.978116860524913090e-01,3.673612804258580833e-01,8.243712126285405173e-01,5.155393889955819375e-01,5.725186244224569343e-01,4.686037750970438731e-01,3.865765307716902965e-01,2.798858421635989080e-01
9.999999999999997780e-01,0.000000000000000000e+00,8.743574466313572824e-01,5.826300987805551612e-01,2.602862365083382645e-01,8.592725550045059446e-01,3.456989202897757796e-01,3.717947222215924885e-01,3.347731474054794210e-01,3.481401475280520019e-01,2.863445339813236457e-01
9.312561928472475881e-01,0.000000000000000000e+00,8.733588147271729163e-01,5.017106905011849971e-01,2.213051798924879909e-01,8.952799954206085431e-01,3.243961271960890125e-01,3.674749940300158224e-01,2.643504693676261841e-01,2.463351097776982357e-01,2.788477705355369984e-01
4.852068203154364934e-01,0.000000000000000000e+00,8.664541354363821668e-01,3.438521903091363296e-01,1.508038855041488047e-01,9.998655398497282576e-01,3.887332352893468901e-02,2.433742867723084347e-01,3.899836258753607288e-01,1.800308524360534346e-01,3.848696960030096870e-01
4.805768698252588234e-01,0.000000000000000000e+00,8.667015013068806173e-01,4.022880370538474137e-01,1.794841549625121324e-01,9.999999999999998890e-01,3.551380774052625977e-02,2.127794994863253519e-01,4.806343010187497655e-01,3.133619864579664238e-01,3.238116290033565825e-01
4.658820230843333521e-01,0.000000000000000000e+00,8.676462624114877897e-01,4.192985602702362646e-01,1.868566271694284131e-01,9.881662134631965522e-01,5.219882006895681936e-02,1.644201211844682486e-01,4.532357529636639737e-01,2.651202937894895362e-01,4.065923187125597416e-01
4.508917713249533943e-01,0.000000000000000000e+00,8.671375918763655211e-01,4.033892053180335724e-01,1.795426035497401651e-01,9.838631523473160279e-01,3.813740905366302947e-02,1.504432108390566514e-01,4.754373039706577542e-01,2.884125570299725938e-01,3.472362479851146544e-01
4.355899075825618860e-01,0.000000000000000000e+00,8.671824318871499404e-01,3.781368378695864618e-01,1.669775364054439937e-01,9.738930383138904023e-01,4.721237137358802460e-02,2.030256703513644290e-01,4.781823978338777814e-01,2.597913946092008652e-01,3.919041146109113471e-01
4.384081321540127529e-01,0.000000000000000000e+00,8.662007429296143535e-01,3.803576307290676417e-01,1.691768439174285987e-01,9.659178391638475469e-01,4.989554056795741932e-02,2.165211893768198559e-01,4.395122956822312688e-01,2.072634865468719889e-01,3.577538133530446807e-01
4.501008177988183867e-01,0.000000000000000000e+00,8.654976301364549762e-01,3.980404125180662112e-01,1.787250181700891227e-01,9.575701922742705374e-01,5.304655964172921845e-02,1.801651072214401905e-01,4.507209260134226736e-01,2.499426889235375482e-01,4.089478703235603918e-01
4.616098688331312649e-01,0.000000000000000000e+00,8.680036578118397461e-01,3.863827949364053160e-01,1.701450447365984164e-01,9.477151744462728455e-01,6.458629859961784181e-02,1.337153257141570073e-01,4.889938667405294148e-01,3.456681835977725159e-01,3.620514507230986334e-01
4.743128156161342535e-01,0.000000000000000000e+00,8.677784275136042336e-01,4.175429914643111196e-01,1.858385944795788447e-01,9.355291669941698807e-01,5.346192399625970815e-02,2.566020660170398315e-01,3.884287870182290825e-01,1.776826141011054183e-01,3.867524452750452646e-01
4.894056090368663625e-01,0.000000000000000000e+00,8.684898490631747237e-01,3.982738538152121310e-01,1.754936696418195607e-01,9.251090871356322243e-01,5.819543732716281337e-02,2.452009655632083618e-01,4.031763246991312277e-01,1.928894521271136142e-01,3.480315723629464619e-01
5.654647213170107545e-01,8.863432556768556791e-01,8.399559017328961374e-01,8.371755639440012775e-01,4.249081507638847177e-01,2.340270530457111420e-01,8.143233601253986320e-01,7.213269594033255849e-01,6.824179957211993219e-01,8.624120540592976614e-01,3.982913426781466981e-01
5.739772597055516901e-01,8.863432556768556791e-01,8.413781183284841925e-01,8.080212441804616175e-01,4.088704986518747475e-01,2.396725892992652707e-01,8.228972125117709480e-01,7.315452200173646613e-01,6.845790156974789209e-01,8.348341053109160637e-01,4.078230145535349793e-01
5.823914368981220058e-01,8.863432556768556791e-01,8.427884382884383019e-01,8.402408499071760684e-01,4.232582690520567126e-01,2.337268480912830793e-01,8.203841510957872174e-01,7.320056939972080512e-01,6.946197576921808725e-01,8.518363083005651148e-01,4.102909786855756247e-01
6.028574865677713834e-01,8.863432556768556791e-01,8.436635196993773622e-01,8.042626728781557821e-01,4.044508693139391431e-01,2.357235615586529276e-01,8.041279024544363274e-01,7.001216040373583471e-01,6.583947012911559593e-01,8.396145522736788713e-01,4.105882571052305030e-01
6.227733187267023851e-01,8.863432556768556791e-01,8.426040641092080730e-01,8.087831401574043788e-01,4.078765620375056633e-01,2.473439592541449850e-01,8.007938859081241700e-01,6.971439675504159661e-01,6.392278714754682234e-01,8.168058980114192291e-01,4.130551373254299774e-01
6.421677450184006819e-01,8.863432556768556791e-01,8.423295822946010869e-01,7.981985581261745732e-01,4.029385104622692504e-01,2.594383793661065862e-01,8.613419727791151725e-01,8.639368343348555745e-01,8.431256019309832928e-01,8.818571790791974729e-01,4.251200912919512742e-01
6.513105805153078798e-01,8.863432556768556791e-01,8.441590793445745700e-01,7.291944063559558931e-01,3.666974151705463814e-01,2.626190694934532610e-01,8.385279933462440605e-01,7.855368793404239325e-01,7.400607211553998921e-01,8.102558267924631075e-01,3.949522663045429427e-01
6.553267644412481552e-01,8.863432556768556791e-01,8.449545862025822363e-01,8.053478030384825237e-01,4.035449402804345276e-01,2.592403070597704140e-01,7.961493101016428042e-01,6.789795233908199057e-01,6.220622479982125252e-01,7.755329809075207637e-01,3.913057407355357009e-01
6.593212935118502038e-01,8.863432556768556791e-01,8.445127100350919847e-01,8.070358516970553842e-01,4.048752213658311505e-01,2.780076348612710024e-01,8.496684977825575968e-01,8.487067674328809819e-01,8.567085330172854452e-01,9.166899135359662942e-01,3.742221587569363184e-01
6.662810492247686067e-01,8.863432556768556791e-01,8.441921253987503260e-01,6.294733447909289792e-01,3.172450171005233299e-01,2.912203529919684675e-01,8.744939082331772973e-01,8.321300650540710553e-01,7.603282796433105117e-01,7.727189772680659319e-01,3.960452082143156582e-01
5.631339377517305955e-01,8.863432556768556791e-01,8.436104363493840408e-01,4.271145478774781568e-01,2.176175520234799876e-01,3.244972915695085725e-01,8.671738553653318693e-01,7.870682351681269617e-01,7.859321023204444145e-01,9.253737148059999473e-01,3.744951391067905533e-01
5.445576764496191657e-01,8.863432556768556791e-01,8.452675412766512686e-01,4.114480618542437629e-01,2.080016536098162616e-01,3.329295324925215516e-01,8.645677607138944065e-01,7.869291461132826848e-01,7.810115590909328942e-01,9.308280440538420075e-01,3.740935738623787365e-01
5.255036172767970637e-01,8.863432556768556791e-01,8.454338248546133805e-01,4.248185254234397301e-01,2.144404874734205380e-01,3.445208778497520496e-01,8.811589916195516903e-01,7.967301385306022610e-01,7.573302624542712636e-01,8.739079087486398834e-01,3.677974989697757602e-01
5.203243551651570709e-01,8.863432556768556791e-01,8.456941307778509387e-01,4.400709965323578166e-01,2.217074850886879278e-01,3.497740195186491707e-01,8.269225100808172968e-01,7.410632402695785936e-01,8.699983212036851432e-01,9.713157994719223698e-01,4.201364918608799792e-01
5.151086294601605609e-01,8.863432556768556791e-01,8.445508383972847311e-01,4.202593530289042700e-01,2.131687813436030088e-01,3.277135099588553979e-01,8.812814776533978156e-01,7.964874892002453688e-01,8.439012187383061470e-01,9.543539823519811005e-01,3.686560266439197209e-01
5.098559230895536309e-01,8.863432556768556791e-01,8.438877354742555514e-01,4.221205192335643064e-01,2.148336180216612878e-01,3.225230732973201064e-01,8.998303158652424250e-01,8.182350025525864101e-01,7.944940528072732544e-01,9.053148215274542387e-01,3.757472512498256645e-01
4.997829416121113422e-01,8.863432556768556791e-01,8.457105694990444400e-01,4.318498143529302391e-01,2.176146550831886128e-01,3.217470784802122230e-01,9.028626758750675219e-01,8.183843724178663237e-01,7.860219730136377425e-01,8.810640232374123970e-01,2.913064621644461116e-01
4.870639370899003673e-01,8.863432556768556791e-01,8.462813948220021532e-01,4.267230975149683969e-01,2.144361005068350368e-01,3.159600139367256810e-01,8.765095323226678170e-01,7.961854100197071071e-01,7.871720742196613996e-01,8.971527515733265234e-01,3.812113503426042271e-01
4.741208282355076076e-01,8.863432556768556791e-01,8.462248140819726983e-01,4.219515345893276037e-01,2.121352546095105485e-01,3.043425150906057253e-01,8.363311292155167775e-01,7.694970442943835920e-01,8.092327241240178104e-01,9.221976387713406442e-01,3.452387455307811548e-01
4.608029131820843283e-01,8.863432556768556791e-01,8.446111509335035850e-01,4.123629664329426792e-01,2.091877015020312536e-01,2.952535203510945339e-01,8.289573716081826138e-01,7.727643998705184814e-01,8.268978142283196497e-01,9.323387687027878679e-01,3.988971389330875361e-01
6.358106411790271917e-01,8.863432556768556791e-01,7.992921062462396975e-01,9.285997164538827287e-01,5.157022238684989546e-01,2.329948206857320736e-01,7.543885323021549683e-01,6.672014888309037994e-01,5.779654974073133999e-01,8.737068921448098990e-01,3.733988825531439071e-01
6.618993801997776760e-01,8.863432556768556791e-01,7.991596329339426541e-01,8.706135882345910071e-01,4.871155444394454914e-01,2.439186501482146774e-01,7.333539824538946039e-01,6.612854269817189934e-01,5.764279700328539535e-01,8.082423684365802607e-01,3.701870929845456626e-01
6.974391435318416654e-01,8.863432556768556791e-01,7.994807791808614672e-01,6.696917688184831352e-01,3.871913712044436351e-01,2.602557332305346360e-01,7.013357548455307899e-01,6.589533360561009578e-01,5.340270227749328580e-01,7.069176819849429805e-01,3.747203286810213418e-01
7.313517471344015419e-01,8.863432556768556791e-01,7.984492361188023635e-01,7.524265239237553082e-01,4.293441972868815570e-01,2.898610874237833590e-01,6.894048108716270828e-01,6.368874997132036864e-01,4.990463360017122763e-01,6.550285172553845792e-01,3.811365935332103883e-01
7.444070893309033821e-01,8.863432556768556791e-01,8.017066985829714998e-01,6.936001417877415420e-01,3.965493679659407578e-01,2.985665551865389622e-01,7.135753233153609987e-01,6.429836982722805239e-01,5.141506370087960409e-01,6.290909240887762044e-01,3.879998778749743638e-01
7.169963641499346174e-01,8.863432556768556791e-01,8.022225631485662145e-01,7.819537051617500012e-01,4.397552020072270640e-01,2.937206344931472257e-01,7.527091438210227192e-01,6.828460292520888153e-01,5.296482112937188624e-01,6.167295150877177834e-01,3.797409484649363343e-01
6.885323609983127202e-01,8.863432556768556791e-01,8.017782903258360294e-01,7.170164245113364032e-01,4.080731298453487144e-01,3.003331906657729089e-01,7.376956010678051845e-01,6.565390704531439692e-01,5.248479131504604212e-01,6.604050604376925371e-01,3.881580317105176592e-01
6.589308879532991270e-01,8.863432556768556791e-01,7.992020307915235211e-01,7.368983697504460917e-01,4.208074681324375788e-01,3.210525257457772508e-01,7.851540066474688162e-01,6.933879366259846355e-01,5.503133624807973190e-01,6.948719033423147451e-01,3.997741156862287815e-01
6.764257326871296883e-01,8.863432556768556791e-01,7.983801625200925844e-01,4.631961257092220841e-01,2.860960654466468966e-01,3.277267838618997953e-01,8.063529113029318518e-01,7.593055497523193420e-01,6.823493879276085750e-01,7.830010641283065009e-01,4.082370563695790766e-01
6.935155245920410216e-01,8.863432556768556791e-01,8.013839942614887635e-01,5.420659298623472511e-01,3.218178951530798471e-01,3.167869600821549003e-01,7.681763746131995418e-01,6.873916180758276040e-01,5.850606393755829471e-01,6.910089709048312656e-01,3.939305007848569185e-01
5.407188282700892135e-01,8.863432556768556791e-01,8.024840925324079333e-01,3.654530211167460463e-01,2.330687778618371064e-01,3.494426415931307650e-01,8.352204335761469478e-01,7.650354628044964134e-01,7.656910303083841463e-01,9.010687272813975301e-01,3.971929551051049945e-01
5.438589577512209505e-01,8.863432556768556791e-01,8.023825231234511524e-01,3.644721001978669106e-01,2.326965542795537134e-01,3.533768560101420153e-01,8.166990891060064151e-01,7.537384388038030902e-01,7.515557849454089778e-01,8.826598403042407170e-01,3.881548816603820340e-01
5.578228355558563223e-01,8.863432556768556791e-01,8.006380083289312832e-01,3.784373731068042535e-01,2.415685860429834797e-01,3.618849487771627071e-01,8.122257218594809425e-01,7.539265252844643550e-01,7.197143264406509200e-01,8.275460898130183596e-01,3.880516609312633092e-01
5.715266908938763102e-01,8.863432556768556791e-01,7.994040003789955051e-01,3.601019514519716025e-01,2.338630342602037171e-01,3.655122508484252020e-01,7.986198400984761969e-01,7.464546616357696784e-01,6.971257276446314322e-01,7.925845079107565194e-01,3.647719491040098960e-01
5.749766717564304130e-01,8.863432556768556791e-01,8.029318961432778678e-01,4.248185254234397301e-01,2.619861698314157050e-01,3.584229545621919755e-01,7.453996803944081817e-01,6.913864476618941657e-01,7.957584695329618096e-01,8.762852209666690539e-01,3.746180620395009875e-01
5.577662387607129624e-01,8.863432556768556791e-01,8.033587785854146013e-01,4.086958703853239561e-01,2.535196028616741870e-01,3.360772689915045852e-01,7.943299413329397707e-01,7.313684381313040328e-01,7.722295227316258170e-01,8.776830178758123768e-01,3.760275804921590082e-01
5.401464629031966780e-01,8.863432556768556791e-01,8.030071188296725726e-01,3.647174643437494090e-01,2.321187170472872596e-01,3.319257348849414813e-01,8.148150515367451607e-01,7.484795402541792875e-01,7.220064443852229896e-01,8.348759992818929332e-01,3.798036280284553534e-01
5.220973966846220726e-01,8.863432556768556791e-01,8.012563936785578322e-01,3.612125614899447945e-01,2.323405474322202680e-01,3.292303047566125240e-01,7.874029090669520947e-01,7.379659475045505790e-01,7.152621130505139035e-01,8.156681183246372591e-01,3.717198673084235461e-01
4.985912342033504974e-01,8.863432556768556791e-01,8.002897264500494767e-01,3.719157992292881909e-01,2.387266592225091300e-01,3.281077950194725146e-01,7.403193545558840460e-01,6.748186729762053471e-01,7.805666382482047139e-01,8.379530421373388993e-01,3.822538925420556621e-01
