Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	weight10	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,1,2,3,4,5	-4.071282072951492	2.12224285013639	1.5156688708187644	-4.63276530569843	-3.9912658065838675	2.8442345328503578	0.0	0.0	0.0	0.0	0.0	1.7672922100815167	0.9843076923076923	0.2098290598290598	0.8855950653120465	0.8257028278471221	0.8956946769529928	0.03139215595688357	0.09769639541489905	0.04312727930109241	0.06618474547383836	0.03413950734416522
0,1,2,3,5,7	-4.21638394750523	2.114528620056376	5.195993528598381	-5.753183213629864	0.0	2.643666714610535	0.0	-0.27000763383489795	0.0	0.0	0.0	-1.4075167345503539	0.9843076923076923	0.21367521367521364	0.8836719883889697	0.8227143220999956	0.8940063652646811	0.03139215595688357	0.09461091927068005	0.0409282390915891	0.06354003749886322	0.031986547073953944
0,1,2,3,4,6	-4.14947058492685	1.1678049493046463	2.09428095406684	-4.795636268819962	-4.71925375555344	0.0	-0.7364179457987584	0.0	0.0	0.0	0.0	3.942575494001008	0.961076923076923	0.19472934472934472	0.8818577648766329	0.8336562868280708	0.8902262109387268	0.0387805233858807	0.09837118377844407	0.046843855357378936	0.0730007183973067	0.039404256100720986
0,1,2,3,4,9	-2.186149827211443	0.004838988733646366	1.3046714286312873	-5.477380267661152	-4.173777804896101	0.0	0.0	0.0	0.0	1.5781321714587324	0.0	3.2598933855191623	0.9846153846153847	0.20612535612535612	0.8876269956458636	0.8258326185638805	0.8969698293260506	0.025512498387349213	0.07516199230094306	0.03682544831489176	0.05397021171780521	0.031067543853594313
0,1,2,3,5,10	-4.118257663948278	2.019512441256653	5.194219944971998	-5.803465257525664	0.0	2.623509750693186	0.0	0.0	0.0	0.0	-0.49739558129545697	-1.3159671318559052	0.9806153846153846	0.20997150997150998	0.883744557329463	0.8225871381739012	0.8929928294556552	0.035546119720989734	0.07190614539795831	0.027969749208252084	0.04764514061233071	0.02214880767462654
0,1,2,3,5,6	-3.9385080476801577	2.0368328321575597	4.505767066231504	-5.919314014713462	0.0	3.1746453500006084	0.4561455835495048	0.0	0.0	0.0	0.0	-1.5689543614332797	0.9883076923076924	0.21737891737891735	0.883744557329463	0.8214474864688338	0.8948299346567554	0.024799312836442926	0.09980500627362633	0.044211759703433155	0.06861029988203039	0.03480371928553909
0,1,2,3,4,8	-3.082096533548972	0.5523722879687367	1.6837408280756816	-5.153798953413782	-4.437483209947148	0.0	0.0	0.0	0.7143710927922785	0.0	0.0	3.411517489904631	0.9766153846153847	0.2024216524216524	0.8856313497822932	0.8292818427864311	0.8947604004234838	0.031316668529884364	0.08895426863612788	0.037466522419335305	0.06265340269741221	0.03026006932218262
0,1,2,3,4,10	-3.597154793985599	0.6883074235244602	2.241195264460872	-5.101152499321611	-5.035000101047863	0.0	0.0	0.0	0.0	0.0	-1.2850930684024544	4.178126072624965	0.9650769230769232	0.17948717948717946	0.8914368650217707	0.8428740359493647	0.8978579414459389	0.03665318023448682	0.07349930414527757	0.0270370681161836	0.0529910634526539	0.022375812339764187
0,1,2,3,5,9	-1.6318091762229276	1.6530203860829893	2.1391698425215546	-6.492969728191409	0.0	4.278807667516331	0.0	0.0	0.0	2.997071610818623	0.0	-2.3187568275204002	0.9883076923076922	0.1457264957264957	0.9200653120464442	0.8696165184874862	0.9243803867143876	0.017864711836301273	0.05297938930783438	0.02349600863823103	0.04066552041121578	0.020342747459598902
0,1,2,3,4,7	-4.49749965602777	1.2976478461377576	2.3819937231702366	-4.505134174406116	-4.897154436133576	0.0	0.0	-1.5012363843283323	0.0	0.0	0.0	4.167190574432759	0.9533846153846154	0.1685185185185185	0.8913642960812773	0.8506710343629384	0.8966617319167305	0.0482206467110383	0.08035513923448111	0.03764125130758038	0.06139829788529439	0.03295913833792335
0,1,2,3,5,8	-3.530855138763237	2.260516749294129	3.591190093271075	-6.2421362005773355	0.0	3.4543375374978673	0.0	0.0	1.2955923550642239	0.0	0.0	-1.7196951319367115	0.9727692307692308	0.18732193732193733	0.8913642960812773	0.8387380092480532	0.8984201362647077	0.04912512703809401	0.07789626552802642	0.03327434300828999	0.054768993376914654	0.02864355582927268
0,1,2,3,6,8	-3.4214736825912255	1.1652063999871882	5.445015285338171	-6.39774941667822	0.0	0.0	-1.2416875828828668	0.0	1.3666665807349088	0.0	0.0	-0.12649400302966643	0.9727692307692308	0.17962962962962964	0.8951741654571842	0.8449564951177855	0.9023853957054356	0.03056121996387697	0.08909786688172913	0.041430907204519855	0.06385129736088858	0.03451881261056563
0,1,2,3,6,7	-4.027055247809259	0.6952186144928514	5.936375895570297	-6.283815614442999	0.0	0.0	1.160252812771677	-2.1048334776458013	0.0	0.0	0.0	0.5497585004158196	0.9572307692307692	0.17991452991452989	0.8875907111756168	0.8419247172895586	0.8935965621679907	0.047172351745813655	0.07226042359711791	0.030092406780374913	0.05489642027768197	0.026411534834997454
0,1,2,3,6,9	-0.4480892852586165	0.18071539784634108	3.960967395677403	-6.8115663209134	0.0	0.0	-2.799554698154112	0.0	0.0	4.353936186891376	0.0	-0.4349556354566488	0.9764615384615384	0.07820512820512819	0.9485849056603775	0.924545422648871	0.9489611347023746	0.04031855402685676	0.04506673163477766	0.029667763620302046	0.04094442464695643	0.030218822904905733
0,1,2,3,6,10	-3.6504590469325726	0.7358241556772903	6.248705881174952	-6.4348214125063095	0.0	0.0	-0.24388143647571486	0.0	0.0	0.0	-0.8434139341713076	0.13326052027205978	0.9649230769230769	0.18333333333333332	0.889477503628447	0.8391242834051184	0.8960747708890123	0.03667093394569743	0.06889360760916859	0.031801097479719834	0.050685012751173396	0.027524845656930124
0,1,2,3,7,8	-3.535432985176412	1.1512316056040532	5.047814975046071	-6.157327446177552	0.0	0.0	0.0	-2.1476744724351287	2.0166082924147797	0.0	0.0	0.29014558680416164	0.961076923076923	0.14957264957264957	0.9047169811320754	0.8670105820105819	0.9089779089832998	0.05230339348851278	0.08780292141209373	0.04214225271825748	0.06356092495911184	0.03721312751197368
0,1,2,3,7,10	-3.8324262388092243	0.8251581535925668	6.464819162231912	-6.336220766826121	0.0	0.0	0.0	-0.644945220745694	0.0	0.0	-0.7272265626349489	0.14107354266876931	0.9687692307692307	0.17578347578347578	0.8952104499274309	0.846802129453932	0.901568078396281	0.0381032542988874	0.07941311175012807	0.03549088627979362	0.061142513671940124	0.030680101378242477
0,1,2,3,7,9	-0.18264787718956854	-0.30732617564902387	3.4403175184115673	-6.528101140805477	0.0	0.0	0.0	-3.4718421206970134	0.0	4.866635054995477	0.0	0.09163130689930182	0.9766153846153847	0.04843304843304843	0.9639332365747458	0.951315221815222	0.9634545642156234	0.03965412594096625	0.028822842397335777	0.02856866929876245	0.028252302359138094	0.02944759680412414
0,1,2,4,5,7	-4.499169465511567	2.0441162964563695	-2.001523334473208	0.0	-8.434280907484633	3.1032073128810573	0.0	-1.4902361455595552	0.0	0.0	0.0	5.104092184338472	0.9344615384615386	0.1650997150997151	0.8837082728592163	0.8512063989650198	0.8884039587487864	0.05166666030412889	0.0808395459115174	0.042585433557131236	0.06782719310375197	0.038401999303528195
0,1,2,3,8,9	-1.4842911337033617	-0.4422989994478999	4.641120873997563	-6.926400687394502	0.0	0.0	0.0	0.0	-0.4640439780499519	2.322647241106046	0.0	-0.14045424489257682	0.9804615384615385	0.20612535612535612	0.8855950653120465	0.8263528608488286	0.8949127153683177	0.031589452213108396	0.08379180866367474	0.03663619440695899	0.058222750205911375	0.029413184215921175
0,1,2,3,9,10	-1.3725130247305986	-0.3856852002028162	5.0027328365391455	-7.177435024548437	0.0	0.0	0.0	0.0	0.0	2.2563822457078664	-1.486536467176822	-0.034861777263322055	0.9767692307692307	0.14601139601139598	0.9142960812772134	0.8678774832570717	0.918281214987204	0.025609262377636468	0.045290409306527564	0.017533172648796135	0.034444339759402545	0.014987265677571126
0,1,2,3,8,10	-2.2215153584398313	0.3380012155932916	5.644048444564719	-6.747171137416918	0.0	0.0	0.0	0.0	1.891450094608789	0.0	-2.2524067475219485	-0.2943504152601719	0.9767692307692307	0.1643874643874644	0.9048258345428156	0.8553181313834491	0.9106224028000899	0.018973042227353694	0.07055870618440405	0.02924404499895192	0.05395926196491941	0.024792482369724027
0,1,2,4,5,6	-4.091751903596403	1.8525893742394668	-2.5840074722679462	0.0	-8.214271759094895	3.224851611359088	-0.5898361204591207	0.0	0.0	0.0	0.0	4.833100342249769	0.9460000000000001	0.213960113960114	0.8646589259796806	0.8143771994134898	0.8737652177910128	0.04610484578364544	0.07776995045301456	0.04581968652480311	0.05907472006367896	0.04024803674207428
0,1,2,4,5,9	-2.799735909951216	1.4978651308368744	-4.678832416609708	0.0	-8.07397641994606	3.4929866244712597	0.0	0.0	0.0	1.0733664437806867	0.0	4.810663769770555	0.9846153846153847	0.2138176638176638	0.883744557329463	0.8200607719464456	0.893790730893597	0.02551249838734921	0.07362467777181395	0.0397755255028357	0.05392516426659969	0.0337817324725384
0,1,2,4,5,10	-4.077207006347985	1.7374920918463335	-2.9879242483907382	0.0	-8.262341142626353	3.504276832192365	0.0	0.0	0.0	0.0	-1.125517826562876	5.164229774149114	0.9073846153846153	0.15398860398860398	0.8759071117561683	0.8539894627526718	0.876460895361363	0.0975602984534156	0.07044141539821261	0.05546660172430004	0.059595241561303074	0.06128458293337635
0,1,2,4,5,8	-3.6220429777927086	1.711762120456995	-3.530935152289247	0.0	-7.7324469505902185	3.653570375005772	0.0	0.0	0.43764245803322266	0.0	0.0	4.449130987400631	0.9692307692307693	0.2022792022792023	0.8818940493468796	0.8251833622439853	0.89031330805378	0.041424344670265414	0.06906408362774767	0.04250683488947303	0.05308232817281381	0.037677494885747065
0,1,2,4,6,7	-3.9698957637234074	0.9103271775677951	-2.3648610294685874	0.0	-9.494650035376093	0.0	0.8411125061439936	-3.1742451641259306	0.0	0.0	0.0	7.787933177557368	0.9033846153846155	0.13133903133903133	0.8855950653120465	0.8738456471065167	0.8862609263558727	0.046525681652765064	0.06945609515826155	0.030065816504072123	0.05447074066696874	0.027251512108493362
0,1,2,4,6,8	-2.9963543673299804	0.8888825139865618	-3.15026422075303	0.0	-8.75351877282197	0.0	-1.9303610664713777	0.0	1.1360847325432277	0.0	0.0	6.866094634323059	0.9112307692307692	0.15726495726495726	0.8762699564586358	0.8509153024497851	0.8784328034191405	0.07097978710530764	0.07273108660900529	0.05460059305073057	0.0603045518579504	0.05502185745886956
0,1,2,4,6,9	-1.5305953250447166	0.6137192440691286	-4.72997427654745	0.0	-9.54868741746296	0.0	-2.578958427762406	0.0	0.0	2.5707595363681897	0.0	7.298563829158917	0.9341538461538462	0.11225071225071223	0.9104862119013062	0.8929177441686027	0.9111600561234301	0.05759602221636429	0.06434521973465057	0.03905903142718459	0.053782145200226436	0.0381340832989072
0,1,2,4,6,10	-3.677088906990916	0.7166838850335471	-1.9737868118350064	0.0	-9.641295045346613	0.0	-1.3356542821317972	0.0	0.0	0.0	-1.5948947429977929	7.6831691264914355	0.899846153846154	0.12763532763532764	0.8856313497822933	0.8760401962070967	0.8851549368336272	0.06467195325998387	0.05674524266184707	0.02737003756276009	0.045810790940093694	0.02776274837928488
0,1,2,4,7,8	-3.3577081303687786	1.0441422556480981	-2.9402327121095344	0.0	-8.573099567590514	0.0	0.0	-3.245058544974163	1.62916517570806	0.0	0.0	7.187012394600059	0.8567692307692308	0.09373219373219373	0.881821480406386	0.9042083114018599	0.8764477692799575	0.07687521587981427	0.07855915487971761	0.049829834340840894	0.06711018667010205	0.05103077647943701
0,1,2,4,7,9	-1.7605821800146775	0.3041190230914358	-4.415375268515467	0.0	-9.744163290428723	0.0	0.0	-4.217847350402141	0.0	3.2673713969907974	0.0	8.015061193269954	0.9343076923076923	0.03732193732193732	0.9486937590711175	0.9599228291836989	0.9464111113240653	0.05182149607664084	0.016573264469799415	0.030553678531529908	0.01797528074388257	0.03254986254772905
0,1,2,4,7,10	-3.956059065229096	0.9231101381492601	-1.8007045806867208	0.0	-9.855608340541119	0.0	0.0	-2.1356032387341175	0.0	0.0	-1.1965659083909113	7.892879824126567	0.9073846153846153	0.10868945868945867	0.8989477503628447	0.8929421975873589	0.8981570301076406	0.05208913616589237	0.05386819519033939	0.025868689823498516	0.04562417919345565	0.026078226247338524
0,1,2,4,8,10	-2.63676034120864	0.026408138450119932	-4.146241487216494	0.0	-9.630661984897966	0.0	0.0	0.0	0.8825251078098588	0.0	-1.8181740976009597	8.039074405064753	0.9344615384615386	0.16467236467236468	0.8838171262699565	0.8492748940429939	0.8882628218342503	0.042212199924728	0.06539749359547398	0.035402488190624005	0.0542951902631468	0.03208693673103017
