Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,1,5	-0.1672549928201706	0.0	0.0	0.0	0.0	1.696784484956313	0.0	0.0	0.0	0.0	-1.6656788384391	0.0	0.06666666666666667	0.6097222222222223	0.0	nan	0.0	0.0816496580927726	0.04707903126855079	0.0	nan
0,1,3	0.08763576900105702	0.0	0.0	-4.033969157055418	0.0	0.0	0.0	0.0	0.0	0.0	1.1776898421724096	0.6333333333333333	0.16333333333333333	0.7666666666666666	0.61	nan	0.3785938897200183	0.15737428845483833	0.13941566768144004	0.3555277766926236	nan
0,2,5	-2.2301603058646897	0.0	2.2891034762434423	0.0	0.0	2.240007456076028	0.0	0.0	0.0	0.0	-2.0570330094058304	0.4999999999999999	0.10333333333333332	0.7569444444444444	0.65	nan	0.3415650255319866	0.08491826135237998	0.09727181274940626	0.3511884584284246	nan
0,1,4	-0.007126519953751043	0.0	0.0	0.0	0.007101214391405719	0.0	0.0	0.0	0.0	0.0	-1.0002347566985994	0.0	0.0	0.6541666666666666	0.0	0.0	0.0	0.0	0.01909406539564932	0.0	0.0
0,1,2	-0.6542219977397107	0.0	1.6990485767904304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.6575487433005578	0.0	0.0	0.6541666666666666	0.0	0.0	0.0	0.0	0.01909406539564932	0.0	0.0
0,1,8	0.02912571029801505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0622872034615362	0.0	-1.0437814705623496	0.0	0.0	0.6541666666666666	0.0	0.0	0.0	0.0	0.01909406539564932	0.0	0.0
0,2,6	-0.6650747456416986	0.0	1.7063356160953789	0.0	0.0	0.0	-0.008494996351213091	0.0	0.0	0.0	-1.6583145502131078	0.0	0.0	0.6541666666666666	0.0	0.0	0.0	0.0	0.01909406539564932	0.0	0.0
0,2,7	-3.1758727108727483	0.0	1.3586217942743226	0.0	0.0	0.0	0.0	3.0778367860064164	0.0	0.0	-1.916198077420112	0.7666666666666667	0.08333333333333333	0.8652777777777777	0.825	0.7857142857142857	0.2603416558635552	0.11180339887498948	0.1472549753922691	0.23702437755546485	0.23596187093500381
0,2,9	-2.9723947989043884	0.0	1.5140165606132165	0.0	0.0	0.0	0.0	0.0	0.0	2.547553487440136	-1.9851578164476387	0.5666666666666667	0.06666666666666667	0.8055555555555556	0.8333333333333333	0.6533333333333333	0.2603416558635552	0.11055415967851333	0.14040835506777902	0.25819888974716115	0.24138489320308898
0,2,8	-0.1807498265462449	0.0	2.132490185211059	0.0	0.0	0.0	0.0	0.0	1.5806443172263926	0.0	-2.879614399019076	0.0	0.0	0.6541666666666666	0.0	0.0	0.0	0.0	0.01909406539564932	0.0	0.0
0,3,5	-0.45837429812722685	0.0	0.0	-3.8766730355723182	0.0	2.545732600291744	0.0	0.0	0.0	0.0	-0.005806880100145103	0.9666666666666666	0.0	0.9875	1.0	0.9800000000000001	0.1	0.0	0.0375	0.0	0.05999999999999999
0,1,7	-2.5150083661393667	0.0	0.0	0.0	0.0	0.0	0.0	3.2725293245813996	0.0	0.0	-1.3933064054802764	0.6666666666666667	0.16999999999999998	0.773611111111111	0.6916666666666667	0.660952380952381	0.25819888974716115	0.12948616399703353	0.13735963654977548	0.25013885033006056	0.21546553512196986
0,3,4	-0.3277026023359263	0.0	0.0	-3.7536300272046383	1.2042083425583658	0.0	0.0	0.0	0.0	0.0	0.41490473022578944	0.4333333333333333	0.0	0.8027777777777777	0.7	0.52	0.334995854037363	0.0	0.11765454769192983	0.45825756949558394	0.3682390527904394
0,3,7	-1.606110545066161	0.0	0.0	-3.877203148170353	0.0	0.0	0.0	2.9287201009584822	0.0	0.0	-0.24842148883559675	1.0	0.016666666666666666	0.9888888888888889	0.975	0.9857142857142858	0.0	0.049999999999999996	0.03333333333333335	0.075	0.04285714285714287
0,3,6	0.1549861014279505	0.0	0.0	-4.17953360766237	0.0	0.0	0.7046513918089119	0.0	0.0	0.0	0.7885968896416373	0.6	0.11000000000000001	0.7902777777777776	0.6599999999999999	nan	0.3590109871423003	0.14761059883656352	0.1548408681338504	0.38781438859330636	nan
