Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	weight10	weight11	weight12	weight13	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,2,5	1.5923104514307878	0.0	-2.321293823236705	0.0	0.0	-1.8666134718870655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1498861462275962	0.45	0.10833333333333332	0.7047619047619048	0.4666666666666667	0.44666666666666666	0.42196629670573876	0.175	0.1887421065010135	0.42687494916218993	0.40557229798013683
0,4,6	0.8577875386095221	0.0	0.0	0.0	2.1110501169591656	0.0	2.5102876306088655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.139386523633564	1.0	0.25	0.8452380952380952	0.7516666666666667	0.8454761904761906	0.0	0.19364916731037085	0.1238324154661509	0.18490988796347985	0.12131390477626008
0,3,13	-0.32923226448165116	0.0	0.0	4.874890472652797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8701827568213452	-4.097736822739096	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,4,5	1.274749440991289	0.0	0.0	0.0	2.6080372927329387	-1.4316760702178928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.3418535993905432	0.4833333333333333	0.0	0.7761904761904762	0.9	0.5966666666666666	0.3023059524536176	0.0	0.13265131692556306	0.30000000000000004	0.278268455512538
0,4,7	0.5343511424611275	0.0	0.0	0.0	2.3968057677721086	0.0	0.0	2.586552282136073	0.0	0.0	0.0	0.0	0.0	0.0	-2.129200669147578	1.0	0.25	0.8452380952380952	0.7516666666666667	0.8454761904761906	0.0	0.19364916731037085	0.1238324154661509	0.18490988796347985	0.12131390477626008
0,2,6	0.5755338653454084	0.0	-2.929860166973785	0.0	0.0	0.0	2.4721604730543936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2651279701892739	1.0	0.25	0.8452380952380952	0.7516666666666667	0.8454761904761906	0.0	0.19364916731037085	0.1238324154661509	0.18490988796347985	0.12131390477626008
0,4,8	-0.11351811320135903	0.0	0.0	0.0	2.135174317808942	0.0	0.0	0.0	1.073076610431545	0.0	0.0	0.0	0.0	0.0	-1.5014415462275739	0.4833333333333333	0.25	0.6214285714285713	0.6	nan	0.3023059524536176	0.19364916731037085	0.15410115357413723	0.30912061651652345	nan
0,4,9	0.15491789773428372	0.0	0.0	0.0	1.763515703466732	0.0	0.0	0.0	0.0	1.7906720663058766	0.0	0.0	0.0	0.0	-1.7036253990690948	0.8666666666666666	0.25	0.7857142857142857	0.7266666666666667	0.7597619047619047	0.22110831935702666	0.19364916731037085	0.12046772038736683	0.1997498435543818	0.15112747093647577
0,4,10	0.21030943166669855	0.0	0.0	0.0	1.5354944826532722	0.0	0.0	0.0	0.0	0.0	4.219512874689825	0.0	0.0	0.0	-3.705216543797646	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,4,13	-1.27743651158415	0.0	0.0	0.0	2.98410807058148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.069331095786326	-2.0989282930538162	0.9333333333333332	0.175	0.8595238095238095	0.8266666666666665	0.8383333333333333	0.19999999999999998	0.22500000000000003	0.14694546784961404	0.21694853460363975	0.17702008674472824
0,5,7	1.715567849284416	0.0	0.0	0.0	0.0	-1.8503041892759637	0.0	2.670257499734651	0.0	0.0	0.0	0.0	0.0	0.0	-1.3381931072024469	0.7166666666666666	0.0	0.8857142857142858	1.0	0.8099999999999999	0.24776781245530843	0.0	0.10583862271853747	0.0	0.17387735140993302
