# nel,B,Pinput,Prad/Pinput,beta,CIII,CIV,OV,OVI,FeXVI,SDLloop_dPhi,SDLloop_dTheta
1.637300130659476771e+00,9.315733554053119425e-01,2.461757428889027821e+00,-1.152636677522373088e+00,-1.262587572252518830e+00,9.993884605230091145e-01,-5.715527508359093956e-01,9.993884605230091145e-01,-1.229954080219639811e+00,9.993884605230091145e-01,-7.153902650948905872e+00,-1.243216184402776703e+00
1.289417204248013205e+00,9.315733554053119425e-01,1.494736124853499160e+00,-2.750950917167819476e+00,-1.525694369001241002e+00,1.159502460119547912e-01,-1.890700633083697957e+00,-2.905251920425616419e+00,-2.364173303913379875e+00,-8.229318637490203869e+00,-8.305062054766583657e+00,-5.192777866908798501e+00
