Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	weight10	weight11	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,1,2,3,4,5,6,7,8,9,10	0.5078044193961775	0.0	-0.8013999359097854	2.2366406493748365	1.2288405425570046	-0.5258813782871498	1.6325341905770645	-0.3600969024986382	-1.707328885326494	0.018839676057160054	0.36375038709029905	0.0	-1.4146165048604644	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,4,5,6,7,8,9,10,11	0.5932556359613119	0.0	-1.4969515683645294	0.0	1.1705137920227684	-0.9709910862465503	2.533675648729824	-0.48852350946237416	-2.0210885619088805	-0.15110329980661283	0.4246681517224058	-1.290081746609343	1.3200216148429402	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,2,3,4,5,6,7,8,9,10,11	0.37558888832596915	0.0	-0.6767075458665782	2.042645595762589	1.2020002017110225	-0.6278155959052312	1.778708163450705	-0.20737294336855466	-1.5043447985223792	-0.022525245032866036	0.3462650656436327	-0.7119887208580691	-0.8784013079595698	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
1,2,3,4,5,6,7,8,9,10,11	0.0	0.0	-0.5340867581894548	2.0609540054483384	1.359766684409234	-0.7025039793109431	1.7794484884870514	-0.22567908913152035	-1.5290835874764561	-0.02628715553778858	0.33621953529684484	-0.745577974335242	-0.7800113707236931	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,6,7,8,10,11	0.37546544591237035	0.0	-0.6787668512972965	2.043740343630378	1.2027280438712697	-0.626259800810962	1.7788131335301198	-0.21503007630380777	-1.5041767376107464	0.0	0.33699595611354305	-0.7133852015212268	-0.8832752786540888	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,6,8,9,10,11	0.38567786187436975	0.0	-0.7016863151096788	2.067104978086684	1.209055332964608	-0.6368265558602026	1.7724839147734415	0.0	-1.5082146315283114	-0.09746212170381548	0.25694816621571476	-0.7383767702440257	-0.8805155306643307	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,6,7,8,9,10,11	0.564021818813599	0.0	-0.6470808280933183	2.2756329009085405	1.2584611280649378	0.0	1.8139613472617362	-0.31764218694867785	-1.3554910287638988	-0.06708364437834399	0.3414812131113248	-0.4911653043081799	-1.547980034540878	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,7,8,9,10,11	0.2779280238580508	0.0	-1.0764506668655076	3.3625065146220052	1.7622244918014711	-0.3125872048346066	0.0	0.011523388695209033	-1.7260749278192662	0.06299841325093877	0.6782824818574525	-0.6793236119795677	-1.2399305338875262	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,6,7,9,10,11	0.5212225891540349	0.0	-0.9195113267255663	2.5973044415582023	2.066285084892481	-0.45285814619357084	1.5632266638644583	-0.25098879975202465	0.0	0.15076477032976593	0.4485680273556335	-1.38297085967702	-1.7574235872117927	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,5,6,7,8,9,10,11	0.8727444909258735	0.0	-0.12471531890808238	1.9817643773022986	0.0	-0.6235025858225147	2.028993042826972	-0.23790052578839638	-1.905405591541702	-0.06296166423403979	0.1901607469646144	-0.6863180647536652	-0.5492632411191143	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,4,5,6,7,8,9,10,11	0.10526351879988956	0.0	0.0	2.255428353175664	0.9204883077638117	-0.5965240786834185	1.7802955820775854	-0.29991600023829845	-1.5253709141530714	-0.10606126492082099	0.30953151073077634	-0.7944590725513119	-0.8657609168716025	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,6,7,8,9,11	0.36012724094694826	0.0	-0.6588835456099625	2.049939383309242	1.1637822510538736	-0.6899679982865167	1.7827202145425365	-0.037804055383821186	-1.4981185605982668	0.1360635326530264	0.0	-0.6935612995177424	-0.8501266279604472	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
