Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	weight10	weight11	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,1,2,8	2.3291529732454337	0.0	-1.3312388373108504	0.0	0.0	0.0	0.0	0.0	-3.2047242525298913	0.0	0.0	0.0	0.36852421153043574	0.9333333333333332	0.0	0.9714285714285715	1.0	0.96	0.13333333333333336	0.0	0.05714285714285716	0.0	0.07999999999999999
0,1,3,6	3.3427195672121415	0.0	0.0	2.460210048228765	0.0	0.0	1.5942737030565621	0.0	0.0	0.0	0.0	0.0	-5.0303673129461846	0.9	0.0	0.9571428571428571	1.0	0.9400000000000001	0.1527525231651947	0.0	0.06546536707079774	0.0	0.09165151389911678
0,1,3,7	3.6635921438029406	0.0	0.0	2.2086951492428435	0.0	0.0	0.0	-0.2030252850735957	0.0	0.0	0.0	0.0	-3.9287450229334873	0.8333333333333333	0.0	0.9285714285714286	1.0	0.9	0.16666666666666669	0.0	0.07142857142857145	0.0	0.09999999999999998
0,1,3,8	1.8297715659815257	0.0	0.0	2.041787049479352	0.0	0.0	0.0	0.0	-2.815089318741229	0.0	0.0	0.0	-1.2918641795804626	0.9666666666666666	0.0	0.9857142857142858	1.0	0.9800000000000001	0.1	0.0	0.04285714285714287	0.0	0.05999999999999999
0,1,3,9	3.662724793097651	0.0	0.0	2.2857481955850805	0.0	0.0	0.0	0.0	0.0	-0.14001956555399891	0.0	0.0	-4.003302838514088	0.8333333333333333	0.0	0.9285714285714286	1.0	0.9	0.16666666666666669	0.0	0.07142857142857145	0.0	0.09999999999999998
0,1,3,10	3.637662280732684	0.0	0.0	2.3785954045749484	0.0	0.0	0.0	0.0	0.0	0.0	-0.05187047326816703	0.0	-4.0951122366137085	0.8333333333333333	0.0	0.9285714285714286	1.0	0.9	0.16666666666666669	0.0	0.07142857142857145	0.0	0.09999999999999998
0,1,3,11	3.4909473832976032	0.0	0.0	1.87023857009894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8084898344631692	-3.0409213314954693	0.8	0.0	0.9142857142857143	1.0	0.8800000000000001	0.16329931618554522	0.0	0.06998542122237654	0.0	0.0979795897113271
0,1,4,5	2.327166727161684	0.0	0.0	0.0	3.3775754922811574	0.1455963139515312	0.0	0.0	0.0	0.0	0.0	0.0	-3.169178376852507	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,9	4.282237167373333	0.0	-0.19529027649991154	0.0	0.0	0.0	0.0	0.0	0.0	-0.6205846984838367	0.0	0.0	-2.265166379940233	0.8	0.0	0.9142857142857143	1.0	0.8800000000000001	0.16329931618554522	0.0	0.06998542122237654	0.0	0.0979795897113271
0,1,3,4	0.9267959670001293	0.0	0.0	1.9100771316320913	3.068478076375009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.493697925487736	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
