Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	weight10	weight11	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
5	0.0	0.0	0.0	0.0	0.0	-0.8081686943499999	0.0	0.0	0.0	0.0	0.0	0.0	-0.3682106427848339	0.0	0.0	0.5714285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.306347333572572	2.0854658269583646	0.33333333333333337	0.0	0.7142857142857143	0.9	0.48	0.14907119849998596	0.0	0.06388765649999398	0.3	0.18330302779823363
8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.9919769864967103	0.0	0.0	0.0	1.747906925421755	0.9	0.25	0.8142857142857143	0.7766666666666666	0.818095238095238	0.1527525231651947	0.25	0.16963345838625596	0.20428737928059415	0.15363398504414388
1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.5714285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	0.0	0.0	-0.3522260675623588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.666125817745905	0.0	0.0	0.5714285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5484253539904363	0.0	0.0	-0.4623317683331477	0.06666666666666667	0.1	0.5428571428571428	0.06666666666666667	0.06666666666666667	0.13333333333333333	0.20000000000000004	0.05714285714285714	0.13333333333333333	0.13333333333333333
4	0.0	0.0	0.0	0.0	3.5548918057156156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.8579946653672532	1.0	0.05	0.9714285714285715	0.95	0.9714285714285715	0.0	0.10000000000000002	0.05714285714285716	0.09999999999999999	0.05714285714285716
0	4.225655023446454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.75239325216912	0.8	0.0	0.9142857142857143	1.0	0.8800000000000001	0.16329931618554522	0.0	0.06998542122237654	0.0	0.0979795897113271
7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0413234402527105	0.0	0.0	0.0	0.0	-0.010972655098885297	0.13333333333333333	0.175	0.5285714285714286	0.14999999999999997	0.13999999999999999	0.1632993161855452	0.225	0.06546536707079771	0.18929694486000911	0.17243356208503416
10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3779402651413762e-07	0.0	-1.0000000229394594	0.0	0.0	0.5714285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	0.0	0.0	0.0	3.9875724054971586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.1245688796043396	0.6666666666666666	0.175	0.7571428571428571	0.8366666666666667	0.6680952380952381	0.29814239699997197	0.19525624189766638	0.06546536707079768	0.17009801096230767	0.14673776878880107
6	0.0	0.0	0.0	0.0	0.0	0.0	3.3529174450767187	0.0	0.0	0.0	0.0	0.0	-2.175247804834197	0.6666666666666666	0.075	0.8142857142857143	0.9	0.7471428571428571	0.21081851067789195	0.16007810593582122	0.14356965173029843	0.2	0.188230210765695
