Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	weight10	weight11	weight12	weight13	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,1,2,5,8	1.5401953869723959	0.0	-2.811204832692419	0.0	0.0	-2.820230121321767	0.0	0.0	1.9685603998372212	0.0	0.0	0.0	0.0	0.0	0.9732456425750193	0.8833333333333332	0.075	0.9071428571428571	0.9083333333333332	0.8857142857142858	0.18333333333333335	0.16007810593582122	0.15	0.20564937798755112	0.1816028409379509
0,1,2,6,11	0.5755338653454085	0.0	-2.929860166973784	0.0	0.0	0.0	2.4721604730543922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2651279701892734	1.0	0.25	0.8452380952380952	0.7516666666666667	0.8454761904761906	0.0	0.19364916731037085	0.1238324154661509	0.18490988796347985	0.12131390477626008
0,1,2,6,8	0.6497141201545145	0.0	-3.005257584097227	0.0	0.0	0.0	2.8435530849962922	0.0	-0.9459613969620815	0.0	0.0	0.0	0.0	0.0	0.5727993323657431	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,6,12	0.3354925495128719	0.0	-2.1988537451884884	0.0	0.0	0.0	2.647020150933459	0.0	0.0	0.0	0.0	0.0	0.8506959383932152	0.0	-0.29629843636368247	1.0	0.25	0.8452380952380952	0.7516666666666667	0.8454761904761906	0.0	0.19364916731037085	0.1238324154661509	0.18490988796347985	0.12131390477626008
0,1,2,6,13	0.5722743138793309	0.0	-2.9434907866001083	0.0	0.0	0.0	2.439530348943104	0.0	0.0	0.0	0.0	0.0	0.0	0.12442128466353104	0.18858245802736814	1.0	0.25	0.8452380952380952	0.7516666666666667	0.8454761904761906	0.0	0.19364916731037085	0.1238324154661509	0.18490988796347985	0.12131390477626008
0,1,2,7,8	0.8142416541997874	0.0	-3.5489539317127914	0.0	0.0	0.0	0.0	3.680899920949723	-0.8920070265081798	0.0	0.0	0.0	0.0	0.0	0.11578041916976649	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,7,13	0.8174220788481648	0.0	-3.497190937117056	0.0	0.0	0.0	0.0	3.353459832646954	0.0	0.0	0.0	0.0	0.0	0.5586849077878011	-0.6578608706503617	0.9333333333333333	0.0	0.9666666666666666	1.0	0.95	0.2	0.0	0.1	0.0	0.15
0,1,2,7,11	0.7976511882855252	0.0	-3.4775851988756386	0.0	0.0	0.0	0.0	3.5132834222633305	0.0	0.0	0.0	0.0	0.0	0.0	-0.29662330334611475	0.9333333333333333	0.0	0.9666666666666666	1.0	0.95	0.2	0.0	0.1	0.0	0.15
0,1,2,7,9	0.7470772971571225	0.0	-3.2741563088257264	0.0	0.0	0.0	0.0	3.1765807710447738	0.0	0.36247050469320274	0.0	0.0	0.0	0.0	-0.35656303577819265	0.9333333333333333	0.1	0.9023809523809524	0.8916666666666666	0.8823809523809525	0.2	0.16583123951777	0.132330411729431	0.175	0.1682785995747229
0,1,2,8,11	0.25558523786402626	0.0	-2.3229826081026204	0.0	0.0	0.0	0.0	0.0	1.0560618485072804	0.0	0.0	0.0	0.0	0.0	0.2374741219572119	0.3333333333333333	0.175	0.6047619047619047	0.4333333333333333	nan	0.32489314482696546	0.22500000000000003	0.13850513878332368	0.41633319989322654	nan
0,1,2,7,10	0.8598446472793198	0.0	-2.6044722812267525	0.0	0.0	0.0	0.0	2.098416179609017	0.0	0.0	2.899815663861233	0.0	0.0	0.0	-2.1775145223144676	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,8,10	0.1089141043976017	0.0	-1.7776086165116047	0.0	0.0	0.0	0.0	0.0	0.42879414764079504	0.0	4.479361320551128	0.0	0.0	0.0	-2.508392052281991	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,9,10	-0.04913189341444803	0.0	-1.8813604902290035	0.0	0.0	0.0	0.0	0.0	0.0	0.9469165312316443	4.194450767337175	0.0	0.0	0.0	-2.5162968601449376	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,9,11	0.16511995086233855	0.0	-1.9300272238604996	0.0	0.0	0.0	0.0	0.0	0.0	2.564440173018828	0.0	0.0	0.0	0.0	-0.35691923392445807	1.0	0.25	0.8452380952380952	0.7516666666666667	0.8454761904761906	0.0	0.19364916731037085	0.1238324154661509	0.18490988796347985	0.12131390477626008
0,1,2,10,12	0.36187493725412767	0.0	-1.7486246629443394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.379017241026469	0.0	-0.24133971957037287	0.0	-2.235528454335675	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,8,9	0.13797645773374814	0.0	-1.9061018760283381	0.0	0.0	0.0	0.0	0.0	0.13639472450014595	2.499930252119905	0.0	0.0	0.0	0.0	-0.38814207733354106	0.9666666666666666	0.25	0.830952380952381	0.7516666666666667	0.8254761904761905	0.1	0.19364916731037085	0.11291338763218454	0.18490988796347985	0.11016401913107163
0,1,2,8,12	0.19135884651550222	0.0	-2.1451632811720045	0.0	0.0	0.0	0.0	0.0	1.0127209393013892	0.0	0.0	0.0	0.29475967641212447	0.0	0.03921228081103904	0.3333333333333333	0.175	0.6047619047619047	0.4333333333333333	nan	0.32489314482696546	0.22500000000000003	0.13850513878332368	0.41633319989322654	nan
0,1,2,10,13	0.028173082701770297	0.0	-1.8280129390359847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.066682207553266	0.0	0.0	1.162541484860143	-2.858516119771779	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,10,11	0.30911922063589653	0.0	-1.683047720888982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.521230694473449	0.0	0.0	0.0	-2.4244483997164172	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,11,12	0.4201084366839865	0.0	-2.439293950905766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31530673115329916	0.0	0.29672426846254	0.2833333333333333	0.0	0.7	0.6	0.38	0.2477678124553084	0.0	0.11770673423150743	0.48989794855663565	0.3208322510804257
0,1,2,9,13	-0.2983731659318347	0.0	-2.322717574367647	0.0	0.0	0.0	0.0	0.0	0.0	1.7337304640978743	0.0	0.0	0.0	1.6791552130897092	-0.6476190633344787	1.0	0.2833333333333333	0.8285714285714285	0.7266666666666667	0.8311904761904761	0.0	0.1755942292142123	0.11258657540511323	0.16552945357246848	0.1101763686075489
0,1,2,8,13	-0.4848144877920899	0.0	-2.0224241611491154	0.0	0.0	0.0	0.0	0.0	0.21617154482719075	0.0	0.0	0.0	0.0	2.612621949643441	-0.38331624260741237	1.0	0.5416666666666667	0.6857142857142857	0.585	0.7309523809523809	0.0	0.23935677693908453	0.13119026013291343	0.1205197079319395	0.09511897312113415
0,1,2,9,12	0.19261137645891696	0.0	-1.9238601010540783	0.0	0.0	0.0	0.0	0.0	0.0	2.5629591986846414	0.0	0.0	-0.08356376809452523	0.0	-0.3347544075883666	1.0	0.25	0.8452380952380952	0.7516666666666667	0.8454761904761906	0.0	0.19364916731037085	0.1238324154661509	0.18490988796347985	0.12131390477626008
0,1,2,3,7	-0.05722373346151555	0.0	-2.296466999302127	3.022678612506186	0.0	0.0	0.0	2.0970339439302537	0.0	0.0	0.0	0.0	0.0	0.0	-2.0695059870975063	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,4,7	-0.6052984326565589	0.0	0.0	2.661130818575791	1.793160260976554	0.0	0.0	1.5546031505731635	0.0	0.0	0.0	0.0	0.0	0.0	-2.9294837198799986	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,4,9	-1.7306233387865226	0.0	0.0	3.3141355473737093	1.7232346631754993	0.0	0.0	0.0	0.0	0.658660468761272	0.0	0.0	0.0	0.0	-2.560387499948695	1.0	0.025	0.9833333333333334	0.9666666666666666	0.9800000000000001	0.0	0.07500000000000001	0.04999999999999999	0.1	0.05999999999999999
0,1,3,4,13	-1.8169697484151068	0.0	0.0	3.496210239367265	1.868876917061248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7567220157314434	-2.971688841101258	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,7,12	0.05291271460578802	0.0	-2.48178816173625	0.0	0.0	0.0	0.0	3.65943436428176	0.0	0.0	0.0	0.0	1.6541181963806415	0.0	-0.9374889861284833	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,11,13	-0.5161229297677169	0.0	-2.0888658449623865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7844997781828513	-0.36942871680737416	1.0	0.5416666666666667	0.6857142857142857	0.585	0.7309523809523809	0.0	0.23935677693908453	0.13119026013291343	0.1205197079319395	0.09511897312113415
0,1,3,4,10	-1.0441178706214467	0.0	0.0	2.43104769790807	1.740292441855651	0.0	0.0	0.0	0.0	0.0	2.7328946275847947	0.0	0.0	0.0	-3.771975452514121	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,5,6	1.140968897761756	0.0	0.0	3.5568672433977504	0.0	-1.977538677225254	0.8748878764495922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.3821269659726623	0.9333333333333333	0.0	0.9666666666666666	1.0	0.95	0.2	0.0	0.1	0.0	0.15
0,1,3,4,5	-0.17545970690568702	0.0	0.0	3.3002699119921814	1.8070224935142363	-1.9195308695400612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.8137432672328733	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,4,11	-2.021845105643605	0.0	0.0	3.657759986377691	1.8853175987762207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.414884772869729	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,5,7	1.2701409348989592	0.0	0.0	3.638273055646505	0.0	-1.6144024352906947	0.0	1.1496046487350298	0.0	0.0	0.0	0.0	0.0	0.0	-2.889835964346484	0.9666666666666666	0.0	0.9833333333333334	1.0	0.9800000000000001	0.1	0.0	0.04999999999999999	0.0	0.05999999999999999
0,1,2,12,13	-0.6916118643074887	0.0	-1.8531894639208897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3773961030100154	2.901333145264545	-0.6461188569186318	1.0	0.5416666666666667	0.6857142857142857	0.585	0.7309523809523809	0.0	0.23935677693908453	0.13119026013291343	0.1205197079319395	0.09511897312113415
0,1,3,4,8	-2.018510346435307	0.0	0.0	3.7004210959200776	1.9424081839669523	0.0	0.0	0.0	-0.39940704258259874	0.0	0.0	0.0	0.0	0.0	-2.2674448758419663	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,5,13	1.1498514373241346	0.0	0.0	4.056409974383987	0.0	-1.998298075169469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5387071019095867	-2.783955956903318	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,6,8	0.5711330371427945	0.0	0.0	3.7381593047627986	0.0	0.0	1.8030788379991498	0.0	-1.8118128489273488	0.0	0.0	0.0	0.0	0.0	-2.6609834518176516	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,6,10	0.47534493318881965	0.0	0.0	3.009043936597625	0.0	0.0	0.6840469890022153	0.0	0.0	0.0	2.812211239096037	0.0	0.0	0.0	-4.651654660454807	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,6,12	-0.34479457075250053	0.0	0.0	2.8115607107730596	0.0	0.0	1.5231557984811073	0.0	0.0	0.0	0.0	0.0	1.3299530775578319	0.0	-2.8277331667415737	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,5,11	1.0815349229297015	0.0	0.0	4.071719176047038	0.0	-1.9892486806377476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.311711974311042	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,5,9	1.1535535533107792	0.0	0.0	3.8817765010969176	0.0	-2.278825444140653	0.0	0.0	0.0	0.6347467210222961	0.0	0.0	0.0	0.0	-2.4177058039544166	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,6,7	0.8115300640572984	0.0	0.0	3.4939023082892384	0.0	0.0	0.6219497169816368	1.0439208134667965	0.0	0.0	0.0	0.0	0.0	0.0	-3.5245739182060056	0.9333333333333333	0.025	0.95	0.9666666666666666	0.93	0.2	0.07500000000000001	0.10671873729054748	0.1	0.15524174696260024
0,1,3,7,8	0.7946035620956663	0.0	0.0	4.153957145077188	0.0	0.0	0.0	2.0594934234634543	-1.1689097669109283	0.0	0.0	0.0	0.0	0.0	-3.6681994138339453	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,4,6	-0.8077911460635983	0.0	0.0	2.504626183889474	1.62220813278642	0.0	1.124874004438969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.385148097115502	1.0	0.025	0.9833333333333334	0.9666666666666666	0.9800000000000001	0.0	0.07500000000000001	0.04999999999999999	0.1	0.05999999999999999
0,1,3,6,13	0.5552418053130781	0.0	0.0	3.5560470278916	0.0	0.0	1.3577517812351005	0.0	0.0	0.0	0.0	0.0	0.0	-0.3557481957356113	-2.9709746468960043	1.0	0.075	0.9523809523809523	0.9083333333333332	0.9457142857142857	0.0	0.11456439237389598	0.07299861769883757	0.14166666666666666	0.084225159845621
0,1,3,6,9	0.5369607162767205	0.0	0.0	3.5859893538181935	0.0	0.0	1.3882537570630062	0.0	0.0	-0.16013948540833645	0.0	0.0	0.0	0.0	-3.1912243771414834	0.9666666666666666	0.15	0.8880952380952379	0.86	0.8883333333333333	0.1	0.22912878474779197	0.1436683318242437	0.21540659228538017	0.14143117682384526
0,1,3,5,12	0.37364709558978554	0.0	0.0	3.646024510417438	0.0	-1.9097437040241416	0.0	0.0	0.0	0.0	0.0	0.0	0.8231754290704398	0.0	-1.9488677460234591	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,7,9	0.7709578639930078	0.0	0.0	3.7699471948670444	0.0	0.0	0.0	1.6781044934927067	0.0	0.04662728407253225	0.0	0.0	0.0	0.0	-3.823614558173128	0.9333333333333333	0.025	0.95	0.9666666666666666	0.93	0.2	0.07500000000000001	0.10671873729054748	0.1	0.15524174696260024
0,1,3,7,10	0.7257518932177962	0.0	0.0	3.0826090713704497	0.0	0.0	0.0	0.9907238488794858	0.0	0.0	2.7291399616691123	0.0	0.0	0.0	-4.935557641872601	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,5,8	1.0757987141615826	0.0	0.0	4.09162460929616	0.0	-2.00814148371348	0.0	0.0	0.07240375168147166	0.0	0.0	0.0	0.0	0.0	-2.362094174267614	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,5,10	0.9667153433813562	0.0	0.0	2.931811244870272	0.0	-1.2547959280897472	0.0	0.0	0.0	0.0	2.34263606877583	0.0	0.0	0.0	-3.4451028810100714	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,4,12	-2.0496865332012355	0.0	0.0	3.6590810020292786	1.8674623766038476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048240257052476275	0.0	-2.406961533083586	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,6,11	0.5674716414823793	0.0	0.0	3.5436729253018115	0.0	0.0	1.2883894804415412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.210066503225041	1.0	0.15	0.9071428571428571	0.8416666666666666	0.9038095238095238	0.0	0.16583123951777	0.1067187372905475	0.17260262647673316	0.10945753688509706
0,1,3,8,11	-0.7472805426644042	0.0	0.0	5.040169456913199	0.0	0.0	0.0	0.0	-0.39540076939291185	0.0	0.0	0.0	0.0	0.0	-3.092297861218552	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,9,11	-0.26601170057511714	0.0	0.0	4.273270459462542	0.0	0.0	0.0	0.0	0.0	0.8983336286708618	0.0	0.0	0.0	0.0	-3.3660506349967143	1.0	0.1	0.9357142857142857	0.8916666666666666	0.9323809523809524	0.0	0.16583123951777	0.1086142355043528	0.175	0.11215877957937442
0,1,3,7,12	-0.13442890869180601	0.0	0.0	3.1451963527598754	0.0	0.0	0.0	2.1588055358702483	0.0	0.0	0.0	0.0	1.601942803502002	0.0	-3.6600792261490005	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,8,9	-0.490914017287683	0.0	0.0	4.587322074758989	0.0	0.0	0.0	0.0	-1.1546539853387037	1.2747770088514323	0.0	0.0	0.0	0.0	-3.109636185702977	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,7,11	0.7721926499572309	0.0	0.0	3.806891363106317	0.0	0.0	0.0	1.6915660849129175	0.0	0.0	0.0	0.0	0.0	0.0	-3.8342888857402064	0.9333333333333333	0.0	0.9666666666666666	1.0	0.95	0.2	0.0	0.1	0.0	0.15
0,1,3,8,13	-0.4772092332548616	0.0	0.0	4.936582747949698	0.0	0.0	0.0	0.0	-0.51366864684338	0.0	0.0	0.0	0.0	0.925552839711778	-3.843806074721543	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,8,12	-1.2316226877406127	0.0	0.0	4.7888686404060135	0.0	0.0	0.0	0.0	-0.21676488165075752	0.0	0.0	0.0	0.5568799236180382	0.0	-2.9672573048573194	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,9,12	-0.9513373258263854	0.0	0.0	3.9828188895945003	0.0	0.0	0.0	0.0	0.0	0.9641075439121869	0.0	0.0	0.7242420824384246	0.0	-3.131681822990715	1.0	0.1	0.9357142857142857	0.8916666666666666	0.9323809523809524	0.0	0.16583123951777	0.1086142355043528	0.175	0.11215877957937442
0,1,3,10,12	-0.33589110081161183	0.0	0.0	2.839521280228407	0.0	0.0	0.0	0.0	0.0	0.0	2.846526641483181	0.0	0.687618614528096	0.0	-4.071191350275937	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,3,8,10	0.11528372217779755	0.0	0.0	3.1228687303984013	0.0	0.0	0.0	0.0	-0.11360773724269557	0.0	2.8891565278351385	0.0	0.0	0.0	-4.260860269583679	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
