Combination	weight0	weight1	weight2	weight3	weight4	weight5	weight6	weight7	weight8	weight9	weight10	weight11	bias	TruePositive	FalsePositive	Accuracy	Precision	F1score	TruePositive_std	FalsePositive_std	Accuracy_std	Precision_std	F1score_std
0,1,2,3,4,5,6,8	0.5069694226463842	0.0	-0.7681544813373257	2.2742387218818267	1.172423207202908	-0.5591294924849086	1.6820611770241833	0.0	-1.764460855795286	0.0	0.0	0.0	-1.3937716407235774	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,7,11	0.33301990396013653	0.0	-1.0877280780929754	3.8463658659863933	2.749738424982713	-0.5969694165151743	0.0	1.0372109117655581	0.0	0.0	0.0	-0.7920473473670755	-2.7391203806094913	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,7,10	0.5338409087280926	0.0	-1.245628096178816	3.864068396700218	2.8007953758919237	-0.3347879854759938	0.0	0.0013599952266823922	0.0	0.0	0.8990768631052356	0.0	-3.4752064022687796	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,8,10	0.2963469626844363	0.0	-1.110100133765062	3.4379645953709277	1.7706515989514031	-0.26496764255200633	0.0	0.0	-1.7157829673019656	0.0	0.7230359375129136	0.0	-1.8940988826574376	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,6,9	0.6386618451544792	0.0	-1.0108992685938227	2.8470041206320778	2.1640794334602482	-0.32930024576032596	1.533425908824284	0.0	0.0	0.34440991436771123	0.0	0.0	-3.2132100264131993	0.975	0.0	0.9875	1.0	0.9857142857142858	0.075	0.0	0.0375	0.0	0.04285714285714287
0,1,2,3,4,5,8,11	0.20967668001493203	0.0	-0.4136742824362081	3.5858830241433317	1.7114371252992424	-0.6967160432420891	0.0	0.0	-2.009110603266926	0.0	0.0	-0.6950016807265162	-0.7603150286834733	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,7,8	0.28579148817843736	0.0	-1.0580992154467201	3.5219767487864053	1.6872565575228307	-0.3536348409046619	0.0	0.7690328471260457	-1.746537216817322	0.0	0.0	0.0	-1.8988943660779136	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,6,11	0.48511007859216343	0.0	-0.5019839981472343	2.573959840261049	1.9615579480527052	-0.5275042306533887	1.8551384988494912	0.0	0.0	0.0	0.0	-1.3523652294961117	-1.7528648299173415	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,9,10	0.540336140718311	0.0	-1.271901998117888	3.8759324253365355	2.796624366551961	-0.32828032768424775	0.0	0.0	0.0	0.17415369877747708	0.7587787026506745	0.0	-3.503138009145362	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
0,1,2,3,4,5,8,9	0.29179753634591793	0.0	-1.0461936774114997	3.5549116207486535	1.6925709326100975	-0.24108820805985315	0.0	0.0	-1.7514112623052351	0.7846471610528446	0.0	0.0	-2.0239575211453373	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
